"","UNH","JNJ","WMT","PG","CSCO","GS","VZ","NKE","MRK","KO"
"1",-0.0068839848972857,0.00690523162484169,0.0014458951773122,0.00386281148530543,0.000772726722061634,0.00391482468694448,0.00559593643993139,-0.00423651887103915,0.00206194282509387,-0.00379020231775939
"2",0.00708094565197825,-0.00948529038578272,0.00725322356447577,-0.0110619915649295,0.000751664279960096,-0.000291423843009397,-0.00482195289805532,-0.00628488743677735,0.00455735437572002,0.000763191957958043
"3",0.00213501951657236,-0.00195465772412717,-0.00022263711434789,0.00224640872329473,-0.00793197937309742,0.0105540240183473,0.00156902545131743,0.0164597649127245,-0.00254137767478824,-0.00610283249989152
"4",-0.0121371289715171,-0.00323632382787764,-0.00208379770629108,-0.000727986684069037,0.00442103808745742,-0.0063813729211688,-0.00388510199263692,0.00316899036988616,0.00326750590465963,0.00209180428646505
"5",-0.000469338963739574,-0.00420832075178623,-0.00376767781563103,0.0035692926030606,-0.00238605192862451,0.00399053562432528,-0.00401206221431494,-0.000314907694701105,0.000418370123952627,0.00404089502990246
"6",-0.00316738127730787,-0.00226066843606532,-0.00530447205528617,0.00774762174114585,-0.00857317540794611,-0.00501621840521693,-0.00106466631405056,0.00954818911850452,-0.00157997966744006,0.00208794442005455
"7",0.000991439330391586,-0.00583854736760259,0.000205929216463119,0.000605137494858354,0.00353669957257807,-0.00328079075552523,-0.00236862082965672,-0.00240104272961617,0.000623956322669983,0.00480371247977018
"8",-0.00224533095024526,-0.00118849240243435,-0.00292944349348545,0.000996315618976951,-0.0019127392442897,0.00537843070924282,-0.000547027622815222,0.000946968037169427,0.00505159003660083,0.0017083048587665
"9",-0.00209346110932529,-0.00357082742266357,-0.000486693723360077,-0.0034344436135143,-0.000157928458065726,-0.00430357549339533,-0.000870851043146104,-0.00657680537551641,-0.00274646026082337,-0.0025972742587328
"10",0.00895653013139963,-0.00119212386198342,-0.00125468848273158,0.00282780034467578,0.000470968865556642,0.00209110626019537,0.000268397969193757,0.00744209112599492,0.0069573069922626,-0.00303900381550193
"11",-0.00850189197808504,-0.00132527889218181,-0.00365755031816661,-0.00433179829269648,0.00319705763831735,-0.00368541292846203,-0.00190492835827172,-0.00687747169286013,0.000200449183466844,-0.000656481133773923
"12",-0.000483019946841523,-0.00264673982746899,0.000857340986840427,-0.000396119576180354,0.00477952277287841,-0.00620453059673309,-0.00256104627624154,-0.0032414139714092,0.00479563651606441,-0.00554687157273293
"13",-0.00366798532195389,-0.00677676871418953,-0.00217131013050675,0.00440812390297651,0.0122051192447543,-0.00581700447946787,0.0023527869489044,0.00614508287981153,-0.00292103970423341,-0.00225987378507853
"14",1.82659186975798e-05,-0.00546081410720944,-0.00139164098072797,0.00123705517034978,0.00229299813508987,-0.00498293433338404,0.00148460920900106,0.00206838431768119,0.00468555232509971,-0.00299532804638147
"15",-0.00653328327462077,-0.00152346969116479,-0.00363922095857561,0.000172867308720015,-0.00295821903273463,0.00570920202881098,0.00174602982588112,-0.00394533388316631,-0.00297568459063768,-0.00137775717303157
"16",-0.00793392490595579,-0.00325674400664866,-0.000833291152957827,-0.00100715376902372,0.00155316211748868,0.0020585807505995,0.00369077571667731,-0.0133152445778251,0.00022283339058049,0.00166564725805074
"17",0.0016511483117938,-0.0058256252668798,-0.002537656808272,0.000336518161930144,0.00346386805176735,-0.00397942680865526,0.00126954552251846,-0.000504093652125448,-0.00250823586247861,0.00101245217956603
"18",-0.00750333117321134,-0.00149929069448262,-0.00161211937665939,-0.000889352289959788,0.00107639352791011,-0.00162522087339312,0.0022007655352354,-0.00529185542836785,0.00476726517081261,-0.00272139976732433
"19",-0.00838241446763277,-0.00277066067792475,-0.000137008712044917,0.000711190397851169,0.00116378453094512,-0.00569046335294843,-0.00222733593545854,-5.87134381930809e-05,-0.00255772308446467,0.000257880630670115
"20",0.00134024454746395,-0.00851464550942183,-0.00254075857810676,0.000980290584266186,2.73496589215938e-05,-0.00832905992865562,-0.00406626146286726,0.0207072030752897,0.000810587895102799,0.0021807705052197
"21",-0.00295476987957954,-0.0030676000751555,-0.00475018983706832,0.00360825099050999,-0.00220412504859269,-0.00477105751633644,-0.00255974801257253,0.00188410305418074,0.000148548002471216,7.99898698460311e-05
