"","JNJ","IBM","HPQ","PFE","AXP","MCD","KO","HD","CAT","DIS"
"1",0.00208989321254194,0.0090723717585206,-0.0160480029881001,0.00430866191163659,-0.00168971857056022,0.00167068839073181,0.00876391027122736,-0.00144814769737422,-0.0150912953540683,0.0101802218705416
"2",-0.011056306771934,-0.00368084339424968,-0.00254038535058498,0.0101589690893888,0.0284418221563101,0.00781161757186055,0.0083242254331708,0.00382936256937683,-0.00106309005059302,0.012025729753077
"3",-0.00806680507957935,0.00616640690714121,0.0110786464065313,-0.0128942439332604,-0.0264088362455368,-0.0012229101266712,0.00830520503222942,-0.0125509276986122,-0.0152609143406153,0.0205403994768858
"4",0.00876846350729465,-0.00447080051526427,0.00166566029656678,-0.00113226205576211,0.0209365151822567,-0.00408496428281069,-0.00297800777480006,-1.00385414043558e-05,-0.0219701528549194,0.00857056211680174
"5",-0.00596752716228366,-0.00734910788014531,-0.0125923389568925,0.0200013723224401,-0.00374328182078898,0.0103947492316365,0.00312541401945055,-0.00326958321966231,-0.00775946443900466,-0.00429116049781442
"6",-0.00539433723315597,-0.00283295032568276,0.00881230365484953,0.0121805649250746,0.0159424785524607,0.00153638538904488,-0.00389761966653168,0.00128806638531387,-0.0174377840012312,0.0318131186068058
"7",0.00532923126593232,0.00848514586687088,0.0096758957952261,0.00338903651572764,-0.0205863583832979,0.00367693486623466,0.00917296390980482,-0.00922752451151609,0.0110368803143501,0.00397537229582667
"8",0.00471937889233232,-0.00220444682054222,0.000762721581850201,-0.000638053112197667,0.00191579887177795,0.00347399641759694,-0.00604597385972738,-0.00659716688096523,0.00169295445084572,-0.0132932746782899
"9",0.0101750195026398,0.00094405870186165,0.00909687113016844,0.00111356296110898,0.00204208632931113,0.0061524803750217,0.00127134961076081,0.00707016559317708,-0.00724655576050282,-0.00538304354995489
"10",0.0147327315062284,-0.00996867474168539,-0.00477790832519531,0.00621863175183535,-0.0115178832784295,0.000294418627163395,0.00160133210010827,-0.00318838655948639,0.0016814696136862,0.00865579675883055
"11",0.000757812696974725,-0.00528929941356182,0.00475753145292401,0.00643451884388924,0.0297643020749092,-0.0179610010236502,0.00361729832366109,-0.0112539725378156,0.00456835003569722,-0.0147457476705313
"12",0.00622292887419462,0.00176564592402428,0.014289565384388,-0.0126904752105474,0.0219287052750587,0.00788932759314775,-0.000769896374549717,-0.00249846698716283,-0.0128683410584927,-0.00507333362475038
"13",-0.00294873164966702,0.0064335074275732,0.00601591821759939,0.00183952075894922,-0.0202656388282776,0.0110385986045003,0.000457128131529316,0.0107112759724259,-0.0154217015951872,-0.0129092838615179
"14",-0.000499954971019179,-0.00231555756181479,0.00200623460114002,-1.94173808267806e-05,0.0169150121510029,-0.00546623487025499,-0.00015443358279299,-0.00183004641439766,-0.0121693098917603,0.00091080111451447
"15",-2.20548336073989e-05,-0.0109016168862581,-0.0115453377366066,0.00533965229988098,-0.00728044984862208,-0.0149033926427364,0.0166323371231556,-0.0122270723804832,0.00106116547249258,0.000603649183176458
"16",-0.000499214453157037,-0.00572833605110645,0.0037001462187618,-0.0075564393773675,-0.0238640643656254,0.00425210688263178,-0.00782700814306736,0.00847766827791929,-0.00129115930758417,-0.00672151101753116
"17",-2.92105596599868e-05,-0.00619969936087728,0.0295495595782995,0.00161689356900752,0.000907346315216273,-0.00125197926536202,0.00372747331857681,-0.0105611206963658,0.0086209150031209,-0.00268213893286884
"18",0.00202796654775739,-0.00169317307882011,0.00528382416814566,-0.00622332887724042,0.000818467990029603,-0.00758318230509758,-0.00535416230559349,-0.012257725931704,-0.00163235631771386,0.00931333098560572
"19",0.00171343225520104,0.00673209363594651,-0.00779210543259978,0.00575195765122771,0.00924353208392859,-0.00809263531118631,0.000496063323225826,0.0291905198246241,0.00138054112903774,0.0102013358846307
"20",-0.00565592292696238,0.000556146143935621,-0.0205727107822895,-0.00514498073607683,-0.0153436698019505,0.00318438769318163,0.00539387809112668,0.00764428311958909,0.0115466834977269,0.0170130915939808
"21",-0.000237350977840833,-0.00248476001434028,0.0250489413738251,-0.0078357020393014,-0.00272137694992125,-0.000651966605801135,0.01090735103935,-0.00827849935740232,0.00862318929284811,0.0136255649849772
