"","JNJ","CAT","CVX","WMT","PG","KO","DIS","MCD","AA","MRK"
"1",-0.000927290937397629,0.00541974185034633,-0.000350157672073692,-0.00174855056684464,0.00709161534905434,0.0044384878128767,-0.00257242866791785,0.000809319957625121,0.00365034746937454,0.00185842660721391
"2",0.00494392309337854,-0.0185435842722654,0.0163340829312801,0.00239238911308348,0.00516375666484237,0.00982241332530975,0.00355423684231937,0.00420779967680573,-0.00171007483731955,0.00694246217608452
"3",-0.00199644337408245,-0.00812886375933886,-0.00538149708881974,0.00788857787847519,0.00163540919311345,0.00306731602177024,0.00508384266868234,-0.00453704688698053,-0.00564087042585015,-0.00101362925488502
"4",-0.00276821502484381,0.0155026977881789,-0.00533895008265972,0.00736257340759039,0.000834177306387573,-0.000987566192634404,0.0240009054541588,0.00349088944494724,-0.00328070065006614,0.00557975750416517
"5",0.0035788444802165,0.0222222488373518,0.00122692994773388,-0.0020476202480495,-0.00317691103555262,0.00316470582038164,-0.000735843030270189,0.00744838267564774,-0.00109422882087529,-0.0141284875571728
"6",-0.000669658882543445,-0.000232783291721717,-0.0074226944707334,0.00267455424182117,0.00192082300782204,-0.00321534322574735,0.00549566512927413,0.000818863161839545,0.00478330813348293,0.00119306170381606
"7",0.00100644747726619,-0.00117295142263174,-0.00562275433912873,0.00333631481043994,-0.00476083951070905,-0.00680312048643827,0.0092431278899312,0.00415005767717957,-0.00721875857561827,0.00332370982505381
"8",-0.00429457612335682,0.0283232815563679,0.0032814706210047,-0.000358679535565898,0.00110328639857471,-0.00746917864307761,-0.000579396670218557,0.00234553474001586,-0.00217608828097582,0.00580814573913813
"9",-0.0001798221928766,0.00484715914353728,0.00430848589166999,-0.00227453489787877,-0.0013378094881773,0.00342299905605614,-0.00156905688345432,-0.00040654739132151,0.0114948898553848,-0.000168440106790513
"10",0.000712473993189633,0.000277891842415556,-0.00572302797809243,-0.000302033848129213,-0.00128598453011364,0.00382021651603281,-0.00276127434335649,-0.00301800575107336,0.0098441056907177,0.000832671707030386
"11",0.00145702809095383,-0.0199632626026869,-0.0038505548145622,0.000711417174898088,0.00179213040973991,0.00588883319869637,-0.00069264933699742,-0.000705902115441859,-0.00309241400100291,-0.000172147207194939
"12",-0.000957734882831573,-0.00503841321915388,0.00864345859736204,0.00462849671021104,0.000395779585232958,-0.00272037484683096,-0.00327299302443862,0.00205190386623144,0.00111384340561926,-0.00125140335876495
"13",0.00304006296209991,0.00596796674653888,0.0023004999384284,-0.00314660789445043,0.00130778271704912,-0.00211363239213824,0.00374055420979857,-0.00380426156334579,0.0198610331863165,-0.00042850204044953
"14",-0.00102367182262242,-0.00237949588336051,0.0030504297465086,0.00183860782999545,-0.00497544230893254,-0.00351151707582176,-0.00268301600590348,-0.000658150762319565,0.00718533061444759,0.00752470549196005
"15",-0.000571479729842395,0.010270619764924,0.00111486611422151,-0.00539156468585134,-0.00108155061025172,0.00364428712055087,0.0101552167907357,0.000806259165983647,-0.0109631111845374,0.00796066783368587
"16",0.00250555854290724,-0.00574500998482108,0.00258336635306478,0.000567766255699098,-0.00597025454044342,0.00460669957101345,0.00557874003425241,-0.000370442518033087,-0.00343601242639124,0.00197146739810705
"17",-0.00174485961906612,0.00477285217493773,-0.000919006764888763,-0.00109275418799371,-0.00428428035229445,0.000150514140841551,-0.0018725881818682,0.000821830937638879,0.00238001742400229,0.00363496108911932
"18",0.00287835020571947,0.0130298379808664,0.00146393955219537,-0.000106110062915832,-0.00137386622373015,-0.00360424071550369,-0.00798009801656008,-0.00145270663779229,0.00200787582434714,0.00299881212413311
"19",0.00283697713166475,-0.000175425098859705,-0.00133572623599321,-0.000744025455787778,0.00303491274826229,-0.00052273430628702,0.00300315651111305,-0.00317413569428027,-0.00404067803174257,-0.00952148158103228
"20",0.000116630166303366,0.00230690347962081,0.00237198104150593,-0.00423119869083166,-0.00494625745341182,-0.00096093030879274,-0.00492046028375626,-0.00237487279810011,-0.0114163290709257,-0.00218242476694286
"21",0.00616084970533848,-0.00247684237547219,-0.00250934925861657,-0.00131821923423558,-0.00521256774663925,0.00121236743871123,0.00251369155012071,0.00118712091352791,0.00130822253413498,0.00290106446482241
