"","XOM","CSCO","JNJ","GS","UNH","VZ","PG","IBM","PFE","CAT"
"1",-0.000892937707249075,-0.000359274650691077,-0.0079076224938035,0.00274795759469271,0.00526106916368008,0.00720183225348592,-0.0115556241944432,0.00556109938770533,-0.00711708795279264,0.00841148570179939
"2",0.00367524265311658,0.0010501891374588,0.00283126160502434,0.0023263159673661,-0.00307039427570999,0.00528674339875579,0.000116577895823866,-0.00359986815601587,0.00286751403473318,-0.000965928134974092
"3",-0.00733911851420999,0.00254103844054043,0.00256007723510265,-0.00648567732423544,-0.000566266186069697,0.00182735081762075,0.00435516657307744,-0.000268754170974717,0.00459518888965249,0.00219498272053897
"4",-0.00170704163610935,-0.00822534877806902,-0.00390623509883881,0.00852416735142469,0.00958465319126844,-0.00196806574240327,-0.00200414774008095,0.00611098716035485,-0.00306663452647626,-0.00441728951409459
"5",0.0071486197412014,0.00471230456605554,0.00396243343129754,0.00161078001838177,-0.0103637864813209,0.019954239949584,-0.00633992068469524,0.00107069208752364,-0.00486110802739859,0.0133120762184262
"6",0.00419504614546895,0.00299587822519243,0.00347056635655463,0.00171037646941841,0.00892296526581049,-0.0092510599642992,-0.0113871758803725,-0.00589687563478947,-0.00400407239794731,-0.00228863093070686
"7",-0.00430881837382913,-0.0027988248039037,-0.000637918536085635,-0.00233173021115363,-0.00258597545325756,-0.00221725297160447,-0.000220896428800188,0.00630336394533515,0.00340419402346015,0.0028334001544863
"8",-0.00186716101597995,0.00572476861998439,-0.00143385655246675,-0.00528489099815488,0.00616064062342048,0.0210236571729183,-0.000309231487335637,0.00277954456396401,0.00427233474329114,-0.00633721379563212
"9",0.00060958374524489,0.00644995085895061,-0.00498772645369172,-0.00482842512428761,0.00444290973246098,0.00284143257886171,-0.000844307418446988,-0.00345099484547973,-0.00227481173351407,0.00699957832694054
"10",-0.00780884828418493,0.00503531843423843,0.00411771098151803,0.00181354093365371,0.00274792872369289,0.00384358782321215,-0.0135087091475725,0.00473968172445893,-0.000925575848668814,-0.00114795542322099
"11",-0.00265546585433185,-0.00603862944990396,0.000229547746130265,0.00209228205494583,0.00657288217917085,0.00321595626883209,-0.0123345563188195,0.00217334157787263,0.00657476810738444,0.00260797631926835
"12",0.0034406497143209,0.000590563053265214,0.00163958419580013,0.00297427899204195,0.00179071223828942,-0.00332505512051284,-0.000124669459182769,-0.000948274158872664,0.00613145297393203,0.00596487103030086
"13",-0.000578887760639191,0.00509888725355268,0.00434117438271642,-0.0147247603163123,-0.0034320349805057,0.00223695859313011,0.00101481599267572,0.00274745281785727,-0.00273575261235237,0.00978466309607029
"14",0.00254333019256592,0.00134950457140803,0.00094459461979568,0.000380228273570538,0.000796815555077046,0.00933130457997322,-0.00040970544796437,0.00161634024698287,-0.00102713832166046,-0.00416360609233379
"15",-0.000233621089137159,-0.00660894671455026,0.00339630106464028,0.00851691327989101,-0.0016423863125965,-0.00713168876245618,-0.00482378713786602,-0.00112204870674759,0.00333739863708615,-0.00898980069905519
"16",-0.00317677110433578,0.0032979897223413,-0.00161110691260546,0.000186785866389982,-0.000731514708604664,-0.00864203926175833,-0.00764740584418178,0.00259254174306989,0.00126981339417398,0.000829181051813066
"17",-0.000524826755281538,-0.00115819671191275,0.00218392256647348,-0.000196922497707419,0.00750994449481368,0.00186726986430585,0.00409637112170458,0.00106020830571651,-0.00397225469350815,0.00306441681459546
"18",0.00112492276821285,0.00579936522990465,0.00652675656601787,-0.00160073337610811,0.00210302416235209,-0.00371360452845693,0.00360528216697276,-0.00407229550182819,0.00573818944394588,0.000372913229512051
"19",-0.00197645043954253,0.00413248129189014,-0.00119027099572122,0.000199856571271084,0.00122572656255215,0.0111008137464523,-0.00197937455959618,-0.000342775543686002,0.00774758588522673,-0.00222415314055979
"20",0.0013105277903378,0.00492156017571688,0.0038810211699456,0.00863886438310146,0.00165392586495727,-0.00301310629583895,0.00263904803432524,-8.37944680824876e-05,-0.000631003698799759,0.00923742167651653
"21",0.00414878549054265,0.00263987598009408,0.0031104579102248,0.0034517333842814,0.00113102723844349,-0.00378083228133619,-0.000236329826293513,-0.00027081451844424,0.00110302562825382,-0.00227822107262909
