"","WMT","JNJ","PG","CVX","CAT","KO","AXP","AA","HD","DIS"
"1",0.0103684905916452,-0.000664554943796247,-0.000673385744448751,0.00590026983991265,0.00713132740929723,0.00313876289874315,-0.00539762247353792,0.0233541987836361,-2.09072709367319e-06,-0.00271410029381514
"2",-0.000366263062460348,0.00222133006900549,0.00230359542183578,-0.000812071550171822,0.0133557068184018,0.00172050436958671,0.00640710443258286,0.0131350783631206,-0.00428683822974563,0.00626254454255104
"3",0.00472154701128602,-0.00113139324821532,0.00138591753784567,-0.00592435197904706,-0.000143790006404743,-0.0016582008684054,0.000295576290227473,0.000987417181022465,0.000883314933162183,0.0108278403058648
"4",0.00467836111783981,0.00326304323971272,0.0026982226409018,-0.00450401799753308,0.00032969011226669,0.00471810903400183,0.00566127616912127,0.00355123798362911,0.00241401675157249,0.00202208012342453
"5",-0.00263127638027072,0.00140250532422215,-0.00137183244805783,0.000831754761748016,0.00406660651788116,0.00434980681166053,-0.00142225727904588,0.0102380998432636,-0.00129553547594696,0.0106254359707236
"6",0.00174058915581554,0.00242306641303003,0.00423483829945326,-0.00329196033999324,0.00106986949685961,-0.00283401412889361,-0.0029996195808053,0.000840212858747691,-0.00272750062867999,-0.00357680721208453
"7",-0.00118742138147354,-0.00360171869397163,9.11887400434352e-05,-0.00414320919662714,0.00613633124157786,-0.00235014501959085,0.0162051506340504,-0.00345749314874411,-0.0042842417024076,0.00177828408777714
"8",0.0011043808190152,0.000685777165926993,0.00236409716308117,-0.000167259087902494,0.00630857283249497,-0.000603324559051543,-0.011249452829361,-0.00177137926220894,-0.00345791457220912,-0.00311388657428324
"9",0.0041486406698823,-7.99725530669093e-05,0.000375263305613771,-0.00190661940723658,-0.00159958412405103,0.00341810705140233,0.00721018714830279,-0.00586473289877176,-0.0012449495261535,0.00489992555230856
"10",-0.00270492141135037,0.00424459483474493,0.0019269889453426,-0.00291945715434849,0.00255027343519032,0.00385565683245659,0.000359691126504913,0.00134042440913618,-0.00181449868250638,-0.00537121901288629
"11",-0.00215386529453099,0.000286591035546735,-0.00116790027823299,0.00224270881153643,0.0135013852268457,0.00149057421367615,0.00399477686733007,0.000565374502912164,-0.00364644080400467,0.00656331889331341
"12",-0.00150983443018049,0.00454984745010734,0.00120550056453794,-0.00174137414433062,-0.00352714629843831,-0.00574003299698234,0.0102360919117928,0.00623652338981628,0.000163988210260868,0.00426671002060175
"13",-0.000586125825066119,0.00189770699944347,-0.00179604429285973,-0.00284557696431875,-0.00397143932059407,0.000792236998677254,0.00515428464859724,0.00314118131063879,0.000643318810034543,-0.00721934344619513
"14",0.00230573234148324,0.00283403997309506,0.00144912686664611,-0.000172029584064148,0.00851849000900984,0.00407883245497942,-0.0014521008124575,0.00359396310523152,0.00354255479760468,0.0113345701247454
"15",0.0031700748950243,-0.00300780544057488,0.000964734994340688,0.000613412936218083,0.00949413981288671,0.00478235213086009,0.00602095387876034,0.00841161701828241,-0.00175561627838761,0.00469364412128925
"16",-0.00106276012957096,-6.94980190019123e-05,0.00340628111734986,-0.00369419925846159,-0.00146986870095134,0.000793288229033351,0.00392333371564746,0.00426724879071116,-0.00382059463299811,0.000163783290190622
"17",-0.0026468732394278,-0.000152864013216458,0.00122213980648667,-0.00443919701501727,0.000194305874174461,-0.00142427801620215,-0.0198433008044958,0.00793266482651234,-0.0040716053918004,0.000150593143189326
"18",-0.000615428609307855,0.00326010165736079,0.00344369024969637,-0.000234787919907831,0.0119072822853923,-0.00302001181989908,-0.00528972409665585,0.00585547648370266,-0.00185823743231595,0.0023796958848834
"19",-0.00239358656108379,-5.79759653192014e-05,0.000561261491384357,-0.00564391352236271,0.00124224612955004,0.00477661611512303,-0.00215255469083786,0.00379883940331638,-0.00355823035351932,-0.00846904329955578
"20",0.0053671314381063,0.00429572025313973,0.00197923230007291,-0.00338394194841385,0.00705199642106891,0.00820992421358824,-0.00596266891807318,0.00248189177364111,-0.0059571759775281,0.00373697374016047
"21",-0.000588419439736754,0.00176901952363551,-0.000792589271441102,-0.00102790771052241,0.00503782741725445,0.00191640993580222,-0.0050380127504468,0.00345135969109833,-0.000734342087525874,-0.00227961223572493
