"","HD","WMT","CSCO","PG","CVX","VZ","MRK","MCD","KO","NKE"
"1",-0.00274276733398438,0.00192357425112277,0.0153302513062954,0.0040692244656384,-0.0121676931157708,-0.00154932995792478,-0.00885691680014133,-0.00556461652740836,-0.00563096581026912,0.000208656769245863
"2",-0.00106451299507171,-0.00370440585538745,-0.00361422682181001,0.00109773082658648,-0.00247604609467089,-1.58484763232991e-05,-0.00687258830294013,-0.00582045828923583,-0.0152772543951869,0.000590632786042988
"3",-0.00604850938543677,-0.00192526925820857,0.0124214394018054,0.00941743049770594,0.0144469225779176,0.000954417395405471,-0.000799126748461276,-0.00300288107246161,-0.00369895272888243,-0.00729010300710797
"4",0.0025292516220361,0.0055481931194663,-0.00431231176480651,6.68221910018474e-05,0.00694370735436678,-0.00419319700449705,0.00251962780021131,-0.00218875566497445,-0.0225118361413479,-0.0150664672255516
"5",0.00592110166326165,-0.01086694188416,0.00420273654162884,0.0025502557400614,0.00983210746198893,-0.000797710963524878,0.00237529259175062,0.0058408547192812,0.00788145139813423,-0.00118829892016947
"6",-0.0128738153725863,0.00387275358662009,0.00333980424329638,0.00328028667718172,-0.00499175861477852,-0.00334335630759597,0.00417517265304923,-0.0076416009105742,-0.0284959655255079,0.0232995226979256
"7",-0.00447057886049151,-0.00164628669153899,-0.00138817250262946,-0.00315303262323141,-0.00627109128981829,-0.00143074989318848,0.0068228067830205,-0.0109100323170424,0.0142252836376429,0.00146760663483292
"8",0.00312479585409164,0.0049100243486464,-0.0105489883571863,-0.00429430790245533,-0.00895861722528934,0.00701411534100771,0.00309061096049845,-0.00908887200057507,-0.0121754612773657,0.00275960750877857
"9",0.0144977867603302,0.00557765597477555,-0.00438780663534999,0.00686901761218905,0.00705515500158072,-0.00346397841349244,0.00705629214644432,-0.00815718714147806,0.00687564024701715,-0.00513847172260284
"10",-0.00186336587648839,-0.00443010777235031,-0.0140819596126676,-0.0033817826770246,0.00913597177714109,-0.000130807427922264,0.00184622674714774,-0.0128464419394732,0.000499128072988242,-0.000132141140056774
"11",0.00802109390497208,-0.00387700996361673,0.00291632674634457,0.00172134267631918,0.00348450825549662,0.00516273966059089,0.00171181769110262,0.000186694975127466,0.00408140709623694,-0.00251835631206632
"12",0.00550612155348063,-0.00208953465335071,-0.00745872501283884,0.00373434042558074,-0.00437708245590329,-0.00326997507363558,0.00281330617144704,0.013230612501502,0.00289185321889818,-0.00505228247493505
"13",-0.00128310767468065,0.00561058474704623,0.00141842174343765,0.00722270691767335,-0.00331904366612434,0.00107670773286372,-0.00251695211045444,0.00354673666879535,-0.00502533232793212,-0.00197046739049256
"14",0.00103454024065286,0.000762821699026972,-0.00095844070892781,-0.00286182831041515,-0.00209050625562668,0.0023075514473021,-0.000335495744366199,-0.00902981404215097,-0.013734832406044,-0.00375418551266193
"15",0.00132982549257576,-0.00450228108093143,0.00703448569402099,0.00299851642921567,0.000321322469972074,-0.00273883086629212,-0.000688297091983259,0.00691214762628078,-0.0051501952111721,-0.00293102371506393
"16",0.00211236090399325,-0.00372705864720047,-0.00288754748180509,-0.000128456755192019,0.00146493804641068,0.00314331334084272,0.00859243143349886,-0.00161161390133202,-0.00391450291499496,-0.00309203541837633
"17",-0.00072722794720903,0.0011093596694991,-0.00496980967000127,-0.000243995164055377,-0.00840456411242485,-0.00490516377612948,0.00127003714442253,-0.00599088938906789,-0.00544887129217386,0.00850046332925558
"18",0.00728705152869225,0.0031301926355809,0.00557254673913121,0.00424687610939145,-0.00672378996387124,0.00405863858759403,0.00379112036898732,0.000878946331795305,0.00847710575908422,0.0172604117542505
"19",-0.00241358391940594,-0.00324447499588132,-0.000584215275011957,-0.00116065633483231,-2.93018456432037e-05,0.00509693147614598,-0.00324148731306195,0.000986516592092812,0.003470049938187,0.0124262915924191
"20",-0.00813115853816271,-0.00169027142692357,-0.000172507905517705,0.00210246653296053,-0.00502016767859459,-0.00171240686904639,-0.00131493469234556,0.00151528092101216,0.0100654857233167,0.00757315708324313
"21",0.00821087416261435,0.00486516719684005,-0.00538874417543411,0.00181320449337363,-0.00769629376009107,0.00307693891227245,0.00228190678171813,0.00435938127338886,-0.00395567715167999,0.00238300720229745
