"","GS","PFE","CSCO","WMT","VZ","HD","CVX","MRK","UNH","NKE"
"1",-0.0129790548235178,0.000358057877747342,-0.00407615723088384,0.00354612525552511,0.00430501904338598,0.00175786938052624,-0.00170348561368883,-6.10235802014358e-05,0.000398634496377781,0.0147519530728459
"2",-0.00311856111511588,-0.000122372759506106,0.00867923349142075,-0.00206842855550349,-0.00035353604471311,0.00733702164143324,-0.000495827640406787,-0.0012179632904008,-0.000794844003394246,0.0325623489916325
"3",-0.00175647519063205,0.00173642567824572,0.000462819123640656,0.0117331566289067,-0.00464845867827535,0.00105681957211345,0.00695901736617088,-0.00443349312990904,-0.00301156332716346,-0.00987488217651844
"4",0.00599121628329158,-0.000289701420115307,-0.00161173276137561,-0.00351286143995821,-0.00858136638998985,0.00571522256359458,0.00328318658284843,0.00464236177504063,-0.00617112778127193,0.00919711217284203
"5",0.00361648807302117,-0.000177883077412844,-0.00204153871163726,0.00180921598803252,-0.00763959903270006,-0.00143440463580191,-0.00233248458243906,0.0015565975336358,0.000356258853571489,0.0045192539691925
"6",0.00232904125005007,-0.004867656622082,-0.00405709119513631,0.00147201481740922,0.00900688860565424,0.00405822787433863,-0.00249599548988044,0.0011322203790769,-0.0016338222194463,0.00214677420444787
"7",-0.00111516145989299,-0.00250286795198917,0.0126048699021339,-0.00384737434796989,-0.00245359377004206,-0.00293770851567388,3.83728620363399e-05,0.00307922740466893,0.000753429136238992,-0.00285098282620311
"8",-0.00374074885621667,-0.000328782043652609,-0.00148633355274796,0.00498799933120608,-0.00367631949484348,-0.00065953319426626,-0.00217816652730107,1.86402921826812e-05,-0.0075574591755867,0.00655364105477929
"9",-0.0125794094055891,0.00231072423048317,0.000199927526409738,0.00290617719292641,-0.0118447700515389,-0.000592702999711037,2.60259403148666e-05,0.00124679447617382,0.00257517234422266,0.00657110242173076
"10",0.00453388830646873,-0.00165815243963152,0.000474927423056215,0.000349879323039204,0.00306642288342118,0.00349398888647556,-0.000725225021596998,-0.00360265676863492,-0.0019883424974978,-0.0138375097885728
"11",0.00475389137864113,-0.000912342278752476,-0.00340659730136395,-0.000761132861953229,0.000218843939364888,-0.00173190294299275,-0.00534960813820362,-0.000713057641405612,-0.00291314255446196,-0.00575563730672002
"12",0.0143492333590984,-0.00142672413494438,-0.00234714173711836,-0.000846515118610114,-0.00292294542305171,-0.00510074477642775,-0.00195509474724531,-0.00114240602124482,0.00311222905293107,0.000113771035103127
"13",-0.00013024322106503,-0.000984972342848778,0.00149648729711771,0.00364004308357835,0.00166736938990653,0.000321633473504335,-0.00380473374389112,-0.00293912854976952,0.0051602185703814,-0.00571213150396943
"14",0.0032931063324213,-0.00128523854073137,0.00661326944828033,0.000992217217572033,-0.00343124242499471,0.00136574951466173,-0.00519578205421567,-0.000382918369723484,0.00238681747578084,-0.00719099957495928
"15",-0.0118559878319502,-0.00456792442128062,0.00374970771372318,0.00273457891307771,0.0020631798543036,-0.00342364283278584,-0.00281359627842903,-0.0018517755670473,-0.000392736139474437,0.000221261245314963
"16",0.00580777786672115,-0.00310284388251603,-0.000506002106703818,-0.00110684195533395,-0.00188462727237493,-0.00157155725173652,-0.00682652741670609,-0.00323274079710245,-0.00202887877821922,0.00135901069734246
"17",-0.00476134708151221,-0.00510124675929546,-0.000250481418333948,-0.00109933782368898,0.00379673065617681,-0.000361573213012889,-0.00240996410138905,-0.00178303150460124,-0.0033490511123091,-0.00300403265282512
"18",0.00401983270421624,-0.00178591324947774,-0.00202447385527194,1.10186820165836e-05,-0.00341339921578765,-0.00138725352007896,0.00421882420778275,0.00117180019151419,0.00132479006424546,0.00212761550210416
"19",-1.25999367810437e-05,-0.00246155029162765,-0.000350043439539149,-0.00143677147570997,-0.0017438055947423,0.00586655410006642,0.0033739386126399,-0.000977472751401365,-0.00368071882985532,0.00224337400868535
"20",0.00808854214847088,-0.00215820199809968,0.00090013729641214,3.75157906091772e-05,-0.00253360299393535,-0.00217092083767056,0.00457751844078302,-0.000780454312916845,0.00313089299015701,-0.00558014586567879
"21",-0.00212140963412821,-0.000718258961569518,0.000912630348466337,0.00155451358295977,0.000466048426460475,-0.00268743187189102,0.00219799159094691,2.12913673749426e-05,0.00152734771836549,0.00987242721021175
