"","UNH","XOM","PFE","WMT","PG","VZ","MRK","GS","CVX","CAT"
"1",0.00436878902837634,-0.00261778221465647,0.00190933246631175,-0.00123436038848013,0.00205509504303336,0.00676244450733066,0.00449409987777472,-0.00219675246626139,-0.00148797989822924,-0.00958547275513411
"2",-2.68161020358093e-05,0.00131132476963103,-0.00128126936033368,0.00183268671389669,-0.000807622913271189,-0.00145134120248258,0.00125700293574482,0.00339800701476634,-0.00194894964806736,-0.0125824119895697
"3",0.0060822693631053,-0.00293042068369687,0.00762294419109821,0.00370892556384206,-0.000454578170320019,0.0134834442287683,-0.000962907855864614,-0.0146329253911972,0.00847841799259186,-0.0074918488971889
"4",-0.0110129602253437,-0.00399139476940036,-0.00129182951059192,-0.00223388895392418,-0.0108388951048255,0.00167209375649691,0.000203737465199083,-0.0045873774215579,-0.00535952532663941,-0.0102957654744387
"5",0.00136627000756562,0.00132441124878824,0.000309750728774816,0.000491067301481962,-0.000752467662096024,-0.00576613238081336,0.00644041551277041,-0.0381108298897743,0.00111407623626292,-5.80861524213105e-05
"6",-0.0139441005885601,0.00159134075511247,0.00151988200377673,0.00577397039160132,0.00809591822326183,0.00331128621473908,0.00253377854824066,-0.000276604405371472,0.00197912426665425,-0.00616393378004432
"7",-0.0042314613237977,-0.00415450986474752,-0.00410416629165411,-0.00138103344943374,-0.00209189439192414,-0.0234862174838781,-0.000140126867336221,-0.0141479438170791,-0.00134908931795508,0.00151171092875302
"8",-0.0184186231344938,0.00771727925166488,-0.00309526897035539,0.00391655648127198,0.00691362796351314,0.00740828923881054,0.00105869688559324,0.000436137750511989,-0.00219830125570297,0.00821533240377903
"9",-0.00258132396265864,-0.00933247804641724,-0.00956285465508699,0.00562300952151418,0.00309332483448088,0.00920160114765167,0.00623851455748081,-0.00381401879712939,-0.00182943081017584,-0.00175906985532492
"10",-0.000285716523649171,0.00550445821136236,-0.000615370227023959,-0.00605853088200092,-0.0012129012029618,-0.00608534319326282,0.00018357508815825,-0.00254993652924895,9.14524352992885e-05,0.0066773621365428
"11",0.0028394078835845,0.00301875593140721,-0.000324990483932197,-0.000533075130078942,-0.00221989583224058,-0.00400169054046273,0.0103294476866722,-0.00709853181615472,0.00254364893771708,-0.0109814992174506
"12",0.00883067678660154,-0.00744455680251122,0.00563358934596181,0.00551895750686526,-0.00406093150377274,0.00633397744968534,0.00600970070809126,0.00210930733010173,0.00501127168536186,-0.00144240655936301
"13",-0.00963952206075191,0.00418142648413777,0.0101477568969131,-0.00223016296513379,-0.000132015542476438,0.00276219518855214,0.00464634457603097,-0.00267577171325684,-0.00352705223485827,-0.00374572305008769
"14",-0.00414387974888086,0.00122161081526428,0.00673328200355172,0.00160130450967699,-0.000897516962140799,-0.00100418389774859,0.000174004962900653,0.00481754960492253,0.00486818514764309,0.00162214157171547
"15",-0.0122604817152023,-0.00697557488456368,-0.00104903208557516,-0.000867250724695623,0.00404358981177211,-0.0060151512734592,-0.00114655576180667,-0.0141041809692979,0.00230944459326565,0.00266871880739927
"16",0.00831801630556583,0.00252776336856186,0.00404270738363266,-0.00542178982868791,-0.00117313791997731,-0.000834107515402138,0.00379609223455191,0.000553780992049724,-0.00166576646734029,-0.000476403889479116
"17",-0.00659558828920126,-0.00147908891085535,0.003578363917768,-0.000863610708620399,1.8668120901566e-05,0.00135430903173983,0.00501976581290364,-0.00236404803581536,-0.000280139938695356,0.0138582428917289
"18",0.00354336528107524,-0.00611280743032694,-0.00122215307783335,0.00352678983472288,-0.00268964795395732,-0.00230246922001243,0.000245210889261216,0.000917942787054926,-0.000453631480922922,0.00685309804975986
"19",-0.0201909299939871,0.00325872912071645,-0.0057578394189477,0.000684740196447819,0.00451097451150417,0.000959138269536197,-0.00327806966379285,-0.00148549838922918,0.00216389331035316,-0.00239309412427247
"20",-0.00194570352323353,-0.00440568896010518,-0.0106022823601961,0.00404165871441364,-0.00548719521611929,0.0053250421769917,0.00110307359136641,-0.00376257766038179,0.00872727949172258,-0.000306434376398101
"21",0.0053192526102066,0.000808545446489006,-0.00386033905670047,0.00630566338077188,-0.00137864390853792,0.0027783801779151,0.000705609796568751,-0.00573193375021219,0.000696847215294838,0.00270960596390069
