"","JNJ","CVX","HPQ","WMT","PG","KO","MCD","DIS","MRK","AA"
"1",0.00671911798417568,0.0107282735407352,0.00443580187857151,-0.00751486141234636,0.0091763511300087,-0.00122766813728958,-0.00562847591936588,-0.00297284824773669,-0.00282590370625257,-0.00456557003781199
"2",0.00280709005892277,0.00982108060270548,0.0189945828169584,0.00144506897777319,0.0160855371505022,-0.00294648902490735,0.0027357789222151,-0.0141255650669336,0.00875376164913177,0.0128098409622908
"3",0.00189081951975822,0.00653243251144886,-0.0108222253620625,0.00577355362474918,0.00301928399130702,0.000882197171449661,-0.000176931716850959,0.0145303951576352,0.00930835958570242,0.00759587902575731
"4",0.00437949877232313,0.0125500410795212,-0.00556876277551055,-0.00458695366978645,0.000497827888466418,-0.0171462148427963,-0.00322901387698948,-0.00131401023827493,-0.00802553631365299,0.00950998533517122
"5",0.000396949879359454,-0.0077328747138381,-0.0172062609344721,-0.000278944848105311,0.00450418191030622,-0.00523741962388158,0.00052376848179847,0.0199167281389236,-0.0020259260199964,0.0170459654182196
"6",-0.00634777871891856,0.0124911479651928,-0.00179195404052734,-0.00230241124518216,-0.00544505286961794,0.00233354768715799,-0.00569407269358635,-0.00073528167558834,0.0145652620121837,-0.00986272096633911
"7",-0.00163453549612314,-0.00670292600989342,-0.0238767620176077,-0.00477626407518983,0.00299774785526097,0.00179944676347077,-0.00990459974855185,-0.0140729360282421,-0.00204235478304327,0.00275109428912401
"8",-0.00262056733481586,-0.00205699121579528,-0.0202546287328005,0.00313385715708137,0.0120103331282735,-0.00297019490972161,0.000459614529972896,-0.00758967874571681,0.0024943221360445,0.00710888858884573
"9",0.000872453267220408,-0.0262438841164112,0.0175126045942307,0.00747283408418298,0.0072654876857996,0.00628702528774738,0.000173371503478847,-0.00200295634567738,0.0100752227008343,0.0434231348335743
"10",0.00284419697709382,0.0019422338809818,-0.0035524268168956,0.00198655109852552,-0.00411565788090229,0.00326567911542952,0.00262642302550375,0.00520207500085235,0.00854901410639286,0.000283115718048066
"11",0.00181181682273746,5.71112359466497e-05,-0.0106132822111249,0.00144410436041653,0.00133495952468365,-0.00124635745305568,0.00126152450684458,0.00600326294079423,-0.007956737652421,0.0148210264742374
"12",0.00205779494717717,0.0043620360083878,-0.00399817852303386,-0.00184127036482096,-0.00486328871920705,6.06501744186971e-05,0.0016139178769663,0.012528583407402,0.00216024555265903,0.00695023918524384
"13",0.00234491820447147,-0.00359943718649447,0.00444844830781221,-0.000254066515481099,0.000306798989186063,0.00239273044280708,0.00349316839128733,-0.0153852244839072,0.00287012429907918,0.00634212838485837
"14",0.00340362940914929,0.00360742607153952,0.00392155582085252,0.00305315083824098,-0.00175873911939561,-0.00205472228117287,-0.00234391237609088,-0.00836368557065725,0.00233728345483541,0.00347177335061133
"15",-0.000669562665279955,0.0056329220533371,0.0119768343865871,-0.00147309235762805,-0.00616534147411585,-0.00170493964105844,0.00514856306836009,-0.00225806632079184,0.00065349688520655,0.00203984137624502
"16",0.0011261620093137,0.000869631359819323,0.0117428544908762,0.00473209051415324,-0.00140432023908943,-0.000350425863871351,-0.000732717919163406,0.00462127616629004,0.00413187965750694,0.00865557510405779
"17",-0.00259404443204403,0.00200083735398948,-0.00152635248377919,-0.00135860906448215,-0.00109486503060907,0.00224927347153425,-0.00265109050087631,0.00372944260016084,0.00356923649087548,0.00924919825047255
"18",-0.00339707429520786,0.00912656728178263,0.00320707191713154,-0.00258227298036218,0.00918993540108204,0.00243774987757206,0.00312812882475555,-0.00517144659534097,0.00406762165948749,-0.000688433879986405
"19",0.00197757664136589,0.000763769668992609,0.00230559566989541,-0.000814154278486967,0.00056817039148882,0.00159359676763415,9.17798024602234e-06,0.00510632712393999,-0.000214411891647615,-0.00459790462628007
"20",0.0059286467730999,-0.00245569692924619,0.00494277151301503,0.00114013953134418,0.00309752952307463,-0.00129636400379241,0.00277750566601753,0.00758540537208319,-0.000731649692170322,0.0100591676309705
"21",0.00304110231809318,0.00743504054844379,-0.00144332740455866,-0.00536202313378453,0.00498564448207617,-0.00719220610335469,0.00245577679015696,0.0150888888165355,0.00182466779369861,0.00614036340266466
