"","JNJ","HD","CSCO","PG","CVX","VZ","KO","MRK","NKE","MCD"
"1",0.00352043355815113,0.00179933395702392,-0.00563945807516575,-0.0093538099899888,0.00582170160487294,-0.0101656951010227,-0.0219886060804129,-0.00286245066672564,0.00310855708085001,0.00141284090932459
"2",0.00484810303896666,-0.00321478466503322,-0.00448153587058187,-0.000581070315092802,-0.015066278167069,0.000226597810979001,-0.00127467093989253,0.00213068001903594,-0.000858695479109883,-0.000286021211650223
"3",0.00167762208729982,0.00265807658433914,-0.00761191081255674,0.0064937868155539,-0.00326845515519381,0.00794693641364574,-0.0133469104766846,-0.000396534538595006,-0.00169184932019562,0.00246251001954079
"4",-0.00229029939509928,0.00391622679308057,-0.00448108837008476,-0.00306937377899885,-0.00953550357371569,0.00218587857671082,0.00624963594600558,-6.88236177666113e-05,0.00116067344788462,0.000603654654696584
"5",-0.00206044805236161,0.00885005388408899,-0.00740595255047083,-0.0084731811657548,-0.0135159799829125,0.00557973328977823,0.00484472047537565,-0.00213516969233751,0.00306661427021027,-0.00406421581283212
"6",0.00484452489763498,-0.000986469443887472,-0.00361332553438842,0.00947324093431234,-0.0147373294457793,-0.0041155987419188,0.00404527923092246,-0.00341296754777431,-0.0134284934028983,0.00547089288011193
"7",0.00299493316560984,0.00867124274373055,-0.0121018644422293,0.00556550687178969,-0.00714073935523629,-0.0022520269267261,0.00327037461102009,0.00155217491555959,-0.014113686978817,0.00437679467722774
"8",-0.0110300946980715,0.00952434912323952,-0.00831874925643206,-0.00493853027001023,-0.0013165504205972,-0.00650562392547727,0.00706590665504336,0.00177598302252591,-0.0132167870178819,-0.0074630081653595
"9",-0.000858087849337608,0.00417028367519379,-0.00924220867455006,-0.00422254670411348,-0.0178596321493387,0.000699933501891792,-0.00838660076260567,0.0036752438172698,0.0052582467906177,0.00833667907863855
"10",-0.00366315152496099,0.00791350193321705,-0.00651369476690888,0.0175883900374174,-0.0072720511816442,-0.00188212154898793,-0.00323979859240353,0.00130738492589444,-0.00981981214135885,0.0017381306970492
"11",-0.000453981629107147,0.00361377885565162,-0.00245059467852116,0.00785457622259855,-0.00594208342954516,0.000385388237191364,-0.00986216031014919,0.00185937795322388,0.00317979394458234,-0.00810814462602139
"12",0.000662839564029127,-0.00354519370011985,-0.00786399561911821,-0.00604719808325171,-0.00340851093642414,0.00437447102740407,-0.00745191378518939,0.00430281227454543,0.0039607179351151,0.00419034669175744
"13",-6.8795183324255e-05,0.00672260578721762,-0.00873296428471804,0.00595996715128422,-0.0112213427200913,-0.000908028509002179,-0.00159955676645041,0.00731502054259181,0.000786187476478517,0.0018339630914852
"14",0.0044319424778223,-0.00201856880448759,-0.00553888035938144,0.00135767366737127,-0.00563849043101072,0.00140471232589334,0.00153612764552236,0.00217582914046943,-0.016654584556818,-0.00182539341039956
"15",0.00591729627922177,0.00167861673980951,-0.00743543310090899,-0.00444789556786418,-0.0093659833073616,0.00331657915376127,0.00674222921952605,0.00190589483827353,0.00360525026917458,0.00558851798996329
"16",0.00545582734048367,0.000290926167508587,-0.0127884987741709,0.00301778875291348,-0.000290531548671424,-0.00316858175210655,-0.00284213502891362,0.00269665732048452,-0.00300910207442939,-0.00327966595068574
"17",0.00937886629253626,-0.00396033609285951,-0.00718602119013667,0.00671185413375497,-0.00505414884537458,0.000565853842999786,-0.00020415180188138,-0.000583841116167605,-0.0266098845750093,-0.00168859690893441
"18",0.00609140563756227,0.00128578033763915,-0.00277772382833064,0.00219164579175413,-0.0108533035963774,-0.00169651815667748,0.000973469635937363,-0.000948363798670471,-0.0135174700990319,0.00117911619599909
"19",0.00049979193136096,-0.000330422131810337,-0.0108857331797481,0.00189381802920252,-0.0106291333213449,0.00364471902139485,-0.00420117471367121,-0.0013974221656099,-0.0106807732954621,0.000853497767820954
"20",-0.00104516150895506,0.00635571172460914,-0.0034592105075717,0.00128839595708996,-0.00771857332438231,0.0020360394846648,0.00692148460075259,-0.00271384138613939,-0.00151794613339007,-0.00420258799567819
"21",0.00107514229603112,-0.00291460775770247,-0.0129012437537313,-0.00426342617720366,-0.00382225774228573,-0.00521256774663925,-0.00417333794757724,-0.00390184507705271,0.017308197915554,0.00101454218383878
