"","IBM","JNJ","PG","CVX","CAT","AA","MRK","KO","HD","AXP"
"1",0.00397991901263595,0.00133929669391364,-0.000138377348775975,-0.00871497113257647,0.0145430648699403,-0.0147791262716055,0.0105938967317343,0.000422367185819894,-0.00323426607064903,-0.00291676190681756
"2",-0.00245731766335666,0.00341143365949392,0.00245679402723908,0.0143970903009176,-0.00240427511744201,0.00676987273618579,0.00297625991515815,0.00102308811619878,0.00328973354771733,-0.00100626912899315
"3",-0.0014663526089862,-0.00220219767652452,0.00152171158697456,-0.000776003464125097,-0.00209317007102072,-0.00737419212237,0.00870453100651503,-0.00162493938114494,0.00892072450369596,0.00434817373752594
"4",0.00589093798771501,0.00163282616995275,0.00188272644300014,-0.0061455424875021,-0.00804103724658489,-0.0214226618409157,-0.00105739256832749,-0.00348721747286618,0.00253000971861184,-0.00250651780515909
"5",0.00267960596829653,-0.00199156370945275,-0.00013707707694266,-0.00665298942476511,0.0100026028230786,0.000562313885893673,0.00151713273953646,-0.00332868658006191,-0.00291073275730014,-0.00378665863536298
"6",0.00439704488962889,0.0019614442717284,-0.00244123977608979,0.00793226435780525,0.01731395162642,-0.00867779459804296,-0.00165086518973112,-0.000166297817486338,0.00345447659492493,-0.00419906899333
"7",0.000638990662992001,-0.00277680926956236,0.00303690298460424,-0.00151474459562451,-0.0044791316613555,0.000896562647540122,0.00682212458923459,0.00227923807688057,0.00362818804569542,-0.00527878245338798
"8",0.00366531871259212,0.00223717326298356,-0.00250232801772654,-0.00553135760128498,0.00553200859576464,0.00257602729834616,-0.00133620586711913,0.00181402801536024,-0.00217216066084802,-0.00127257651183754
"9",-0.00394163001328707,-0.00010319848661311,-0.0018996229628101,0.000851135060656816,0.0125975525006652,0.00221016141586006,0.00574134150519967,0.00345193687826395,0.004726299084723,0.00811248924583197
"10",0.00230580009520054,0.00170222367160022,0.000707621977198869,0.00258025201037526,0.015374843031168,-0.00513300392776728,0.00205331831239164,-0.00198803632520139,0.000958035758230835,0.00688265450298786
"11",-2.92091567644093e-06,-0.000149221232277341,0.00186541036237031,-0.00395243521779776,0.00164946739096195,-0.0144373988732696,5.15976034876076e-06,-0.00565523002296686,0.00225290656089783,0.00385802541859448
"12",0.00158023904077709,0.00231179059483111,0.000760190538130701,0.0048415157943964,-7.10714084561914e-05,0.0110032325610518,-0.00110061012674123,-0.0005537846009247,0.00328294816426933,0.00545337051153183
"13",0.000383267819415778,-0.000541193119715899,0.000855755468364805,-0.00260150013491511,-0.00365581479854882,0.00628352025523782,0.0039027922321111,0.000232941063586622,0.0038925101980567,0.00146294466685504
"14",0.00198583630844951,0.000379095872631297,0.00157910620328039,0.00309136835858226,-0.00337396841496229,-0.00895832385867834,0.00173688889481127,-0.00558572448790073,0.00226019765250385,0.00963041186332703
"15",0.0125596765428782,0.000598167709540576,-0.000920942926313728,0.000873829296324402,0.016967261210084,-0.00352066406048834,0.00720426207408309,-0.00388213340193033,-0.00125388230662793,-0.01160794403404
"16",-0.00198765681125224,0.00152822176460177,0.000761189556214958,-0.00479399180039763,0.00517942756414413,0.00113359570968896,0.0163523275405169,-0.00419424055144191,0.00523398350924253,-0.000747899524867535
"17",0.00404656631872058,-0.00148570747114718,0.00331696402281523,-0.0008099609403871,0.00644321134313941,-0.000891872099600732,0.00561085809022188,-0.00171363539993763,0.00434896443039179,-0.00219949241727591
"18",-0.0034418604336679,0.0018807714805007,-0.000736657995730639,0.000402331817895174,0.00718935066834092,-0.00437951786443591,0.00539856636896729,-0.0074385330080986,0.00439528189599514,0.000548998184967786
"19",0.00616129068657756,-0.000464130513137206,0.000359681231202558,7.12433247826993e-05,0.00980438385158777,-0.000809220131486654,0.00537680229172111,0.00711029162630439,0.0008939856197685,-0.00301627721637487
"20",-0.000962561462074518,0.000852457655128092,0.00158243824262172,0.00035288097569719,0.00458232453092933,0.00597683759406209,-0.000929751025978476,0.00251936330460012,0.00478439452126622,0.00493555469438434
"21",0.00448773615062237,6.94981863489375e-05,0.00065951410215348,0.00208197976462543,-0.00110223365481943,-0.0074970698915422,-0.00296771619468927,0.00038893087184988,0.00190553069114685,0.00843552686274052
