"","JNJ","PG","CVX","DIS","BA","KO","MRK","HD","T","GS"
"1",0.00723983393982053,0.00157824088819325,0.00633756536990404,-0.000245352654019371,0.00414515426382422,-6.31207949481905e-05,0.0036586073692888,-0.00534835597500205,-0.000470585480798036,0.0170131679624319
"2",0.00725015951320529,0.00208604312501848,0.00476901512593031,0.00163263769354671,0.00308871851302683,0.00168065587058663,0.00564622320234776,0.00144168746192008,-0.00152101239655167,-0.00558197172358632
"3",0.00776467053219676,0.00264974148012698,0.00863850861787796,0.00100265024229884,-0.00173654686659575,-0.000821201596409082,0.0058008604682982,0.00462328270077705,0.00269044656306505,-0.00471189338713884
"4",0.00805050041526556,-0.00854405201971531,0.00342047540470958,0.00159020919818431,0.00574743654578924,-0.00149493338540196,0.00216108770109713,-0.00190738111268729,0.000798838154878467,0.000522703106980771
"5",0.00825262162834406,0.00137293082661927,0.0137338563799858,-0.00378681416623294,0.00940323248505592,0.00417821109294891,-0.00306661822833121,-0.00374651630409062,0.000964318867772818,0.0109690008684993
"6",0.00142850517295301,-0.000617293699178845,0.0074052126146853,0.00324252154678106,-0.00119875860400498,0.00644359551370144,0.00907908566296101,-0.00383409787900746,0.0115323523059487,0.00584515510126948
"7",0.00335712940432131,-0.00848535727709532,-0.00100393453612924,0.00147224450483918,-0.00340510159730911,-0.0256010890007019,0.00213681976310909,0.000310847681248561,0.000286317022982985,-0.00268867984414101
"8",0.0055819726549089,0.00409098668023944,0.00666363025084138,0.00217406079173088,-0.00889365002512932,0.00247533968649805,0.00539583526551723,-0.00529874116182327,-0.00104544882196933,-0.00315965292975307
"9",0.00200708489865065,-0.00480083795264363,-0.00203345948830247,0.00240964256227016,0.000191045590327121,0.00309973023831844,0.00456018978729844,-0.00309101352468133,0.0085653867572546,-0.00285275629721582
"10",0.00312807457521558,-0.0062360274605453,0.00156726513523608,-0.00329009792767465,-0.00341702881269157,-0.0016243145801127,0.00293504563160241,-0.00496840011328459,-0.00655375374481082,-0.00380825670436025
"11",0.00443024374544621,-0.000254140381002799,0.00205758982338011,-0.0102822622284293,-0.00398782594129443,-0.00163966708350927,0.00340700382366776,-0.0130041120573878,-0.00363426469266415,0.00215457915328443
"12",-0.00113991415128112,0.0020924371201545,0.00194660678971559,-0.00457824906334281,0.000159771778271534,0.00355328246951103,0.0103389285504818,-0.0073301000520587,0.00108317064587027,0.0175656918436289
"13",-0.000133637164253742,-0.00359562621451914,0.00193465710617602,-0.001369304722175,0.00146247167140245,0.000636557582765818,0.00372510077431798,-0.00934441294521093,0.000618245685473084,0.00489069800823927
"14",0.00147869309876114,-0.00616107601672411,0.00161282462067902,-0.0040446799248457,0.00382628734223545,0.000161419666255824,0.00402094377204776,-0.00893018208444118,-0.00343891396187246,0.00390482344664633
"15",-0.00382834323681891,0.000301414809655398,-0.00156299967784435,-0.000633337360341102,0.00399129232391715,-0.000987651292234659,-0.00250619952566922,-0.0125885289162397,0.000396859832108021,-0.00523802172392607
"16",0.000303006410831586,0.000694421352818608,0.00357973668724298,-0.00422642705962062,-0.000631101604085416,0.00275555648840964,-0.000702230841852725,-0.0116800433024764,0.00208636606112123,-0.00414207903668284
"17",-0.00136281782761216,-0.00430976087227464,-0.00480011943727732,0.00141925481148064,-0.0008305863593705,0.0046926443465054,0.00819915067404509,-0.00236185174435377,0.000510608952026814,-0.0068262075074017
"18",-0.00308586028404534,0.00333733018487692,0.00767829874530435,0.00398175930604339,0.00096764467889443,-0.0018957358552143,0.00247993576340377,-0.00465718330815434,0.00304047879762948,-0.00110765418503433
"19",0.000629620393738151,0.000650360307190567,-0.00133519165683538,0.00215213350020349,-0.00219086557626724,-8.13538135844283e-05,0.000202419396373443,0.00306486687622964,0.00141216197516769,-0.0030198167078197
"20",-0.00528669124469161,-0.00553888222202659,9.23193074413575e-05,-0.00480661494657397,-0.00405829446390271,-0.00207345746457577,-0.000188125020940788,-0.00174474890809506,0.000653097522445023,0.00495809549465775
"21",0.00760375428944826,0.000501504517160356,1.85449534910731e-05,0.00250184279866517,-0.00507538439705968,0.00197233282960951,0.00246196798980236,0.00357822305522859,0.000307160284137353,0.00169392849784344
