"","JNJ","IBM","HPQ","PFE","KO","AXP","AA","MCD","MRK","DIS"
"1",0.00290992786176503,0.00659281481057405,-0.0132255414500833,0.0183080341666937,-0.00379655486904085,0.0014290320686996,0.0192055441439152,0.00368854240514338,-0.000338886748068035,-0.00901671871542931
"2",-0.00145598140079528,0.000833596393931657,-0.0151632279157639,-0.0563129857182503,-0.00282937288284302,-0.00702115846797824,-0.00731882965192199,0.0115777943283319,-0.00113015796523541,-0.0133649138733745
"3",0.00122229952830821,-0.015517926774919,0.00512758269906044,0.0125000774860382,0.00783797539770603,0.0104594165459275,0.00623464584350586,-0.000881178653798997,0.00407823221758008,0.000777251494582742
"4",0.00190683081746101,-0.0190811064094305,-0.00906506087630987,-0.0112160639837384,0.00499815074726939,-0.0122943231835961,-0.0145714702084661,-0.0126936929300427,-0.0110548119992018,0.00498815905302763
"5",-0.00772293889895082,0.015478671528399,-0.000803937669843435,0.00812809821218252,-0.00139545218553394,0.0117654148489237,-0.0249189864844084,-0.000436369067756459,0.00570208113640547,-0.0240316707640886
"6",0.000997414463199675,0.000149954939843155,-0.0303844548761845,0.0174328684806824,-0.00624905712902546,-0.00798573344945908,-0.025706110522151,-0.000342471321346238,0.00768397189676762,0.00276262289844453
"7",-0.00769141782075167,0.00160456378944218,0.0177428051829338,-0.00175410392694175,-0.00126598181668669,-0.0325352884829044,-0.0111579373478889,0.0140512147918344,0.00402850704267621,-0.0136732459068298
"8",0.00122360489331186,0.00612466735765338,0.00267133000306785,-0.0390492230653763,0.00440752180293202,-0.0139636676758528,0.00343918427824974,-0.00524002499878407,-0.0105206817388535,0.000712997396476567
"9",-0.00385061139240861,-0.00570725649595261,-0.0020811059512198,0.0113563342019916,0.000687127409037203,-0.022109467536211,-0.0173832513391972,-0.00604001199826598,-0.00986852031201124,-0.00973143056035042
"10",0.00268829171545804,-0.0169045124202967,0.00263088359497488,0.00904717668890953,-0.00862444005906582,-0.00328554259613156,-0.0136014986783266,0.00923519395291805,0.00327164307236671,0.00222999975085258
"11",0.000436521338997409,0.00710996007546782,0.0197485983371735,-0.00444292603060603,0.0118794813752174,-0.00649616960436106,-0.0146466307342052,0.00420133816078305,0.011064094491303,0.000698260439094156
"12",0.00626702001318336,0.00741362757980824,0.00151410838589072,-0.0105223255231977,-0.00281937210820615,0.00510939350351691,0.000880693201906979,0.0155550437048078,-0.00400305725634098,0.00438068713992834
"13",-0.00386917009018362,0.000906705332454294,-0.00489454297348857,0.0106653599068522,-0.00866245944052935,0.00247404142282903,0.0158853065222502,-0.00904601626098156,-0.0109169622883201,-0.00533674331381917
"14",-0.00227410742081702,0.00554755749180913,-0.0101605895906687,-0.00488121761009097,-0.00497100129723549,0.00888501945883036,0.0135051086544991,0.000146394202602096,-0.00570639874786139,0.00468667829409242
"15",0.000996485352516174,0.0033339480869472,0.0109527567401528,0.00261495471931994,-0.00053055671742186,0.0207545254379511,0.00682428339496255,-0.00480491481721401,0.00375067605637014,-0.0183083806186914
"16",-0.00273776357062161,-0.0127317998558283,0.00554982200264931,0.00377696030773222,0.00536704668775201,-0.00441135698929429,-0.0062874467112124,-0.0130114359781146,-0.000817011226899922,0.00857369694858789
"17",-0.00116590620018542,-0.00975206028670073,0.0042663742788136,-0.00585729628801346,-0.00131042976863682,-0.00261829840019345,-0.00619402946904302,0.00540529657155275,0.00103166024200618,0.00131283304654062
"18",-0.00012370161130093,0.00671453727409244,-0.00809116009622812,-0.00531804980710149,-0.0080836396664381,-0.00420068763196468,0.0284356866031885,0.00435897335410118,-0.00540742883458734,-0.00341154122725129
"19",0.00801254250109196,0.00335352052934468,-0.00310801574960351,-0.000585726927965879,0.00172318983823061,0.000273260870017111,0.0169365797191858,0.00587903847917914,-0.0107411183416843,-0.00179756840225309
"20",-0.00210503512062132,0.00182712427340448,-0.000395489623770118,-0.000553633202798665,-0.00474365148693323,-0.00182819936890155,0.0164435356855392,0.00699207140132785,-0.00473550893366337,0.000421420409111306
"21",-0.00137627311050892,0.000369586137821898,-0.00291864387691021,-0.000130557134980336,-0.00695689767599106,0.0060860263183713,0.00291453115642071,0.00999970175325871,-0.00544529035687447,-0.00624700821936131
