"","JNJ","HPQ","PG","CVX","AA","AXP","MRK","MCD","KO","CAT"
"1",0.00184081250336021,0.00196077208966017,0.000364744802936912,-0.00728132110089064,-0.0216127038002014,-0.0278283786028624,0.00275084422901273,-0.0126929376274347,0.0100747542455792,-0.0044845906086266
"2",-0.00369312893599272,0.00710644200444221,-0.00128001405391842,-0.00666627986356616,-0.0124922450631857,0.0137590849772096,-0.0010932661825791,-0.0110052181407809,0.0156602598726749,0.0122301895171404
"3",-0.000651401816867292,0.00758677488192916,0.00332461926154792,-0.00928208231925964,0.0101044131442904,0.00675954017788172,-0.00449584983289242,-0.00721858534961939,0.00947487633675337,0.0179819166660309
"4",-0.000929770176298916,0.00347803719341755,0.00215302198193967,0.0119212819263339,5.87760041526053e-05,0.000613147916737944,-0.000966712250374258,0.000204745258088224,0.00441644852980971,0.000958649907261133
"5",-0.00117185153067112,0.00895083043724298,0.00123287178575993,-0.00113039393909276,0.000517034612130374,-0.0283445697277784,0.00702231889590621,0.00535410130396485,-0.00733615271747112,0.0167132616043091
"6",-0.00208272645249963,-0.000986332888714969,-0.00494174193590879,-0.00316391070373356,-0.00926325935870409,0.0281323008239269,-0.0019533121958375,0.00119157822337002,0.00504782749339938,0.00768792582675815
"7",-0.00386134185828269,0.00465670134872198,0.00246229977346957,-0.00125572143588215,-0.00546641368418932,0.0109778130427003,0.00465554650872946,-0.00405792333185673,-0.0107196876779199,0.00518195237964392
"8",0.000756747671402991,-0.00441514048725367,-0.00116178160533309,0.00296629010699689,-0.00517704850062728,0.0074723013676703,-0.000145944737596437,0.00281757232733071,0.00420199381187558,-0.0155412470921874
"9",0.00146729918196797,0.00588783249258995,-0.000600461266003549,-0.00171419233083725,-0.00761661538854241,-0.0206294488161802,8.93182077561505e-05,-0.000216854969039559,-0.00588716799393296,0.00830516871064901
"10",0.000520712696015835,-0.00467120530083776,0.00235517392866313,-0.00489205587655306,-0.0119138984009624,0.013610121794045,0.00278612342663109,0.00570430792868137,0.0121872844174504,-0.00855991989374161
"11",-0.000721965450793505,0.0045182891190052,-0.000221095790038817,0.00246273120865226,-0.00592957995831966,0.010168120265007,0.00268450705334544,0.00416021281853318,0.00295714219100773,0.00103121041320264
"12",0.000174999455339275,-0.0164821576327085,0.000683578138705343,0.00638033961877227,0.000900088518392295,0.00170020817313343,-0.00330391176976264,0.000460878130979836,0.00695207249373198,-0.0116987163200974
"13",-0.0007683583535254,0.00569158047437668,-0.000112669964437373,-0.00140041043050587,0.00745523441582918,-0.00169315643142909,0.00205398700200021,-0.00187444756738842,0.000337765057338402,-0.00597920315340161
"14",0.00155140971764922,0.00247624283656478,-0.00466454168781638,-0.00231471285223961,-0.0119313476607203,0.0100054405629635,0.0104702869430184,-0.00269472016952932,0.00321161653846502,0.00485830195248127
"15",-7.33491251594387e-05,0.010328771546483,-7.84925796324387e-05,0.00449500931426883,-0.0093750823289156,0.00662268185988069,-0.00695426808670163,0.00044950214214623,-0.000399261160055175,0.00380987813696265
"16",0.00282809254713356,0.00435347715392709,-0.000152989465277642,0.00190092134289443,-0.00245341612026095,0.00638820137828588,0.00213959696702659,-0.00365758128464222,-0.0025620786473155,0.00672670127823949
"17",1.06401985249249e-05,0.00616986304521561,-0.000122743105748668,-0.00437013246119022,0.0206477232277393,-0.0149517571553588,0.0090286023914814,0.00156198826152831,-0.00334973284043372,-0.00499900756403804
"18",-0.00182012736331671,0.00191187160089612,0.00484768021851778,6.2874511058908e-05,-0.00625968864187598,0.00284749828279018,-0.00266552902758121,-0.0032878341153264,0.0044855629093945,0.0106971627101302
"19",-0.000133392997668125,-0.00157206621952355,0.000125301376101561,0.00089762662537396,-0.00618894444778562,0.00240579224191606,-0.00522334408015013,-0.00160002440679818,0.00220653554424644,0.00210098177194595
"20",-0.00352210365235806,0.0074894530698657,0.000782890303526074,0.00329970149323344,-0.0088149756193161,0.00296615879051387,0.0127822672948241,0.00214585405774415,-0.00500693777576089,0.00820715818554163
"21",0.000751942861825228,0.00391177367419004,0.000841534929350019,-0.00240123062394559,0.00796105805784464,-0.00140738079790026,-0.00510770361870527,0.00201814202591777,-0.00171622377820313,-0.000186199627933092
