"","HD","WMT","UNH","PFE","CAT","GS","PG","VZ","CVX","MRK"
"1",0.0187604706734419,-0.0161840505897999,-0.0028951286803931,0.00565650453791022,0.00360399694181979,-0.00128923670854419,-0.0114009995013475,0.0166465230286121,-0.00912784319370985,0.0171125456690788
"2",-0.00142587360460311,-0.00603088224306703,0.00689970050007105,0.000355219235643744,-0.0180519260466099,0.00312895304523408,0.0327060706913471,0.00294567551463842,-0.00464399298653007,0.0144809540361166
"3",-0.00256354338489473,0.000902370375115424,0.00230266363359988,-0.00868426635861397,0.000360060454113409,0.00515135331079364,0.0223577227443457,-0.00752259884029627,0.00752815324813128,0.0149772064760327
"4",-0.0116984732449055,-0.00267161009833217,0.0288045238703489,0.00931109022349119,-0.000227328200708143,0.00336351781152189,0.00102015596348792,0.00402226345613599,0.00328921130858362,0.00417437870055437
"5",-0.00659054238349199,-0.00450342055410147,0.0067135114222765,0.0119779286906123,-0.00588382733985782,-0.0138069381937385,-0.0191853940486908,0.00428047077730298,0.00237723742611706,0.00365337543189526
"6",-0.00519774621352553,0.00154314411338419,-0.0127740874886513,-0.00664975959807634,0.00647471845149994,-0.00622501503676176,0.00998514890670776,-0.00440533645451069,-0.00625475542619824,0.00456227920949459
"7",-0.00170811940915883,-0.000281772488960996,-0.00161901488900185,-0.00655347015708685,-0.0134208258241415,0.00079502264270559,0.00581060722470284,-0.018337382003665,0.00937100220471621,0.0181868970394135
"8",-0.00105255236849189,0.00294857332482934,-0.0127070425078273,0.00208955933339894,-0.0211587343364954,-0.0151802441105247,0.00833437032997608,-0.00468659400939941,0.00383852235972881,-0.00424291100353003
"9",-0.00741850631311536,0.00431373668834567,0.00287454947829247,-0.00310686696320772,0.0130439987406135,-0.0124515909701586,0.00256688613444567,0.0124420775100589,-0.0140774780884385,-0.00633744755759835
"10",-0.00541805801913142,0.0018803303828463,-0.00472807371988893,-0.00410282658413053,0.00104402040597051,0.00823229178786278,-0.00390525511465967,-0.00044767334475182,-0.000382299069315195,0.00448992708697915
"11",-0.0110043389722705,0.00112877867650241,0.000556177285034209,8.48076815600507e-05,-0.00711707258597016,-0.0132786724716425,0.00721135782077909,-0.0112925646826625,0.00244488869793713,0.0019428813830018
"12",-0.00463672075420618,0.00651090359315276,-0.0115880854427814,0.000963726837653667,-0.00627987692132592,-0.00272199045866728,0.00169547449331731,0.00227317539975047,-0.00437814090400934,6.04534398007672e-05
"13",-0.00308858463540673,0.0104894554242492,-0.00122533389367163,0.00338639039546251,0.00351869780570269,0.000910221424419433,0.00181881908793002,0.00836392398923635,-0.0105236181989312,-0.0032064844854176
"14",0.00223075528629124,-0.00342589803040028,0.0150524582713842,0.00413976656273007,-0.0228679552674294,0.00861109606921673,0.00252018473111093,-0.000903739535715431,-0.0101517476141453,0.000522963120602071
"15",0.00519663607701659,0.00246727443300188,-0.00160094304010272,0.00279415305703878,-0.00208606640808284,-3.92753318010364e-05,0.00406355131417513,0.0163680743426085,-0.00500323204323649,0.00479365605860949
"16",0.00618184264749289,-0.00396861787885427,0.00918546225875616,0.00211058044806123,-0.000169139966601506,0.00437555462121964,-0.000316872086841613,0.00452796556055546,0.00365442340262234,0.00524173118174076
"17",-0.00198672292754054,0.00681940885260701,-0.00208079628646374,0.00817614607512951,-0.0060636498965323,-0.00119715428445488,-0.00115798192564398,0.00364458770491183,-0.0129355303943157,-0.00531056616455317
"18",-0.000838817795738578,0.0042608454823494,0.00407925434410572,0.00428749667480588,0.010094384662807,-0.00263215857557952,-0.00342897418886423,-0.00139302993193269,-0.0192134138196707,-0.00181594444438815
"19",-0.000926640932448208,0.00103460042737424,0.001758779049851,-0.00173871126025915,-0.00356783019378781,0.00443528639152646,-0.00121645641047508,-0.00150555942673236,-0.00254998845048249,0.00713376933708787
"20",0.0063846274279058,0.00419656047597528,0.00309295626357198,0.000887259200681001,-0.0113846017047763,-0.00287631014361978,0.000378454889869317,0.00492235505953431,0.00440546311438084,0.00239578005857766
"21",0.00304386601783335,0.00805713795125484,0.00633162818849087,-0.0034100862685591,-0.00854231510311365,-0.000985488877631724,-0.00666437158361077,0.00506275286898017,-0.0124975573271513,-0.0019661127589643
