"","MRK","PG","CVX","GS","DIS","BA","HD","WMT","KO","T"
"1",-0.00176539539825171,0.000512344529852271,0.00569650856778026,-0.00055412232177332,-0.00561134051531553,0.000456195557489991,0.00501328147947788,0.0077409902587533,0.00077530276030302,0.00397069379687309
"2",-0.0110995974391699,0.0105213187634945,-0.00662955036386847,-0.00216362113133073,2.72895649686689e-05,0.0033668375108391,0.00601977482438087,-0.000423554767621681,0.00206506415270269,-0.00254797143861651
"3",0.000821528548840433,0.00869010388851166,-0.00197096168994904,0.00238512526266277,0.0084806764498353,0.00479300552979112,0.00749106472358108,0.00103563023731112,-0.000340345199219882,-0.00894502643495798
"4",-0.00221767532639205,-0.0075161149725318,-0.00965395290404558,0.00196330202743411,0.00586534664034843,0.00841512810438871,0.00729033397510648,0.00387831125408411,0.00325100612826645,-0.00115928007289767
"5",0.00123163545504212,0.00789269059896469,0.0124275842681527,0.00471633393317461,0.00588628277182579,0.0170357041060925,0.00193482975009829,-0.00382014503702521,-0.00296758441254497,-0.00353838875889778
"6",0.00844672322273254,-0.00439080595970154,0.00218502804636955,-0.012187572196126,-0.0189581345766783,0.0126650361344218,-0.00074770679930225,-0.00416970625519753,-0.0049046128988266,-0.0105853173881769
"7",0.000755175307858735,0.00679550925269723,-0.00351020554080606,-4.21256809204351e-05,0.00650364765897393,-0.00689153745770454,0.00138877297285944,-0.00188695883844048,0.00105555111076683,0.00564614357426763
"8",0.00631042383611202,0.00253498833626509,-0.00700969900935888,-0.00161232880782336,-0.00610231747850776,-0.000256051658652723,0.00564183294773102,-0.00175334943924099,-0.00128970888908952,-0.0019406188512221
"9",-0.000488653837237507,-0.00249438104219735,0.0105879791080952,0.00566927436739206,-0.000358679331839085,0.0189134515821934,-0.00175844551995397,-0.00120803609024733,0.00293172150850296,-0.00477994233369827
"10",0.00107709027361125,0.00208334042690694,0.00153320794925094,0.00202958891168237,-0.00136276939883828,0.00804116297513247,0.0105144111439586,-0.00182863848749548,0.00047893202281557,-0.00251618935726583
"11",-0.000255253922659904,0.00351938023231924,-0.00477076508104801,0.00923071429133415,0.000202295384951867,0.00542583130300045,0.000864254776388407,-0.00250524678267539,0.000263384921709076,-0.00551021192222834
"12",0.00102107634302229,-0.00628130976110697,-0.00034229681477882,0.00216299900785089,0.00678387051448226,-0.00277886423282325,-0.00510967476293445,-0.00388295575976372,0.00512192444875836,-0.0034979737829417
"13",0.00361854676157236,0.00370294693857431,0.0025677839294076,0.00425354344770312,0.00816244911402464,-0.000558852683752775,-0.00730286352336407,-0.00597205245867372,0.00110352179035544,0.00127054087352008
"14",-0.000276019156444818,0.00232874741777778,0.00432704761624336,-0.00430153636261821,-0.00647281529381871,0.000508237339090556,-0.0015576354926452,-0.00520385382696986,-0.000439006427768618,-0.00891912449151278
"15",0.00232373829931021,-0.00497787306085229,-0.00453589390963316,-0.000352650531567633,-0.00554680731147528,0.00180693611036986,-0.0055447737686336,-0.0034967539831996,-0.000931053189560771,0.00294111319817603
"16",-0.00151946418918669,7.597485819133e-05,0.000661443977151066,-0.000742576841730624,-0.00586788449436426,0.000688671541865915,-0.00381575594656169,-0.00320291356183589,-0.000139430951094255,-0.00402353005483747
"17",0.0014936444349587,-0.000180271847057156,-0.00287410663440824,-0.00399956479668617,0.0072412914596498,0.00700012082234025,-0.00175965495873243,-9.12391533347545e-06,-0.00527228182181716,-0.00303584686480463
"18",-0.00126367155462503,-0.000605519278906286,0.00039048443431966,0.00375533569604158,0.0047203185968101,0.00141571427229792,-0.00274180877022445,-0.00151086843106896,0.0058227414265275,-0.00254442146979272
"19",0.00812048930674791,0.00356029625982046,-0.00385477184318006,0.00209165876731277,0.000813473423477262,0.00913590099662542,-0.000141198266646825,0.000794312742073089,0.00235284259542823,0.00081452721497044
"20",-0.00700018787756562,-0.00340705481357872,-0.00255944509990513,0.00763381598517299,0.00706470804288983,0.000775370164774358,-0.00164415990002453,0.00427614012733102,-0.00165917701087892,-0.0032631519716233
"21",-0.0033132613170892,-0.00411081779748201,-0.00304183410480618,-0.00380708440206945,0.00293684308417141,0.00321985082700849,-0.00236896704882383,0.00142525695264339,0.00446460535749793,0.00180055422242731
