"","JNJ","UNH","CSCO","PG","VZ","CVX","NKE","KO","GS","MRK"
"1",-0.0055679171346128,0.00144556851591915,-0.0101419240236282,-0.00822204723954201,-0.00533461384475231,0.0247145052999258,-0.0120860449969769,-8.928695024224e-05,0.00615171529352665,-0.00611608475446701
"2",0.00961874797940254,-0.00487771071493626,0.00269076228141785,0.000732541724573821,-0.00586386071518064,0.00211521657183766,0.00337306852452457,0.0024660318158567,-0.00147841218858957,0.00318609131500125
"3",0.00348710338585079,0.00920371524989605,-0.00536905601620674,-0.00543270632624626,-0.000287939532427117,0.0185400638729334,0.00134963856544346,0.00767322489991784,-0.000913338793907315,-0.00461501767858863
"4",0.00967826135456562,0.01745012588799,-0.000887994538061321,-0.00103010353632271,-0.00389948370866477,-0.00629250798374414,-0.00320371752604842,-0.0025945738889277,-0.00375349493697286,-0.00306977354921401
"5",0.0069588371552527,-0.00673937704414129,-0.00321700377389789,-0.00417374726384878,0.0012477784184739,-0.00565442489460111,-9.22844046726823e-05,-0.00297887367196381,-0.00601389817893505,0.00907755549997091
"6",0.00826365128159523,0.00191792112309486,0.00940038077533245,-7.83386421971954e-05,-0.00405291235074401,-0.0155009292066097,-0.00742236338555813,0.0112075246870518,-0.00286549120210111,0.00720423180609941
"7",-0.000690221495460719,-0.000307121808873489,-0.00541910948231816,0.00084196001989767,0.00526920659467578,0.00418536271899939,0.00719652464613318,0.00404822779819369,0.0121121369302273,-0.00451631611213088
"8",0.00120342266745865,0.00818687491118908,0.0012271290179342,0.000663510640151799,0.00613169139251113,-0.00699904700741172,0.00229079136624932,0.00409035431221128,-0.0127542903646827,0.00290053500793874
"9",-0.00689875148236752,0.00401752674952149,-0.00905432272702456,0.00318486476317048,0.00167353183496743,-0.0220224093645811,-0.000813088030554354,-0.00725226989015937,0.0086963651701808,0.000192005507415161
"10",0.000621807354036719,-0.00536416377872229,-0.00112382532097399,-0.000140394768095575,-0.00462879426777363,0.00994315557181835,0.00497739342972636,0.00518026296049356,0.00663451664149761,-0.00092957157175988
"11",0.00179434649180621,0.0132013410329819,-0.00488702906295657,0.00931611750274897,-0.00204126862809062,-0.0120289670303464,9.67649393714964e-05,-0.0051695890724659,-0.000708233856130391,-0.00313272327184677
"12",-0.00374825554899871,0.00548338377848268,0.00649286853149533,-0.00776616903021932,-0.00451611541211605,-0.00381208467297256,-0.00196322449482977,0.00881287455558777,0.00627411715686321,-0.000275328435236588
"13",0.00853324495255947,0.00239744642749429,-0.00483464682474732,0.00226162257604301,-0.00847873650491238,-0.00217929319478571,0.000149843574035913,0.00327681936323643,-0.00684254011139274,0.00113904173485935
"14",-0.00713958451524377,0.00396859459578991,-0.0099056288599968,-0.00590236345306039,-0.0018909644568339,0.000965059327427298,0.00277804071083665,0.00531950918957591,0.00587370153516531,0.00316912424750626
"15",0.00538297230377793,-5.9712660004152e-05,-0.00313429208472371,0.00519541790708899,0.0020587348844856,0.0207238551229239,-0.000506956828758121,0.0079029118642211,0.00467746099457145,-0.00098484696354717
"16",-0.00310326693579555,0.0177185628563166,0.00149306352250278,-0.00636799074709415,0.00562554597854614,-0.00395432766526937,-0.00542805530130863,-0.00320010050199926,0.00293496414087713,0.00475277565419674
"17",0.000771838997025043,-0.0072828559204936,-0.00742946146056056,0.00711355730891228,0.00533711165189743,-0.00193816155660897,0.00942282378673553,0.00631118239834905,0.00835774932056665,0.000966519815847278
"18",0.00196287664584816,0.00151790934614837,0.000756394467316568,0.00294869788922369,-0.00356319942511618,-0.00789943803101778,0.00223556160926819,0.000448361330199987,0.00277111562900245,0.00327238976024091
"19",-0.00199216417968273,-0.00305438390932977,0.0022178734652698,4.07723473472288e-06,-0.00114422291517258,-0.00353717571124434,0.00372830661945045,0.00706362444907427,0.00323276943527162,0.00226527289487422
"20",0.00553763937205076,0.00187554326839745,0.00224520009942353,-0.00193204171955585,0.00114546099212021,0.0142815420404077,-0.00132071494590491,-0.0004236668755766,0.0119282556697726,0.00196122517809272
"21",-0.00317455944605172,0.00772371934726834,-0.00440163956955075,0.00199109083041549,-0.00288904691115022,0.0055547715164721,0.00286937551572919,-0.00778462458401918,-0.000386211147997528,1.94421481864993e-05
