"","CAT","CVX","PG","WMT","MCD","KO","MRK","T","HD","HPQ"
"1",-0.0101939886808395,-0.00628173956647515,-0.00175542419310659,0.0167287159711123,-0.0067316759377718,-0.00188199267722666,0.0021740049123764,-0.00779820140451193,0.0123254982754588,-0.00520209828391671
"2",-0.00857914891093969,0.000316213321639225,-0.00401323707774282,0.00500558642670512,-0.0010508846025914,-0.00419971765950322,0.00263967644423246,-0.00488672498613596,0.00196021958254278,-0.00658835144713521
"3",0.0050494484603405,0.00511089200153947,0.00567899690940976,-0.000794292136561126,0.00253663351759315,0.00035368133103475,-0.00446826638653874,-0.0115561215206981,0.0138065284118056,-0.00478363316506147
"4",-0.00669683236628771,-0.00288996216841042,-0.000740934512577951,0.00878224615007639,0.00233007594943047,-0.0058178985491395,0.00592886796221137,-0.001108004944399,0.00250953086651862,-0.000824638176709414
"5",-0.00826586317270994,-0.0153035940602422,-0.000733915949240327,-0.00261222943663597,0.00404053553938866,-0.00055278604850173,-0.00802246760576963,-0.00266319676302373,0.00405793730169535,0.0187212191522121
"6",-0.0038381339982152,0.00191778410226107,-0.00248982734046876,-0.00149350671563298,0.00588372675701976,-0.00110813975334167,-0.00461267633363605,-0.00511801755055785,-0.00116766977589577,0.0255532134324312
"7",-0.010412341915071,0.0073970309458673,-0.00193120038602501,-0.00447316654026508,-0.00518193561583757,-0.00467906007543206,0.00627097487449646,-0.00476578995585442,-0.00107288581784815,0.0111775994300842
"8",-0.000720116018783301,0.00626435922458768,0.000593579607084394,0.00186940561980009,0.0176266636699438,0.00586670031771064,0.0125554725527763,0.00469870306551456,-0.00862762145698071,0.00857695750892162
"9",-0.00717945024371147,0.000870752846822143,0.00523209711536765,0.000231291429372504,-0.000504407798871398,0.00466453097760677,-0.00460223155096173,0.00599693972617388,-0.00312707270495594,-0.00448540644720197
"10",-0.0113021302968264,0.00485965190455317,0.00156919821165502,0.00330764707177877,-0.00964414514601231,0.00455509359017015,-0.00112538947723806,0.00600295327603817,0.000306871457723901,-0.00428955443203449
"11",-0.00968468468636274,0.0048076119273901,-0.000201885544811375,0.000655547366477549,-0.00042774755274877,0.000939045043196529,-0.000479986221762374,0.00573556777089834,0.000466138793854043,0.0100730564445257
"12",-0.0109841283410788,-0.00472002848982811,-0.000278725143289194,0.0021866993047297,-0.000722190190572292,0.00169368961360306,0.000156316295033321,0.0032969699241221,0.0127735836431384,0.0066147344186902
"13",-0.00122142466716468,0.00181624724064022,-0.00151874870061874,0.00308133172802627,-0.00919206999242306,0.00127008894924074,-0.00322434608824551,0.000671296962536871,-0.00245814956724644,0.00835170317441225
"14",-0.00422507850453258,-0.00151075061876327,0.00379701517522335,-0.00409172335639596,-0.00114059145562351,0.00174983590841293,0.00165117904543877,6.39189092908055e-05,0.00179055251646787,0.00136718584690243
"15",-0.00499972514808178,-0.00513462675735354,0.00162019173149019,0.00476560276001692,-0.00401687016710639,0.00495108449831605,-0.00027568091172725,0.00231514312326908,0.000681220612023026,-0.0129112871363759
"16",-0.00118150166235864,-0.00246323738247156,0.00174615799915045,0.000778993882704526,0.00171471852809191,-0.00114561023656279,-0.00479995412752032,0.00147321808617562,0.00981114059686661,-0.0133462389931083
"17",0.00157472922001034,0.002941336017102,2.7905773549719e-06,0.00855701230466366,-0.0058398419059813,0.00151332339737564,0.00235770456492901,-0.000402490462874994,-0.00640507321804762,-0.00879120547324419
"18",-0.00523889064788818,0.00373168638907373,0.00252574495971203,0.00185186916496605,0.00454146787524223,-0.000295716570690274,0.00527096074074507,-0.00168331549502909,-0.00376688060350716,-0.0140095008537173
"19",-0.000848015188239515,-0.00548541592434049,0.00097625853959471,-0.00271929055452347,0.0038259900175035,-0.00173880613874644,-0.00509918667376041,-0.00431725988164544,-0.00246506626717746,-0.0095176687464118
"20",-0.00972487963736057,-0.00285131856799126,0.00231041898950934,-0.000106903084088117,-0.00359722599387169,0.00476253591477871,0.00253863609395921,0.00245336513034999,0.00554950069636106,-0.00537353521212935
"21",-0.0106991929933429,-0.00138463405892253,0.000818905653432012,0.0032507237046957,0.00839544367045164,0.00296626845374703,0.00103089457843453,0.00304233352653682,0.000810880621429533,-0.00921883620321751
