"","PFE","HD","XOM","PG","VZ","WMT","MRK","CVX","GS","CAT"
"1",-0.000353559909854084,0.00418259482830763,0.0027732455637306,0.00765834795311093,0.016975924372673,-0.00367849180474877,0.00877321697771549,0.00681908987462521,-0.00332663534209132,-0.00788383651524782
"2",0.000341001839842647,0.00500220153480768,-0.00865892320871353,-0.00237117684446275,-0.0109018217772245,0.00359533168375492,0.0026213307864964,-0.00131432898342609,-0.00250193336978555,-0.0148195549845695
"3",-0.000333536474499851,-0.000526189862284809,-0.0123001039028168,-0.00392647692933679,0.000260577478911728,-0.000500087393447757,-0.00155000446829945,-0.00466467579826713,-0.00335303810425103,0.00670285010710359
"4",0.00897725857794285,0.000795214436948299,-0.00177988642826676,0.0173025019466877,0.00816027261316776,-0.00205063377507031,0.00306587852537632,0.000678582291584462,-0.0184042211622,-0.0180409364402294
"5",0.000361871992936358,-0.00668552005663514,0.000971282308455557,-0.000430512271123007,0.00228873523883522,0.00319996988400817,-0.0086066210642457,0.00224904459901154,-0.0135482074692845,0.00315835163928568
"6",0.0041588181629777,0.00231867679394782,-0.00124122982379049,-0.00454197218641639,-0.00650972174480557,0.00712886126711965,-0.00299390079453588,-0.0102513320744038,0.00552281131967902,-0.00857481360435486
"7",0.00342221651226282,-0.00215933751314878,0.00167524255812168,0.000271988334134221,0.0041011911816895,-0.000941365666221827,0.00287014804780483,-0.0143533395603299,-0.00270232907496393,0.00197034026496112
"8",0.00601529981940985,0.00210346560925245,-0.00157510302960873,0.000691783032380044,0.00538371596485376,0.00337751978076994,0.00869227200746536,-0.00454094493761659,0.00302806403487921,-0.0126401437446475
"9",0.00132124754600227,-0.00121034495532513,0.00182641751598567,0.00678568240255117,0.00840968359261751,-0.00148660526610911,0.00211909366771579,-0.0090325428172946,-0.00586184207350016,-0.000750588485971093
"10",0.00636242888867855,-0.00216927868314087,0.00617080647498369,-0.00161442416720092,0.00123873935081065,0.00433563021942973,-0.00160532724112272,-0.00382120255380869,-0.00946196541190147,0.00325262802653015
"11",-0.000877305399626493,0.000631978560704738,-0.00708477664738894,-0.0013383076293394,0.00781523995101452,0.00286183250136673,-0.00113608757965267,-0.0136226136237383,0.00552799599245191,-6.24313979642466e-05
"12",0.0050851134583354,-0.00232498231343925,-0.00307270581834018,-0.00323217082768679,0.00525671429932117,-0.00344713125377893,-0.00189411255996674,0.000240881825448014,0.00999769847840071,0.00194167927838862
"13",0.0033516064286232,0.00133444590028375,0.00141582463402301,0.000638964120298624,-0.00261692889034748,-0.000730850966647267,-0.00150981359183788,-0.00522299529984593,0.00452975369989872,0.00871803425252438
"14",0.00682803662493825,-0.00110283319372684,0.00413699029013515,0.0036889270413667,-0.00211119698360562,0.00656019058078527,-0.000360861973604187,0.00145073479507118,-0.00752138625830412,0.0020205348264426
"15",-0.00173116836231202,-0.00235383119434118,-0.00486023398116231,-0.00244439230300486,-0.00317542906850576,-0.000200408350792713,-0.0018990010721609,-0.00584196019917727,0.00611651316285133,-0.00211391807533801
"16",0.00397138204425573,-0.000161170915816911,-0.00484935007989407,0.00459799682721496,-3.90400055039208e-05,0.00862856116145849,0.00472516985610127,-0.0154582941904664,-0.000213289968087338,0.00262760696932673
"17",-0.00160648580640554,-0.00304162432439625,0.00394790805876255,-0.00271737924776971,-0.00595887936651707,0.00382123282179236,0.00105492142029107,0.00622661644592881,-0.000270834338152781,-0.00157724902965128
"18",0.00209950911812484,-0.000876283156685531,0.000677809410262853,0.01048334967345,-0.000640167039819062,0.00419008079916239,-0.00179000932257622,-0.00496312137693167,-0.0101495664566755,0.00699450960382819
"19",0.0043166414834559,-0.00177864159923047,-0.000654175295494497,-0.00262376829050481,0.0010693296790123,0.00400866707786918,-0.00204988662153482,0.000843871152028441,-0.0055801123380661,-0.00367810809984803
"20",0.00348067097365856,-0.000468159152660519,0.00540138781070709,0.00982389505952597,-0.00339497160166502,0.000225278883590363,0.00174470781348646,-0.00920804589986801,0.00286926864646375,0.00644329795613885
"21",0.000238122229347937,0.0015384356956929,0.00152457016520202,0.00134052417706698,-0.00417254492640495,0.00235613994300365,0.000923160754609853,-0.00358857633545995,0.00143720128107816,0.00526544405147433
