"","IBM","JNJ","HPQ","PFE","AXP","KO","MRK","AA","BA","MCD"
"1",-0.00665286183357239,0.00325612840242684,-0.000432613538578153,0.00380413909442723,-0.00648563867434859,-0.00572737585753202,0.012954892590642,0.0133607406169176,0.0197562947869301,-0.0178722608834505
"2",-0.032132625579834,0.0131018050014973,0.0119728893041611,0.0186910666525364,0.000519213732331991,-0.00640089437365532,-0.0299879070371389,-0.0257497131824493,-0.00983457453548908,-0.0134285716339946
"3",-0.00966942217200994,-0.00649874610826373,0.0105581786483526,-0.0488901920616627,-0.0340483635663986,-0.00727874413132668,-0.0192918367683887,0.0255885794758797,-0.00736775761470199,-0.0031824812758714
"4",-0.0346186719834805,-0.000524672504980117,-0.0197770092636347,0.0237918701022863,-0.0625216737389565,-0.0149148181080818,-0.000946904881857336,0.0192292165011168,-0.0255752913653851,0.0197187419980764
"5",-0.0273855701088905,-0.0172412768006325,0.0221811309456825,-0.00170916633214802,-0.00374715193174779,-0.00558156101033092,-0.0486410558223724,0.00498652132228017,-0.0304658077657223,0.012803035788238
"6",-0.0194091796875,0.02654093131423,-0.0121487639844418,0.000222320144530386,-0.0100869834423065,-0.00964240916073322,0.00699961790814996,-0.00963783077895641,0.0155368587002158,-0.00612692441791296
"7",-0.00296216108836234,0.0176720544695854,-0.0195339936763048,0.0035963305272162,-0.0376323312520981,-0.0044393171556294,-0.0232746843248606,0.114540658891201,0.0179137717932463,-0.00525945797562599
"8",0.0190498400479555,0.00173864036332816,0.0163566302508116,-0.00619368813931942,-0.0391952507197857,-0.000655692012514919,-0.00579703925177455,-0.0111013446003199,0.0092793358489871,0.0021695913746953
"9",-0.000250314740696922,0.00238689640536904,-0.0170599110424519,-0.0377091765403748,0.0177975837141275,0.00210527237504721,-0.0127067128196359,-0.0214965753257275,-0.010781766846776,-0.00549968052655458
"10",0.00941647309809923,0.00616412097588181,-0.00558233493939042,0.00709274411201477,-0.0143022108823061,0.0104033499956131,0.00538788083940744,0.0117174070328474,-0.0161348730325699,0.00285287038423121
"11",-0.000680084922350943,0.000509862904436886,0.00784363597631454,-0.00469585368409753,0.0330461002886295,0.00178780395071954,-0.0182792618870735,0.015802226960659,-0.00314219994470477,-0.00219340366311371
"12",0.0177488289773464,-0.00769335404038429,-0.0120677417144179,-0.00811146013438702,-0.00552080664783716,0.000477880792459473,-0.0113695412874222,-0.000169821883901022,0.00231797434389591,-0.00405082805082202
"13",-0.0185892842710018,0.00134857068769634,-0.0132045010104775,-0.0260540712624788,-0.00101110327523202,0.000565900176297873,-0.00697939936071634,-0.0170007571578026,0.0179541818797588,0.00766355637460947
"14",-0.00968703720718622,0.00035434597521089,-0.00877540372312069,0.00925344601273537,0.000718990399036556,-0.00306197069585323,0.00933437142521143,0.014637740328908,0.0030146527569741,-0.00605465471744537
"15",-0.0255732014775276,-0.0153816184028983,-0.00689646508544683,-0.0162199661135674,-0.0147244622930884,-0.00119420548435301,-0.000147203623782843,-0.0158276949077845,-0.0113913305103779,0.00148372061084956
"16",-0.00693511450663209,0.00493504153564572,-0.0124110644683242,0.0066861710511148,0.00607147114351392,-0.0030756036285311,-0.0102043459191918,0.019870625808835,-0.0149378245696425,0.00985338911414146
"17",0.00150597502943128,0.00217138300649822,-0.0115819126367569,0.00945212878286839,-0.00167013856116682,-0.00165884371381253,-0.00458460347726941,0.0151494760066271,-0.0180143434554338,0.00468779215589166
"18",0.0141064217314124,0.00633115088567138,-0.00372424395754933,0.00318910507485271,0.00102372968103737,-0.000734562578145415,0.00918952375650406,0.00582157354801893,0.00559237226843834,0.000119646298117004
"19",0.000312567892251536,-0.000544007576536387,-0.0050994073972106,-0.0153210917487741,-0.0195395667105913,0.00275372690521181,0.0158288944512606,-0.0185853354632854,0.00115235627163202,0.0050856196321547
"20",0.0141863329336047,-0.00451716035604477,-0.00122715078759938,0.00223678932525218,-0.00452107191085815,-0.00444349367171526,-0.0118731567636132,-0.0036053869407624,0.000780381378717721,-0.000239608387346379
"21",0.00293828337453306,-0.00416017509996891,0.00101258757058531,-0.00371479662135243,0.00795517396181822,0.00739875109866261,0.00470148725435138,0.0146057577803731,-0.0047115976922214,-0.000481415801914409
