"","V","MRK","GS","WMT","CVX","DIS","HD","CAT","T","KO"
"1",0.0201100707054138,0.00193368270993233,-0.00296041951514781,-0.00376613787375391,0.00595437968149781,-0.00168098963331431,0.00342991179786623,-0.00629851967096329,-0.000974633381702006,0.00237707700580359
"2",0.0129416454583406,-0.00218742620199919,-0.00952269602566957,-0.00287035014480352,0.00155840185470879,-0.00177086144685745,-0.00308522651903331,0.00525034312158823,0.00113266322296113,0.000255453516729176
"3",-0.00632967567071319,-0.00112157221883535,-0.00612399680539966,0.000173605629242957,0.00824433378875256,0.00445644557476044,0.00499487994238734,0.00299253058619797,0.00178098771721125,0.00361348944716156
"4",-0.00173731578979641,-0.000462849857285619,-0.00220892112702131,-0.00293885101564229,0.00257116090506315,-0.00466267066076398,-0.00519860349595547,-0.000484827382024378,0.00540433311834931,0.00157065410166979
"5",-0.00301547278650105,0.00259020295925438,0.00352297211065888,-0.00132227526046336,-0.00168782321270555,-0.00109210913069546,0.0130952633917332,-0.00490552373230457,0.00131105829495937,0.00649884762242436
"6",0.0015024688327685,0.000709356507286429,-0.00634259264916182,-0.00149168469943106,0.00589459156617522,0.00342595833353698,0.00170124566648155,-0.000994223053567111,0.00139276077970862,0.00969587825238705
"7",0.00921504478901625,0.00268219923600554,0.00746150687336922,-0.00086440728046,0.000635431613773108,0.00549942813813686,0.00702369073405862,-0.0088680861517787,-0.000816351152025163,0.011936791241169
"8",0.00155410415027291,-0.00222601625137031,0.00560698984190822,0.00278053805232048,-0.00133496813941747,0.00503665860742331,-0.000838292995467782,-0.00338649796321988,-0.00165647710673511,-0.00289147719740868
"9",0.00303390598855913,0.000156167530803941,0.00531962234526873,-0.000248656404437497,0.000128547340864316,0.00394347868859768,0.0051188706420362,0.000861042004544288,0.00305404886603355,-0.00204440555535257
"10",0.000885492539964616,-0.00506781879812479,0.000767129822634161,-0.00252640596590936,0.00421822676435113,0.0048993225209415,-0.00592992408201098,-0.000819466426037252,0.00122853578068316,0.00284188496880233
"11",-0.00012173256254755,0.00141628959681839,-0.000960295146796852,0.00786669552326202,-0.000789085053838789,0.00938231498003006,0.000739146897103637,-0.0051151942461729,-0.00316597148776054,-0.00199162354692817
"12",0.00727467425167561,-0.00464174710214138,0.00287743029184639,0.00307439640164375,0.000225620460696518,0.00445495080202818,-0.00524953054264188,0.000997301540337503,0.000708584149833769,-0.00141658203210682
"13",-0.00126882444601506,0.00244984915480018,0.0127906110137701,-0.00398864829912782,0.00409113150089979,0.00535269314423203,0.0106105478480458,-0.00285686901770532,0.00048348939162679,-0.00115954712964594
"14",-0.00147122819907963,-0.00291676493361592,0.00277819111943245,0.00617416389286518,-0.00085426087025553,-0.00506126834079623,-0.00219706748612225,-0.00361131457611918,0.00107708678115159,0.00891170650720596
"15",-0.00109393801540136,0.00682571530342102,0.000765043136198074,0.00859412364661694,0.00121593265794218,0.00075122102862224,0.00310509372502565,-0.00182242004666477,0.00202950835227966,-0.00252424995414913
"16",-0.00207504257559776,0.00205129547975957,0.00230473140254617,-0.00143229705281556,0.00454255659133196,0.000893284275662154,-0.00470565631985664,-0.00315194413997233,0.00253436435014009,-0.00619422923773527
"17",0.00015831935161259,0.000954925431869924,-0.00704257003962994,0.00281382515095174,-0.0017059757374227,0.00153361854609102,0.00306644826196134,-0.00294651137664914,0.00232921540737152,-0.00531274685636163
"18",0.000137272523716092,-0.00355143216438591,0.00259582861326635,-0.0013081090291962,0.000761313072871417,-0.00402626488357782,0.00358498725108802,-0.000437317648902535,0.00191109674051404,-0.00319573469460011
"19",0.000102046840765979,0.00264871213585138,-0.00614439370110631,-0.00413169804960489,0.00444044731557369,-0.00114219728857279,-0.00968107022345066,-0.00226579606533051,-0.00147651531733572,-0.00649302406236529
"20",-0.000115745562652592,-0.00461953924968839,-0.00125465448945761,0.00787052046507597,-0.00114548578858376,-0.010318704880774,0.00301035703159869,-0.00308859464712441,0.00329256663098931,-0.00161149364430457
"21",-0.00301934476010501,0.00202760635875165,-0.000938935729209334,-9.40807076403871e-05,-0.000438537856098264,0.00365528371185064,-0.00393514055758715,-0.00193005811888725,0.00100213789846748,-0.00251383800059557
