"","IBM","WMT","CAT","CVX","MRK","T","KO","HD","MCD","DIS"
"1",0.00481085060164332,0.00537251494824886,-0.00521754287183285,0.00686209835112095,-0.00932175386697054,0.000910032948013395,0.00938480906188488,-0.000589708099141717,0.00541216414421797,0.0048232632689178
"2",0.00211289175786078,-0.00500793103128672,0.00312897050753236,-0.00704185990616679,-0.000832867401186377,0.00117163732647896,-0.000720248674042523,-0.00326896994374692,0.00232048192992806,-0.00347105320543051
"3",0.0097556235268712,-0.000172425076016225,-0.0048186625353992,0.0024731089361012,0.00351890944875777,-0.00296866893768311,-0.00213343440555036,0.00976502615958452,0.00280638481490314,-0.00721677578985691
"4",-0.00343912420794368,-0.00319793494418263,-0.00846775807440281,0.00519888149574399,0.00265440321527421,0.000500678142998368,-0.00607168860733509,-0.00522828102111816,0.0012025770265609,0.00298102828674018
"5",-0.00129261694382876,0.00563667854294181,0.00237036217004061,-0.000191200320841745,-0.000451751664513722,0.000487490615341812,-0.00163388613145798,-0.00577903911471367,0.00468434486538172,-0.00466111628338695
"6",-0.00159496429841965,-0.00220653880387545,-0.00297241611406207,0.00387616734951735,0.00153021095320582,0.00340384244918823,0.00153783278074116,0.00501395203173161,-0.00194611819460988,-0.00331402942538261
"7",-0.00305356387980282,0.00153600180055946,0.00578499538823962,-0.00210584909655154,0.000900251208804548,-0.00170582463033497,0.0032104963902384,-0.0033962766174227,0.0111575545743108,-0.0031276682857424
"8",-0.00165851297788322,-0.0014687244547531,-0.000123978810734116,0.00365066225640476,0.00351589545607567,-0.00189019134268165,-0.000429067324148491,-0.00185188523028046,0.000690424407366663,0.00101250968873501
"9",-0.00307425344362855,0.0024686548858881,0.00635121203958988,0.00102973729372025,-0.00539813609793782,-0.00606143055483699,0.00371802784502506,-0.00289402808994055,0.00077435455750674,0.00709446333348751
"10",0.000427257415140048,-0.00211067963391542,-0.000372906069969758,-0.00127489364240319,0.000606925692409277,-0.001003124169074,1.31557026179507e-05,0.000772040686570108,0.000930554757360369,0.00154576334170997
"11",-0.00102391373366117,0.00134881469421089,0.00721081346273422,-0.000447118189185858,-0.00182227569166571,-0.00184601114597172,0.00329359550960362,-0.00532908318564296,-9.4132165031624e-06,0.00186103058513254
"12",0.00316746905446053,0.00105179904494435,-0.00806089863181114,0.00230637355707586,0.00684761581942439,-0.00479858135804534,-0.00334225152619183,0.00650355545803905,0.000496149354148656,-0.00113438279367983
"13",0.00194180465769023,0.00658826995640993,0.00177158799488097,-0.011274834163487,-0.00274297152645886,-0.00205720798112452,-0.00193144928198308,0.00794818252325058,-0.00290486076846719,-0.00331101031042635
"14",-0.00103518029209226,-0.00551657099276781,0.000648539629764855,0.00295553123578429,0.00217615370638669,-0.00160002883058041,-0.00546470331028104,-0.0025255165528506,0.00127889437135309,0.00402500666677952
"15",0.00391914183273911,0.00229002046398818,-0.00130712834652513,-0.00454429723322392,-0.000954312446992844,0.00313850375823677,0.000589010305702686,-0.002076446544379,0.00110850494820625,0.0011044277343899
"16",6.92749063091469e-06,-0.00281296973116696,0.00215392047539353,0.00114414468407631,-0.00295400968752801,-0.00530458427965641,-0.0089497109875083,0.0079048415645957,-0.00776119343936443,0.00433459877967834
"17",-0.00225288048386574,0.0171642545610666,-0.00206278474070132,0.000758610724005848,-0.00824413355439901,-0.00432864297181368,-0.00208855420351028,0.00212921155616641,-0.00260481284931302,0.000486479606479406
"18",-0.000527329102624208,0.00148262293078005,0.00376647897064686,-0.00250866147689521,0.000262100133113563,0.00154311582446098,0.000180084243766032,0.00885297264903784,0.00116197019815445,-0.0038631078787148
"19",-0.00250281649641693,0.00114787556231022,0.000551799836102873,0.00116204924415797,-0.00308287935331464,-0.00250906497240067,0.000591551070101559,0.00224598357453942,0.00520418304949999,-0.00293464167043567
"20",-0.004080630838871,-0.000335375254508108,0.00276423152536154,0.00234456453472376,0.00656805513426661,-0.00456078536808491,0.00346144428476691,-0.00261043175123632,-0.0027277001645416,-0.000193798055988736
"21",-1.21168513942393e-05,0.00315222842618823,-0.00136760273016989,-0.00330411829054356,-0.0040412968955934,-0.00318130594678223,-0.00420113373547792,0.0077357399277389,-0.000222714472329244,-0.00108602817635983
