"","HD","XOM","GS","UNH","VZ","PFE","CAT","PG","CVX","IBM"
"1",0.000339863705448806,-0.00288613582961261,0.00193781778216362,0.00155585363972932,0.00696869939565659,0.00508787762373686,0.00697404937818646,-0.000834266771562397,-0.000786951102782041,0.000444587582023814
"2",-0.000459827511804178,0.00118899310473353,0.000101203753729351,0.00061647710390389,-0.000614182441495359,0.00202345591969788,-0.017157644033432,-0.00176824966911227,-0.0143368588760495,-0.00508835399523377
"3",0.00229372875764966,0.0028426805511117,0.0129457004368305,0.000930190144572407,-0.00347288581542671,0.00162279058713466,0.00157242256682366,0.00276008225046098,0.0026672740932554,0.00685360608622432
"4",-0.00465502589941025,-0.00182335474528372,-0.00480704009532928,0.00614311965182424,0.00235470081679523,0.0074500534683466,0.00819268170744181,0.00448246486485004,-0.00527924112975597,0.0147227328270674
"5",0.000706564460415393,-0.000228663237066939,-0.00103855412453413,0.000911440700292587,0.00278878561221063,0.000694396207109094,-0.0193438101559877,0.00496893469244242,0.00434300489723682,0.00133667315822095
"6",0.00205854466184974,0.00210649007931352,-0.00334938848391175,0.00253425445407629,-0.00544065143913031,0.00255821319296956,-0.0128463534638286,0.00345946988090873,-0.0188487768173218,-0.000113513473479543
"7",0.00448667304590344,-0.00162708503194153,0.0039848554879427,0.002667031949386,0.00172967067919672,0.000812327256426215,-0.00533725926652551,-0.0017794641898945,-6.35824164874066e-07,-0.001103944494389
"8",0.000907551846466959,-0.000530296587385237,-0.00188537000212818,0.00216361507773399,-0.00297988229431212,-0.00160550617147237,-0.0126471454277635,-0.000972530338913202,0.00193609774578363,-0.00359525275416672
"9",0.00796307250857353,0.00018153473502025,0.00423403875902295,0.00267552700825036,-0.00183087412733585,0.00073748012073338,0.00679845828562975,-0.00308046513237059,0.00607592146843672,0.00305629195645452
"10",0.000691419874783605,0.00188670516945422,0.00545790139585733,0.00239390833303332,0.00389220356009901,0.000575869926251471,0.0094408830627799,0.00225946283899248,-0.0334085114300251,-0.00295493309386075
"11",0.00519321160390973,7.41219846531749e-05,-0.000235490064369515,0.00171946291811764,-0.00406984053552151,0.000824014074169099,-0.00957214739173651,0.00190955516882241,-0.00359385088086128,-0.00543235568329692
"12",0.00300040584988892,0.00163366692140698,0.00275977607816458,0.00159179873298854,-0.00647002458572388,9.13053008844145e-06,-0.00402705231681466,0.00222765584476292,0.00309324893169105,0.00198866729624569
"13",-0.000745971046853811,2.48808610194828e-05,-0.00368674821220338,0.000467181613203138,0.00170065823476762,0.00719821732491255,0.00224011717364192,0.00112311926204711,-0.000692421570420265,-0.0133914742618799
"14",-0.00044557370711118,0.00260360352694988,0.00446531223133206,0.00317614548839629,-0.00635376200079918,0.00310741062276065,-0.00975280720740557,-0.00105149031151086,-0.0323013998568058,0.00120575132314116
"15",0.000400762975914404,0.00357560277916491,-0.00293121603317559,0.00187788577750325,0.000715826463419944,-0.000339693215209991,0.00300677539780736,-0.00260381726548076,0.00490951631218195,-0.00120620289817452
"16",0.00212633493356407,0.0010807195212692,0.00218607345595956,0.00116341398097575,0.00559897255152464,0.002115085022524,0.00587520096451044,-0.00350081245414913,0.00165936606936157,0.00433906959369779
"17",3.6617808518713e-07,0.0012892127269879,-0.00125998782459646,0.00132677424699068,-0.00160269706975669,-0.00341862137429416,-0.00540437176823616,0.00102120405063033,0.00369140109978616,0.00130215077660978
"18",0.00338440667837858,0.00301057263277471,-0.000856162398122251,0.0034744213335216,0.00434699421748519,0.00250957487151027,-0.00687211891636252,2.2833313778392e-05,-0.0140749029815197,0.00147996505256742
"19",-0.000169934894074686,0.0024148125667125,0.00113180303014815,0.00261021149344742,0.0043740957044065,0.00102523539680988,-0.00423805508762598,0.00286402530036867,0.0007343182223849,0.00125410256441683
"20",0.00553367286920547,0.00300458655692637,-0.00104809214826673,0.00195065548177809,-0.000627471774350852,0.00255694892257452,0.00559002067893744,0.000898558006156236,-0.00741221429780126,-0.00420858059078455
"21",-0.00135810975916684,0.0018418071558699,0.00459548318758607,0.0023015383630991,-0.00298898736946285,0.00367581797763705,0.00766196101903915,2.52226291195257e-05,0.00715797441080213,0.00489052105695009
