"","JNJ","IBM","HPQ","PFE","MCD","AXP","KO","HD","CAT","AA"
"1",0.00252291467040777,0.00412242766469717,-0.0022862812038511,0.00593425706028938,-0.0077672996558249,0.0139099964872003,0.00209699827246368,0.000192161547602154,0.00159702321980149,-0.0229101944714785
"2",0.0075633148662746,0.000961556623224169,0.00845478661358356,0.00909438822418451,-0.00200883974321187,-0.00114236189983785,0.0113746747374535,0.00422816118225455,0.000986055471003056,0.0274692457169294
"3",0.00976373441517353,-0.00320236873812973,0.0147793218493462,0.00403605401515961,-0.00198410428129137,0.000909517984837294,-0.00112705875653774,-0.0027800400275737,0.00819044280797243,0.00426555704325438
"4",0.00231892336159945,0.0116386655718088,-0.00185951311141253,-0.00907320436090231,0.00256827403791249,-0.00769145647063851,-0.00169969815760851,0.000181356226676144,0.0123346215113997,-0.00188634439837188
"5",0.00818651914596558,-0.00263373064808547,0.0105822738260031,0.0150017943233252,-0.00921311695128679,0.00588194141164422,0.00159232667647302,-0.00529165472835302,0.0166836958378553,0.0237933211028576
"6",0.000973092042841017,-0.000486800563521683,0.00688151502981782,0.0074522434733808,0.00893505290150642,0.0196696668863297,0.00245155626907945,-0.00247749360278249,0.00726289907470345,0.0149906082078815
"7",-0.00559347635135055,0.00343075511045754,0.000377479067537934,0.00161302811466157,-0.00451524322852492,0.00583869544789195,-0.00267890165559947,-0.00565605610609055,-0.00469270348548889,0.0116708036512136
"8",-0.00121610600035638,0.00867891311645508,0.0142040736973286,-0.0138033581897616,0.00612313114106655,0.0232669096440077,0.00282017327845097,-0.0032297084107995,-0.0220687538385391,-0.0329316332936287
"9",-0.00325954286381602,-0.0153337465599179,0.00517535395920277,0.00733805354684591,0.000519514083862305,-0.00295917689800262,-0.000706027785781771,-0.00952211860567331,0.00225805281661451,-0.021448815241456
"10",0.000101993624411989,0.0165260080248117,0.00866438262164593,0.00805197935551405,0.00291798054240644,0.0360586307942867,0.00103696284350008,-0.0131296403706074,0.01691091991961,0.0280704870820045
"11",0.00318255135789514,0.000722836703062057,-0.00421792455017567,-0.0113175697624683,-0.0105930976569653,-0.00334859010763466,0.00324507942423224,0.0135040115565062,0.0255125258117914,0.0163693726062775
"12",0.00199790368787944,0.00441933749243617,-0.00334407761693001,0.0125158904120326,0.00180477427784353,0.00315084913745522,-0.00162726663984358,-0.0132723841816187,0.0147864893078804,0.00809592939913273
"13",0.0122113190591335,-0.00425715325400233,0.0252423826605082,0.00629695132374763,0.00184918974991888,-0.00127398851327598,5.35847357241437e-05,-0.000508913828525692,0.0128712365403771,0.0131241595372558
"14",0.00385138392448425,-0.00228465464897454,0.0197516623884439,-0.00323915691114962,0.00661562290042639,-0.00785911735147238,-0.00421139784157276,0.000975196657236665,0.0102305179461837,0.00126260321121663
"15",0.00734617095440626,0.00187517516314983,-0.00535679748281837,-0.00729848071932793,-0.00840821489691734,0.00577304465696216,0.00452263234183192,-0.00949602201581001,-0.00369489914737642,0.0132550857961178
"16",0.00123763142619282,-0.00296567217446864,-0.00287842471152544,0.00669685890898108,0.00525710033252835,0.00586826261132956,-0.0012828583130613,-0.00750214047729969,-0.0163005944341421,-0.0131133859977126
"17",-0.00319125549867749,0.00818061083555222,0.00425764126703143,0.00196554395370185,0.00273718917742372,0.00188434601295739,-0.0024581893812865,-0.00291381822898984,-0.0127389002591372,-0.0248009990900755
"18",0.00228568515740335,-0.00010447821841808,0.00566900661215186,-0.00882374495267868,0.00778737850487232,0.0178355406969786,-0.000897252699360251,-0.0140679897740483,0.00203137216158211,0.0255944281816483
"19",-0.00229900563135743,0.00513937929645181,0.0108992950990796,-0.000660384364891797,-0.00969520676881075,0.00860160682350397,-0.00368179520592093,0.00240577338263392,-7.8005286923144e-06,0.0293311290442944
"20",-0.000994233298115432,0.00294672627933323,-0.00486760772764683,0.0173710957169533,0.0054560974240303,0.013611133210361,-0.000761607545427978,-0.00108358322177082,0.000750813982449472,0.00330415042117238
"21",0.00557008245959878,0.00500365206971765,0.00382004259154201,-0.0223018582910299,-0.0104297120124102,0.00390613009221852,-0.00202970369718969,-0.0119285080581903,0.0014645733172074,-0.000159096060087904
