"","WMT","JNJ","PG","CVX","CSCO","NKE","VZ","GS","MRK","KO"
"1",4.46180238213856e-05,0.00215427181683481,-0.00074372481321916,-0.00419410737231374,0.0128613011911511,0.0135393477976322,0.00122470909263939,0.0109251514077187,0.00508277490735054,0.00416474556550384
"2",-0.00199030409567058,-0.00726421596482396,-0.00298147648572922,-0.00373430363833904,0.000232494945521466,0.0134068578481674,0.000415855000028387,0.0133956363424659,-0.00284500350244343,0.0104418564587831
"3",-0.00194298813585192,-0.000716283160727471,-0.000137284994707443,-0.00133861682843417,0.00142461305949837,0.00709240091964602,-0.00974715501070023,0.00850894115865231,0.00575124425813556,-0.00648624263703823
"4",-0.000381945632398129,-0.000350317946868017,-0.00852266326546669,-0.00256753340363503,0.00253192544914782,-0.00836486089974642,0.00244937557727098,0.00954354647547007,0.0110544096678495,-0.00264810491353273
"5",0.00782940071076155,-0.00800042413175106,0.00243667187169194,-0.00958659127354622,-0.00628686090931296,-0.019466208294034,-0.00433265091851354,-0.00170170643832535,-0.00461669219657779,-0.00797209702432156
"6",-0.00201252312399447,0.00231552845798433,4.06045910494868e-05,0.00269656861200929,0.00424753176048398,-0.00477915769442916,-0.00278586475178599,0.0115359174087644,-0.00284247100353241,-0.00379687128588557
"7",-0.000295151578029618,-0.000666021776851267,0.0017858799546957,-0.0106801334768534,0.00436755735427141,0.000486967794131488,0.00131403421983123,0.000144585443194956,0.0133400605991483,0.00263931369408965
"8",0.00215497077442706,-0.00879744719713926,-0.00383004383184016,-0.0224879626184702,-0.00208148057572544,-0.00688595371320844,-0.00280157849192619,0.0222939793020487,0.00221192464232445,0.00181422592140734
"9",-0.00113534368574619,-0.00281456345692277,-0.013167261146009,-0.00878716632723808,-0.00145607662852854,0.00219215848483145,0.00233659497462213,0.0223215576261282,-0.00257570738904178,0.00455623213201761
"10",-0.00123603723477572,0.00685191573575139,0.000553594785742462,-0.00607277266681194,0.00129056465812027,0.00750048039481044,0.000107451029180083,0.0156042156741023,0.00113416602835059,-0.00251445407047868
"11",-0.00513187889009714,-0.00554742431268096,0.00558150699362159,0.00904415361583233,0.00281411549076438,0.0138734253123403,0.00125826196745038,-0.00156902149319649,-0.00517480447888374,-0.00186769058927894
"12",0.00198733247816563,0.00189416517969221,-0.0083997705951333,0.00352937635034323,0.00101304019335657,-0.00838538352400064,0.000976294919382781,-0.00321536418050528,0.00148618430830538,0.000371309724869207
"13",-0.00383118074387312,-0.00097685179207474,0.00395824993029237,-0.0060227932408452,-0.00503771938383579,-0.00464198691770434,-0.00236457609571517,-0.00101629726123065,0.000450099556474015,-0.000371068395907059
"14",0.000171890715137124,-0.00282792514190078,0.000208385885343887,0.00307958689518273,-0.00355656887404621,-0.0102525232359767,0.00391545705497265,-0.01057337410748,-0.00187640159856528,0.00323357107117772
"15",-0.000595101504586637,0.000248435680987313,-0.00177588581573218,-0.00749000534415245,-0.00363084673881531,0.00234189303591847,-0.00578297721222043,-0.00490340776741505,-0.00208791950717568,0.00620827823877335
"16",0.000264545175014064,-0.00288258958607912,0.00126841687597334,0.0102903321385384,-0.00478463340550661,-0.00257225008681417,-0.00112142774742097,0.00122859294060618,0.00129125430248678,0.00123909267131239
"17",-0.00194512982852757,0.00211037532426417,0.000994549249298871,-0.00431556068360806,-0.00221139565110207,0.00141177931800485,-0.00368344318121672,-0.00490926438942552,0.00281310710124671,-0.00352661521174014
"18",0.00202176184393466,-0.00133056845515966,-0.00318964477628469,-0.00478499196469784,-0.0014330925187096,-0.00113527115900069,-0.00138189073186368,-0.00614180043339729,0.00220694812014699,0.00300515769049525
"19",0.00151111802551895,4.45301302534062e-05,0.00289025763049722,-0.0040511698462069,-0.00391996512189507,-0.0056331604719162,0.00254714954644442,0.000504687428474426,0.00945581868290901,-0.00240172119811177
"20",0.000862821529153734,-4.79305599583313e-05,-0.00385400676168501,-0.00173250073567033,-0.00460921553894877,-0.00899405498057604,-0.00366754760034382,0.00291635794565082,0.00165137101430446,0.000167691032402217
"21",-0.00498100090771914,0.00651791924610734,-0.00173499411903322,-0.013315262272954,-0.007146414835006,-0.00289848214015365,-0.00369256059639156,-0.00190853502135724,0.00456838449463248,-0.000480718939797953
