"","JNJ","CVX","WMT","PG","KO","HPQ","MCD","DIS","MRK","T"
"1",-0.0039268434047699,0.00829579122364521,-0.00402191979810596,0.000315838609822094,0.000511229387484491,-0.00103482115082443,-0.00352942803874612,-0.0093524968251586,0.00175710453186184,-0.00105105119291693
"2",-0.00337085733190179,-0.00592357153072953,0.00153886480256915,0.00108682573772967,-0.00235107890330255,0.00141360668931156,0.00399177148938179,-0.00321824196726084,-0.000310617877403274,-0.000957933429162949
"3",-0.00738613540306687,0.00377276842482388,-0.00116768130101264,0.0016536011826247,-0.00316911260597408,-0.00405842112377286,-0.00171878456603736,0.0148041574284434,-0.000598616024944931,0.000428746629040688
"4",0.000924722757190466,0.00329268723726273,-0.00290325284004211,0.000912871735636145,-0.00167397712357342,0.00679193390533328,0.00738779315724969,-0.00433194497600198,0.00240190513432026,-0.00623677298426628
"5",-0.00522089470177889,0.00172606261912733,-0.00492179580032825,-0.00258811167441308,0.00505690835416317,0.0136658465489745,-0.00223276251927018,0.00127642031293362,0.00389852258376777,-0.00656620087102056
"6",-0.00144880311563611,-0.00375667633488774,0.00304158590734005,0.000384379149181768,-0.00154389545787126,-0.00789081398397684,-0.00145573087502271,0.00289199454709888,-0.0022087765391916,0.00188851007260382
"7",-0.00256090424954891,-0.000484193122247234,0.00365355145186186,0.00790171232074499,0.00239859102293849,0.0034379125572741,-0.00513764005154371,0.00308128353208303,-0.00253930082544684,0.000935461604967713
"8",0.000526014191564173,0.00490625435486436,0.000394256203435361,-0.000961631594691426,-0.00256030261516571,0.00553276808932424,0.000940304656978697,-0.00368522200733423,-0.00036816333886236,-0.00414413772523403
"9",-0.0113599812611938,-0.00990265887230635,0.00257064611651003,-0.000709419487975538,-0.00164611323270947,0.0168687887489796,0.000747594516724348,-0.00896518956869841,0.00319719826802611,0.000599486054852605
"10",0.00401247665286064,-0.00457667466253042,0.00964950490742922,0.00124724628403783,0.00257917447015643,0.00810748990625143,0.0102698458358645,-0.000184352349606343,-0.00222277990542352,-0.00247137807309628
"11",-0.00389200844801962,-0.0164835099130869,-0.00609983783215284,-0.00378432567231357,0.00464480929076672,0.00389301218092442,-0.00123879907187074,0.0016510933637619,-0.00506837898865342,0.00293083838187158
"12",-0.00320364418439567,0.000829981116112322,-0.00124354683794081,-0.00345874973572791,0.000889549497514963,0.012894855812192,-0.00256417552009225,0.00582918664440513,-0.000107292195025366,0.000778515473939478
"13",-0.00435998383909464,-0.0023679337464273,0.0035104735288769,-0.00284811458550394,0.000358350371243432,-0.00951027870178223,-0.00568361394107342,-0.00265217875130475,-0.00136457860935479,0.00184287643060088
"14",0.00132357503753155,0.00599082931876183,0.00526422820985317,-0.00315457675606012,0.00431618420407176,-0.00149477866943926,-0.00290234852582216,0.00873270910233259,-0.000186534918611869,-0.00670520449057221
"15",-0.0153613016009331,0.0029192257206887,-0.00275316345505416,-0.00305778626352549,-0.000520019559189677,-0.0260848496109247,0.00904999300837517,-0.00089477957226336,-0.00112214114051312,-0.00579450465738773
"16",-1.16369765237323e-05,0.00137616589199752,0.00427609449252486,-0.00197787280194461,0.00745718041434884,-0.0076794340275228,0.00300768297165632,0.00510275736451149,0.00300177629105747,-0.00023314707505051
"17",0.000856882717926055,0.00276737962849438,0.00175107421819121,1.30925418488914e-05,0.00930473953485489,-0.000226450370973907,-0.00702346907928586,0.00801858771592379,-0.00458338856697083,-0.00235639768652618
"18",0.00584781123325229,-0.000775601831264794,0.00434548733755946,0.000739152659662068,0.00403840327635407,-0.00407989230006933,0.00405343901365995,0.00498392200097442,-0.00276601500809193,-0.000731904117856175
"19",-0.00513326888903975,-0.00707939593121409,-0.00130544696003199,0.000550925091374665,0.00556129030883312,-0.0172900259494781,-0.00768387038260698,0.000957909680437297,-0.00230785948224366,0.00154410186223686
"20",0.0030676715541631,-0.00224307388998568,0.00465636467561126,-0.00642134482041001,-0.00103323033545166,0.0087234815582633,-0.00402796547859907,-0.00681497808545828,0.00100061320699751,0.00041097158100456
"21",-0.011165396310389,-0.014213964343071,-0.00120573758613318,-0.00861750077456236,0.00463782763108611,-0.00501383095979691,0.00495673576369882,0.00363700021989644,-0.00341820251196623,0.000850944255944341
