"","PFE","HD","PG","MRK","XOM","CVX","VZ","WMT","MCD","KO"
"1",0.000699989090207964,0.00212436891160905,0.00660558044910431,0.000373127229977399,-0.0074440585449338,-0.00184855074621737,0.00368085224181414,0.00181194918695837,0.00217144750058651,-0.00217799702659249
"2",-0.00116230931598693,0.00200765253975987,0.00762971816584468,0.00309514650143683,-0.00376904616132379,-0.0088105071336031,-0.00421670731157064,0.0011102546704933,0.000730751897208393,0.00256925704888999
"3",0.00361595489084721,0.00401228433474898,-0.00478294352069497,-0.0034018678124994,-0.00118021655362099,-0.00454597780480981,0.00709587382152677,-0.00527066132053733,0.00774279935285449,0.00436215335503221
"4",-0.00718654273077846,0.00756889907643199,0.00385133642703295,-0.00111050473060459,-0.00747874518856406,-0.00107507407665253,0.00329724093899131,-0.00155377667397261,-0.00184343906585127,-0.00304877711459994
"5",-0.011965237557888,-0.00154994695913047,-0.00125052861403674,0.00792753789573908,-0.00402074446901679,-0.00906946416944265,0.00313485669903457,0.00286682741716504,0.00164490437600762,-0.00514541426673532
"6",-0.00151116889901459,-0.00276087713427842,0.00345939886756241,-0.00292960344813764,-0.00620540697127581,0.0051890560425818,-0.00264423387125134,0.00311977625824511,-0.00139833521097898,0.0016748629277572
"7",0.0098289530724287,0.00157528754789382,-0.000727629871107638,0.0020048301666975,0.00276286294683814,-0.00758700771257281,0.00195335270836949,0.000954324321355671,0.00262588472105563,0.00637303804978728
"8",0.00375648005865514,-0.00650095008313656,0.00341581809334457,0.00637557217851281,-0.00544051174074411,-0.00723553635179996,-0.00210169819183648,-0.00148516509216279,0.00723107298836112,-0.00541103351861238
"9",0.00321323401294649,0.00295376474969089,-0.000626890105195343,0.00262413523159921,-0.00350234424695373,-0.000401836150558665,0.00231021596118808,-0.00126992026343942,-0.00837001297622919,-0.000638547411654145
"10",-0.00572252878919244,-0.000308960676193237,0.00603001471608877,0.0042904638685286,0.00247575202956796,0.00504461349919438,0.00372573942877352,0.000829841650556773,0.00453233905136585,-0.00138906482607126
"11",-0.00360270868986845,0.00394341349601746,-0.000102628924651071,0.00329505861736834,-0.00803825538605452,-0.00117947207763791,-0.00219032797031105,-0.000999559997580945,0.00876608863472939,0.00131086318287998
"12",-0.0093277832493186,0.00298721459694207,-0.0025227447040379,0.00159627222456038,0.000951491063460708,-0.00250919559039176,0.0049182279035449,-0.00445496337488294,0.000268057658104226,0.00165037915576249
"13",-0.00331430579535663,-0.00579997710883617,0.00337008317001164,0.0011779397027567,0.00348040531389415,-0.00359380873851478,0.00133380678016692,-0.000321198778692633,0.00487910723313689,-0.00165434798691422
"14",-0.00325769884511828,-0.000572090269997716,0.00635858625173569,0.00314530311152339,-0.00511884363368154,-0.00743654696270823,0.00263562588952482,0.00319988606497645,-0.00865556951612234,0.00247003510594368
"15",-0.00469467183575034,0.00103527796454728,0.0056471168063581,-0.00130307115614414,-0.0059895608574152,0.000518155691679567,8.65213660290465e-05,0.00197552191093564,0.00529832905158401,0.00440928572788835
"16",-0.00442846165969968,0.00113099359441549,-0.00216181064024568,0.00113591842819005,-0.00372095056809485,0.00123463838826865,0.00247036456130445,-0.00348645797930658,-0.00478146551176906,-0.00343990256078541
"17",-0.00525209354236722,-0.00423879129812121,0.000520877074450254,0.00594143150374293,0.000451288826297969,-0.00410074135288596,-0.0015951965469867,-0.00111602747347206,0.000159164672368206,-0.00397397950291634
"18",-0.00964715797454119,0.00253591523505747,-0.00583304557949305,0.00123717356473207,-0.00294339889660478,-0.00389632186852396,0.00140531838405877,0.00125417532399297,0.00640109879896045,0.00811111181974411
"19",-0.0111554712057114,-6.0674316046061e-05,0.00620076572522521,0.000475715467473492,0.00212994357571006,0.00254410854540765,0.00102042080834508,0.000593422912061214,-0.0061314576305449,0.00169740687124431
"20",0.00144416652619839,0.000912703457288444,0.00192515039816499,0.000898461788892746,-0.00971608050167561,-0.00519968383014202,-0.00106680428143591,-0.0020870566368103,0.00619613006711006,-0.00314492941834033
"21",-0.00496026827022433,0.00100410147570074,0.00042339731589891,-0.000877175887580961,-0.00367209268733859,-0.00209803762845695,0.00487368414178491,0.000501086062286049,-0.00671575451269746,-0.0016424983041361
