"","HD","XOM","UNH","GS","VZ","PFE","CAT","PG","CVX","IBM"
"1",-0.00115778378676623,-0.00511633045971394,0.003487897105515,0.00212651770561934,-0.00722458865493536,0.000754884851630777,-0.00560332695022225,0.00157015002332628,-0.00406544655561447,-0.000179389273398556
"2",-0.00174042384605855,-0.00580703839659691,-0.000649493769742548,-0.00646566040813923,0.00381165719591081,0.00241077807731926,0.00766967097297311,-0.00411653611809015,0.000183357202331536,0.00310813239775598
"3",-0.000725517747923732,0.0127690052613616,0.00334880920127034,-0.0188604258000851,0.00154602969996631,0.00287509523332119,0.00729671260342002,0.000800470355898142,0.00714415963739157,-0.00635358784347773
"4",0.00454034190624952,0.00615417445078492,0.00307078845798969,-0.010038623586297,-0.00341009395197034,0.00370393856428564,-0.00149449845775962,0.0054589188657701,0.00119006296154112,-0.0101505909115076
"5",-0.00219750520773232,0.00480842916294932,0.00556633435189724,0.00142777396831661,-0.00286836619488895,-0.00199479004368186,-0.00448692915961146,-0.00450125942006707,-0.00393812591210008,-0.00198745424859226
"6",0.00349495164118707,0.00371674611233175,0.00634135166183114,-0.0059119826182723,0.00662834942340851,0.00201247096993029,0.00639217719435692,0.00367134809494019,0.00439376616850495,-0.0045867464505136
"7",0.00271858950145543,0.00352227920666337,-0.000632635084912181,0.00643221149221063,0.00291576026938856,-9.4087612524163e-05,-0.00452430639415979,0.00100394617766142,0.000282922701444477,-0.00221473514102399
"8",-0.00103899335954338,0.00226370943710208,-0.0011522303102538,0.00424831453710794,-0.00416255556046963,0.00455781444907188,-0.00466656591743231,0.00167319073807448,-0.00827557966113091,-0.00111955183092505
"9",-0.0026188159827143,-0.00194170780014247,0.00082863459829241,0.012092768214643,-0.00393418408930302,0.00279230461455882,0.00141841848380864,0.000876873906236142,0.0032197255641222,0.00575659982860088
"10",0.000135658716317266,0.00605048052966595,0.00386799778789282,0.00325564504601061,0.000915069947950542,0.00272460794076324,-0.00140234525315464,0.00358245894312859,0.00803570169955492,0.00439289584755898
"11",0.00161721499171108,0.00160520488861948,0.00347630633041263,0.0042496738024056,-0.00055679731303826,0.00260512297973037,0.0110288960859179,-0.001669502700679,-0.00778123177587986,-0.000711323518771678
"12",0.00259216944687068,-0.00637068506330252,0.000557704130187631,0.00199030712246895,-0.00792298559099436,0.00104879133868963,-0.00463897362351418,0.000181765208253637,0.00366756599396467,-0.00183622841723263
"13",0.00575717864558101,-0.000753599568270147,0.00109167874325067,-0.00590960634872317,0.00131247169338167,0.00112874212209135,0.003041549352929,-0.00234953127801418,0.00397006468847394,-0.00258691376075149
"14",0.00523328362032771,0.00260269269347191,0.00467571057379246,0.00470289960503578,0.00219718785956502,0.00366539740934968,0.00637803832069039,-0.00107049569487572,-0.00907124672085047,0.00203253468498588
"15",-0.00152020342648029,-0.00400879373773932,-0.00235168496146798,0.000373028102330863,-0.000969447661191225,0.00294326175935566,-0.000694465124979615,-0.00494279433041811,-0.00088852149201557,0.010751161724329
"16",-0.00263056415133178,-0.000972934707533568,0.00465119769796729,0.000689663225784898,0.00386963784694672,0.0043420335277915,0.0123030934482813,-0.00121122715063393,-0.0100014051422477,0.0071544386446476
"17",0.000255494087468833,0.00734748924151063,0.00572726083919406,-0.0043553332798183,-0.00852814968675375,0.00149228994268924,0.00689028622582555,-0.00507399393245578,0.00235456833615899,0.00173508480656892
"18",0.00143520883284509,-0.00060931482585147,0.00397288054227829,-0.00701989885419607,0.00585383968427777,-0.00119610817637295,-0.000268234347458929,-0.00948680657893419,-0.00455949548631907,-0.000439232273492962
"19",0.00936144776642323,8.07291507953778e-05,0.00208920822478831,-0.00344001594930887,0.00298715219832957,0.00164916727226228,-0.00315203121863306,-0.00267765950411558,-0.000618860649410635,-0.00400870526209474
"20",0.00801679771393538,0.00584387639537454,0.00313022243790329,-0.0106015661731362,-0.00573710259050131,0.00301900063641369,0.0152594018727541,-0.00107656186446548,0.00480882823467255,0.00183963088784367
"21",0.00232423027046025,0.000642261991742998,0.00381420459598303,-0.00721697369590402,-0.0025996477343142,0.00335227022878826,0.00995560362935066,-0.00182342506013811,-0.00103530497290194,-0.00368433352559805
