"","IBM","HD","AIG","PG","DIS","CAT","BA","MRK","AXP","AA"
"1",0.0098881246522069,0.00629742769524455,0.00112254556734115,0.00179990904871374,0.00479405978694558,0.00279078795574605,-0.00161279330495745,0.00560574559494853,-0.00346238375641406,-0.00122477975673974
"2",0.00465411180630326,0.00246173446066678,0.000718357565347105,0.00270391232334077,0.00136924756225199,-0.00139321445021778,-0.0138889579102397,0.00232088193297386,0.00290668220259249,-0.0230197515338659
"3",-0.00272410688921809,-0.00468110991641879,0.00061779108364135,0.00154369312804192,0.00612354557961226,-0.00340936682187021,0.00118992838542908,0.0028958588372916,0.00520389433950186,-0.000844325462821871
"4",-0.00627307081595063,0.00437285611405969,0.00665507931262255,0.00336749921552837,0.00957251433283091,-0.00660142581909895,7.33054257580079e-05,-0.000722954573575407,0.0019814120605588,0.00170525186695158
"5",-0.00153158116154373,-0.00139499735087156,0.00119521503802389,0.00147975736763328,0.00409764796495438,-0.00276666320860386,0.0117820482701063,0.00513745378702879,0.00215850351378322,-0.00912998244166374
"6",-0.00400770548731089,0.00135874631814659,0.00602512620389462,-0.00235692202113569,0.000522314046975225,0.00562813878059387,0.00769895315170288,-0.00396640226244926,-0.00036708902916871,0.013374725356698
"7",-0.000273284589638934,-0.00128666951786727,0.00155442836694419,-0.00598177826032043,0.00607059802860022,-0.0029548816382885,0.00192921585403383,-0.00737000675871968,-0.000228002565563656,0.015101034194231
"8",-0.00115980627015233,0.00194312608800828,0.00161718390882015,0.00273337750695646,-0.00461911363527179,-0.0010884846560657,-0.000572155578993261,-0.0048887231387198,0.000350927090039477,-0.00483060441911221
"9",0.00168566429056227,-0.00172604178078473,0.00032280758023262,-0.00132170738652349,-0.00873097311705351,-0.00332444487139583,0.00364791578613222,-0.0027581041213125,0.00449646590277553,-0.00271722371689975
"10",0.00231985468417406,0.00189847114961594,-0.00181866879574955,0.000373409857274964,-0.00334630277939141,-0.0113472053781152,-0.00273694400675595,0.00155766471289098,0.00417134584859014,0.00561358546838164
"11",0.0034582382068038,-0.00401854980736971,-0.00188106496352702,0.000148583829286508,0.00822123419493437,0.000827730807941407,-0.00588835403323174,-0.00108273618388921,-0.00115751847624779,0.00258330372162163
"12",0.00523454649373889,-0.00182426662649959,-0.000346291897585616,-0.00268766563385725,-0.00254548969678581,-0.00300593697465956,0.00515885790809989,-0.0143019668757915,-0.000197820132598281,-0.00931548047810793
"13",0.00467547494918108,-0.00611401861533523,0.00044209259795025,-0.00275646313093603,0.000631443283054978,-0.00176929705776274,0.00135493942070752,8.74452744028531e-05,-0.00408557569608092,-0.00306299701333046
"14",0.0013923259684816,-0.00782698672264814,-0.00148426182568073,0.00311985216103494,0.0015508197247982,0.00102881761267781,0.004634371958673,0.00546412775292993,-0.00385543564334512,0.0110486112535
"15",0.000762562791351229,-0.00774335255846381,0.00314100016839802,0.00211352156475186,0.00477921264246106,-0.00427053635939956,0.0158031433820724,-0.0060943104326725,0.00429938500747085,0.000653982220683247
"16",-0.00248808646574616,-0.000314161734422669,0.00245760404504836,-0.00479070981964469,-0.0015971886459738,-0.00219143368303776,0.00175860151648521,-0.0174838230013847,0.000479425070807338,-0.00473993876948953
"17",-0.00074320676503703,-0.000866910500917584,0.00186115724500269,-0.000642514612991363,-0.000269572861725464,-0.0169538222253323,0.00216532242484391,0.00749768689274788,0.00628045760095119,-0.00859054736793041
"18",-0.00160333549138159,-0.00313000101596117,-0.000522720511071384,0.00613192515447736,0.00922014843672514,0.00602013524621725,0.00334887276403606,0.00208497885614634,0.00117602886166424,0.00379377533681691
"19",0.00380676495842636,-0.00455186516046524,-0.00482016708701849,-0.00070712756132707,-0.00552299525588751,0.00142748293001205,0.00497531797736883,-0.023273978382349,-0.0043527465313673,0.00619617244228721
"20",0.00186850281897932,-0.0125153502449393,-0.0046072443947196,-0.00158935028593987,-0.0108881397172809,0.00407613767310977,0.00259037362411618,-0.0140584213659167,-0.0017812839942053,-0.00687576178461313
"21",0.00299279554747045,-0.00841906014829874,0.000341675360687077,-0.00010143583494937,-6.00138582740328e-06,0.00131888082250953,0.00471459981054068,0.00522618927061558,-0.0023033746983856,-0.00668685464188457
