"","CVX","DIS","PG","IBM","VZ","BA","KO","MCD","MRK","HD"
"1",0.00336160534061491,-0.00210710405372083,0.00280887144617736,0.00463022897019982,-0.00319404876790941,-0.00979999080300331,0.00403996556997299,0.00254938122816384,-0.0244889464229345,-0.00444269273430109
"2",0.00546794850379229,0.00898433569818735,0.00793628674000502,-0.0152425868436694,-0.00860061682760715,0.0106471553444862,-0.000694939866662025,0.00901160854846239,0.00346360076218843,-0.00450806971639395
"3",0.000929844798520207,-0.00128324667457491,-0.00159072619862854,-0.0185843948274851,-0.000728339073248208,-0.00218893704004586,0.000175219174707308,-0.000802275375463068,-0.00532247358933091,0.016821326687932
"4",0.00212766090407968,0.00534417387098074,-0.00350583111867309,-0.000743903918191791,-0.00102589244488627,-0.00358094763942063,0.00151716463733464,0.00691307056695223,-0.013405691832304,-0.00392945623025298
"5",-0.000134079746203497,-0.00163586891721934,0.000909205991774797,0.00469482643529773,-0.00345392059534788,0.000951163121499121,-0.00373447686433792,-0.00293520139530301,0.000729435589164495,-0.00153399934060872
"6",-0.000246886425884441,0.00412564631551504,0.0103537011891603,-0.0128971626982093,-0.00309461401775479,-0.00528900278732181,0.00222517363727093,0.00811891071498394,0.00814851745963097,0.0067377956584096
"7",0.00156204495579004,-0.00257824477739632,-0.00491399504244328,-0.00771983433514833,0.00240198918618262,-0.000423593970481306,0.00266742985695601,-0.00968314614146948,0.00528265768662095,-0.000575825746636838
"8",0.00600465293973684,0.00283228862099349,-0.000266045070020482,-0.00170605559833348,0.00553282862529159,0.0109215555712581,-0.000699743570294231,0.00303597981110215,0.00812268257141113,0.000398174888687208
"9",0.00137267576064914,0.00377264828421175,0.00487585784867406,0.0171705726534128,2.73533933068393e-05,-0.00384802464395761,-0.00035206665052101,0.000560752640012652,0.0129677662625909,0.00124263856559992
"10",0.00069916428765282,0.00183842645492405,-0.000741799420211464,-0.00699711032211781,-0.00106856424827129,0.00581952556967735,0.000117808813229203,0.00703123304992914,0.00226441211998463,0.000411766755860299
"11",0.00301314191892743,-0.000154525201651268,-0.00348963309079409,-0.00239118956960738,-0.0037075630389154,0.00465709064155817,0.00502548227086663,-0.00276719033718109,-0.00484734261408448,-0.00444956310093403
"12",-0.000335432880092412,0.00268244068138301,0.00980373471975327,0.00171952741220593,-0.00128184410277754,0.00407338235527277,0.00168313761241734,0.00180337054189295,0.00201196200214326,-0.00129487039521337
"13",0.00258358917199075,-0.000842257286421955,-0.00665162643417716,-0.00582042476162314,0.00330183748155832,-0.00746604660525918,0.00116408569738269,0.000321284809615463,0.00462430343031883,-0.000161031450261362
"14",0.00273436820134521,-0.00202921847812831,-0.00147312495391816,0.000598814862314612,0.000350779417203739,0.00554949697107077,-0.00189364783000201,-0.00146338285412639,-0.00514053925871849,0.00374376121908426
"15",0.00290608522482216,5.83130567974877e-05,-0.00723266322165728,0.00508605083450675,-0.00153689924627542,-0.00390660669654608,-0.000903905252926052,0.0011495427461341,-0.000457281334092841,-0.00238525425083935
"16",0.00290435319766402,0.00119564041960984,0.00416246522217989,0.000292552344035357,-0.00115087395533919,0.00308107398450375,2.630274866533e-05,0.00446760561317205,0.00105045165400952,-0.00431974418461323
"17",0.0035626026801765,-0.00170749775134027,-0.00325569114647806,-0.00194057321641594,0.00229011825285852,0.00618119304999709,0.00485901907086372,-0.00306663638912141,0.00146744726225734,0.00278472201898694
"18",0.00144777691457421,0.000885412853676826,0.00217434903606772,0.00568435294553638,0.00262199994176626,0.00817268434911966,0.0065522245131433,0.00246309256181121,0.00029089828603901,-0.00253442605026066
"19",0.00268936296924949,-9.88485189736821e-05,-0.000303536362480372,-0.000430170592153445,0.00198339158669114,0.0019230741309002,0.00592853222042322,-0.00308470870368183,0.00623456342145801,-0.000136383590870537
"20",0.000889646878931671,0.000128726227558218,-0.00179475196637213,-0.00316611141897738,0.00384136848151684,0.00567544670775533,-4.62841744592879e-05,0.000728905957657844,0.00194889632984996,0.00128359848167747
"21",0.00233701220713556,-0.00299577880650759,-0.00625727884471416,0.00159617804456502,-0.00338309374637902,0.00268145254813135,0.0042237862944603,0.000126881306641735,0.000382655474822968,-0.00550005352124572
