"","XOM","GS","HD","CSCO","VZ","UNH","PG","IBM","PFE","MRK"
"1",-0.0145329153165221,0.000368883600458503,0.000379504344891757,-0.0030904698651284,-0.00176003586966544,0.00275277975015342,-0.000934238138142973,0.00354080530814826,0.0035624981392175,0.00488208094611764
"2",0.000248781521804631,0.00528691057115793,0.00111697730608284,0.00374390720389783,0.00217359070666134,0.0094239404425025,-0.00180996570270509,0.00240400806069374,0.0079738711938262,0.00295271165668964
"3",0.00892751105129719,0.0124571472406387,-0.0287497285753489,-0.00316606741398573,0.0111866230145097,-0.00335263204760849,-0.0014400634681806,-0.00175316678360105,-0.000966999097727239,0.00310513842850924
"4",-0.000989534077234566,-0.00288288365118206,-0.0095557440072298,0.00434361398220062,-0.0100781731307507,0.00543377781286836,-0.0075046787969768,0.00163891771808267,0.00523189641535282,-0.00156745489221066
"5",8.97193604032509e-05,-0.000107276340713724,0.00681976927444339,0.00885386578738689,-0.00866494420915842,1.4161172657623e-05,0.00314931012690067,-0.0005643674521707,0.0142604084685445,0.00500764418393373
"6",0.00128384109120816,0.000267147872364148,0.00302029121667147,0.0086800716817379,-0.000285016925772652,0.00589028978720307,0.00862597487866879,0.00138592440634966,0.00178669241722673,0.000152314809383824
"7",-0.000221466849325225,-0.0180677808821201,-0.00868920236825943,0.00514811836183071,0.00943068787455559,0.00443326402455568,0.00295538455247879,-0.00929506774991751,-0.00799135211855173,0.00632442347705364
"8",-0.00674856221303344,-0.00592098198831081,0.0038794819265604,0.00793071743100882,0.0124221574515104,-0.00741153350099921,-0.00197341665625572,0.00279371533542871,-0.00276269763708115,0.0010715329553932
"9",-0.0102671645581722,0.0117025682702661,0.00311762001365423,0.00395269179716706,0.00516683282330632,0.00374349346384406,-0.00215872284024954,-0.00835892278701067,0.00174946850165725,-0.00139567826408893
"10",0.00548918405547738,0.00139782577753067,0.000979128060862422,0.000285191315924749,-0.00222077989019454,0.000143159370054491,0.00506506953388453,0.00211346382275224,0.00838546734303236,0.000804464914835989
"11",0.00796055607497692,0.00464884517714381,-0.00171720690559596,0.00186452339403331,0.00101433077361435,-0.00269442028366029,0.00167272554244846,-0.00457606604322791,0.00368559337221086,-0.0017830008873716
"12",0.00516390614211559,-0.015226922929287,-0.000210466707358137,-0.00419029453769326,0.0032696845009923,-0.0010175365023315,-0.00519103789702058,3.19144819513895e-05,0.00408989563584328,-0.000380791461793706
"13",0.00292121153324842,-0.00523532694205642,0.00412570964545012,0.00594160053879023,0.00528510427102447,-0.00295880134217441,-0.000881833548191935,-0.00161954027134925,0.00115782115608454,0.00122970633674413
"14",-0.00156752218026668,-0.000168183745699935,0.00729961926117539,-0.00313770538195968,-0.000742875912692398,0.00334700802341104,0.00031846304773353,0.00300296256318688,-0.00258350512012839,-0.00102877186145633
"15",0.00214953906834126,0.00322779431007802,-0.00891683716326952,0.00237864861264825,-0.00784485880285501,-0.00103447213768959,0.00162963871844113,-0.00560888834297657,-0.00169419508893043,0.00180752715095878
"16",-0.00130612752400339,0.00348201091401279,-0.000135323076392524,0.000370389083400369,0.000276858307188377,0.00083649402949959,0.00138608377892524,-0.00348046398721635,-0.00171617488376796,-0.00267057539895177
"17",-0.00183756882324815,0.00184263265691698,0.00354394153691828,0.00697117671370506,-0.00125994591508061,0.00247375434264541,0.000342027982696891,-0.00207341299392283,0.00209935568273067,-0.00128354027401656
"18",-0.000448484235676005,-0.000532306148670614,-0.00411672238260508,-0.00297591742128134,-0.0128247402608395,-0.00027026142925024,-0.00148851901758462,0.00425684778019786,-0.00235869269818068,0.00136601249687374
"19",0.000670697772875428,-0.00442257151007652,0.00499429926276207,0.000920422840863466,-0.00718372734263539,0.00264269392937422,0.00242467573843896,-0.00496747205033898,0.00185715989209712,-0.00381818925961852
"20",-0.00472724623978138,0.00169441616162658,0.00180217216257006,0.000679724209476262,-0.00811724364757538,-0.00517135811969638,-0.00131099950522184,0.000849356933031231,-0.000927804911043495,-0.00183261395432055
"21",0.00118165242020041,-0.00483622262254357,-0.00195052044000477,-0.00325945601798594,-0.0048692375421524,-0.0025615612976253,-0.00177577149588615,-0.0021526413038373,9.99234835035168e-05,-0.00219875038601458
