"","INTC","CVX","MCD","WMT","CSCO","HD","NKE","VZ","BA","GS"
"1",-0.00659223366528749,-0.000396339484723285,-0.000566177244763821,-0.0135922217741609,0.00122982216998935,-0.0050031472928822,-0.00692945625633001,0.00593345612287521,0.00116112211253494,0.0034711929038167
"2",0.00425493624061346,-0.00088872731430456,0.00600641593337059,0.00224691489711404,0.00629272451624274,0.00109732744749635,0.00395016651600599,0.00394742796197534,-0.00753858778625727,0.00493372185155749
"3",0.00177422817796469,-0.00220146961510181,-0.00147150293923914,-0.0143285393714905,0.00403636042028666,0.00296587776392698,0.00192010845057666,-0.00096330774249509,0.00395695213228464,-0.000667498796246946
"4",0.0066684796474874,0.00722858216613531,0.00383693864569068,-0.00192617310676724,-0.00677436171099544,0.00282626389525831,0.00256458506919444,0.00560983642935753,0.00253134639933705,-0.0102913938462734
"5",-0.00103319028858095,0.00844595860689878,0.0038962671533227,0.0036870171315968,0.000379677076125517,-0.00079201121116057,0.00697330106049776,-0.00210376689210534,-0.000781848444603384,-0.00715487543493509
"6",-0.00298198568634689,-0.0133376196026802,-0.00594823248684406,0.00639816513285041,-0.00398738123476505,0.00335984933190048,0.00980150140821934,0.00421907380223274,0.00146345980465412,-0.00407189968973398
"7",0.000321850180625916,0.00447700871154666,-0.0091851195320487,-0.00270346272736788,0.00804678164422512,-0.00435071205720305,0.0148970372974873,-0.00323457177728415,3.36461198457982e-05,0.00628347601741552
"8",0.00688762497156858,-0.00108424574136734,0.00586301879957318,-0.000575204263441265,-0.00414951937273145,0.0075700948946178,0.00628797337412834,0.00511554395779967,-0.00060251890681684,-0.000518293294589967
"9",0.00605084467679262,-0.00735852215439081,-0.0024912366643548,0.00195107224863023,-0.00673437397927046,-0.00737991835922003,-0.00468800356611609,-0.00479506095871329,-0.000460286246379837,-0.00928062945604324
"10",0.00260725105181336,0.00540082063525915,-0.00413237838074565,0.00644211331382394,-0.00383741897530854,0.000564760877750814,-0.0069407788105309,0.000621921557467431,-0.000546810682862997,-0.00676136650145054
"11",0.00187548506073654,-0.00170385686215013,-0.00729447416961193,-0.00487783458083868,-0.00889647006988525,-0.00131810165476054,-0.00280838762409985,0.00329341669566929,-0.0040706847794354,-0.000613393203821033
"12",-0.00206323782913387,7.21574269846315e-06,0.00336017715744674,0.000998213887214661,0.00590203981846571,0.00440647639334202,-0.0103598572313786,-0.00310921901836991,0.00437419954687357,-0.00824930891394615
"13",-0.00384614826180041,0.00211309990845621,0.0024506461340934,0.00159542972687632,-0.0149759687483311,-0.000983799691312015,-0.00150726956781,0.000179051232407801,0.00608959048986435,0.00531907565891743
"14",1.24043517644168e-05,-0.00188113562762737,0.00181647448334843,0.000650518923066556,-0.0178266577422619,0.00674671307206154,-0.0182163510471582,0.00017172351363115,-0.00185649318154901,-0.000280964333796874
"15",0.00352629530243576,0.00135495827998966,-0.00209607742726803,-0.00486232759431005,0.000785707146860659,-0.00432900711894035,-0.0106269083917141,0.00128426775336266,0.00425869273021817,0.00140425271820277
"16",0.00223226007074118,-0.00141889613587409,0.00256620417349041,-0.00212159752845764,-0.0106402393430471,-0.00436929985880852,-0.00613143434748054,-0.00678395526483655,-0.00242579611949623,0.00185128336306661
"17",-0.00572063215076923,0.00104203203227371,0.00186713668517768,-0.00150272494647652,-0.00823711138218641,-0.00676305079832673,-0.00171372562181205,-0.000930252193938941,0.00184370530769229,0.0082586370408535
"18",-0.0038283122703433,-0.00471431622281671,-0.00240185367874801,0.00473466282710433,-0.0154970232397318,-0.00359459850005805,-0.00732285482808948,-0.00545855471864343,0.0064821969717741,0.00371579499915242
"19",0.00119908328633755,0.000332033931044862,-0.00361934304237366,0.00118791160639375,-0.00298240361735225,-0.00193717412184924,-0.00118437979836017,-0.000917999248486012,0.00221161567606032,-0.00709420535713434
"20",0.00434133457019925,-0.00168289931025356,0.00294602569192648,-0.00118337851017714,-0.0217973440885544,0.000936365860980004,-0.0010503176599741,-0.0065923617221415,0.0071864346973598,-0.00194579851813614
"21",0.00696156499907374,-0.00139007368125021,0.00532195763662457,-0.00073408376192674,-0.00423512700945139,-0.00134622352197766,-0.00654797395691276,-0.00572254555299878,0.00478590559214354,0.000342449609888718
