"","JNJ","CVX","WMT","PG","CAT","KO","AA","MCD","DIS","MRK"
"1",0.000997167313471437,-0.00467559229582548,-0.00531408749520779,0.00179318268783391,0.0015158208552748,-0.00511413579806685,0.0144022479653358,0.00731906667351723,-0.0100535852834582,-0.00899743288755417
"2",0.000102690770290792,0.00482574664056301,-8.22134898044169e-05,-0.00164476688951254,-0.00131611269898713,0.00204228889197111,0.00341664790175855,0.00402377033606172,-0.000588551338296384,0.000596201804000884
"3",-0.00496426085010171,0.00783441495150328,-0.011190926656127,0.00822872947901487,0.0255087483674288,0.00234930450096726,0.00723146926611662,0.00155170564539731,0.00469276309013367,-0.00434146728366613
"4",-0.000226796953938901,0.00266354344785213,-0.00274574034847319,0.000345533335348591,-0.0131904315203428,0.00149410124868155,0.0107708377763629,-0.000927742687053978,0.00308398343622684,0.000890135474037379
"5",-0.00341766164638102,0.000386424333555624,0.00427370937541127,-0.00261460430920124,-0.00512735499069095,-0.00032287702197209,0.00551295606419444,-0.00367171783000231,-0.00541507545858622,0.0147652709856629
"6",0.00174178241286427,-0.00398483546450734,-0.00507487822324038,0.0010851122206077,-0.00505117513239384,-4.37732960563153e-05,0.0137480730190873,0.0081764766946435,-0.000188550009625033,0.00455604353919625
"7",-0.00188421877101064,-0.00261703017167747,0.000418401643401012,0.00305363349616528,-0.00468342611566186,-0.00277425162494183,0.00460285134613514,0.00346955843269825,-0.00577912759035826,0.00145139824599028
"8",0.00301966280676425,-0.00929058529436588,0.00215831468813121,-0.00368718360550702,0.0139367906376719,0.00315990019589663,0.0144004067406058,0.00265319342724979,0.000148184961290099,0.00547963846474886
"9",0.00556603027507663,0.000196866050828248,-0.0028478647582233,0.000888909096829593,-0.00445682648569345,0.00392249180004001,-0.00137261196505278,-0.00151838432066143,0.00488689448684454,-0.0027439589612186
"10",-0.00165771483443677,-0.00285768532194197,0.00249797222204506,-6.03189218963962e-05,0.0128990653902292,0.00538497231900692,-0.01029381621629,-0.00196160189807415,-0.00296039693057537,0.000471459876280278
"11",-0.000824898132123053,-0.00415002601221204,-0.00397318322211504,0.0011169807985425,0.00154081801883876,0.000295509147690609,-0.019636008888483,0.00175669661257416,0.00585578056052327,-0.000676051888149232
"12",0.00470948126167059,-0.00268160598352551,-0.00160907814279199,-0.00275606429204345,-0.00012391759082675,-0.00850770901888609,0.00174165179487318,-0.00188628071919084,0.00813503377139568,0.00426128692924976
"13",-0.00230226875282824,0.00275603821501136,0.00353558943606913,0.00154752610251307,0.00447014207020402,-0.0087766433134675,-0.000684170867316425,0.00254388386383653,-0.00786746572703123,-0.000116422794235405
"14",-0.000376288458937779,-0.00128438498359174,-0.00536586903035641,-0.00245924899354577,-0.00208315323106945,0.00187406421173364,-0.00680174678564072,-0.00282757356762886,0.000614509801380336,-0.000456581590697169
"15",-0.00027251522988081,0.00254665268585086,-0.00157754961401224,-0.00283969542942941,0.00169603829272091,0.00227902363985777,-0.016695773229003,-0.000693594804033637,-0.00952094327658415,0.00162814429495484
"16",-0.00273645459674299,-0.000929247704334557,0.000566412345506251,-0.00562966428697109,0.00363041227683425,0.000445461220806465,-0.000164208322530612,0.00361620355397463,0.00173080002423376,9.3591159384232e-05
"17",0.000631753006018698,0.00228166533634067,-0.00107725488487631,-0.00474732974544168,0.000937508651986718,-0.00143317540641874,0.00458222767338157,0.000689333071932197,0.00366445304825902,-0.00235389219596982
"18",-0.00338823068886995,-0.000330025999573991,0.000422913406509906,-0.00254091853275895,0.00361212738789618,-0.0014270527753979,0.0087950462475419,-0.000494781183078885,-0.00286453287117183,-0.00308218109421432
"19",0.00099290965590626,-0.000208039622521028,-0.0014901424292475,-0.00489584589377046,0.00490245129913092,-0.00325720803812146,0.0012032724916935,-0.00220378395169973,-0.000252948142588139,-0.00579067599028349
"20",0.00834293849766254,0.000788209494203329,-0.00185727584175766,-0.00402178708463907,-0.000203196832444519,0.00561132468283176,-0.00907601229846478,0.00502938684076071,-0.00268651614896953,0.00552058685570955
"21",0.00105062185321003,0.000575479411054403,0.00665201246738434,-0.00308385281823575,-0.00242162495851517,0.000780314905568957,0.00466445926576853,-0.00401928322389722,-0.00573060987517238,-0.0066649978980422
