"","PFE","JNJ","PG","CVX","HPQ","AA","HD","BA","MRK","AXP"
"1",2.1493071471923e-05,0.00756078353151679,0.00231907819397748,-0.0047678966075182,-0.00243317312560976,0.00443702843040228,0.0101956967264414,-0.0130355758592486,0.00476899882778525,0.0631570070981979
"2",-0.00523357279598713,0.00803493056446314,0.00127468269784003,0.0202517509460449,-0.00390687864273787,0.00990932434797287,0.0238489285111427,0.00469971029087901,-0.0232054125517607,-0.0152044920250773
"3",-0.00242212601006031,-0.000334208074491471,0.00411366578191519,-0.00970457121729851,-0.0106088845059276,-0.017462806776166,-0.0023746001534164,-0.00853495299816132,-0.00803918018937111,0.0027001288253814
"4",-0.0152923353016376,-0.00201810756698251,-0.000707877508830279,0.00987539160996675,-0.00983922742307186,0.000737382099032402,0.00685247825458646,-0.0170671101659536,-0.00218457938171923,-0.0136454626917839
"5",-0.000598014332354069,0.00129836122505367,0.00552500365301967,0.00342888664454222,0.00983791518956423,-0.00740513484925032,-0.00269774673506618,-0.0235929358750582,-0.000857383769471198,0.0184191539883614
"6",-0.00596398767083883,-0.00345498486422002,0.00397044792771339,0.00321728875860572,-0.000884974841028452,0.00533955870196223,-0.00724980514496565,0.00357467238791287,0.0173508506268263,-0.0229040887206793
"7",-0.00591171626001596,-0.00067395786754787,-0.00563400518149137,0.00363241950981319,0.00247219321317971,0.00437628338113427,0.0093509629368782,0.0110052730888128,-0.0232691094279289,-0.00621835887432098
"8",0.00244504865258932,0.000811486330348998,-0.000736052694264799,-0.00799062475562096,0.0101402290165424,-0.00433500576764345,0.00713447527959943,-0.0144956223666668,0.0079984487965703,-0.0110807968303561
"9",0.00327389175072312,-8.15800376585685e-05,0.00373506988398731,-0.0128997573629022,0.00609948998317122,0.0244595967233181,-0.0076876669190824,0.00337123987264931,0.00989710912108421,-0.00526492297649384
"10",-0.00401252135634422,0.00422691786661744,-0.00336493272334337,0.0127069111913443,0.00992844440042973,-0.00118263729382306,-0.0129734305664897,-0.0154820894822478,0.00209551258012652,0.00591094233095646
"11",0.000635485164821148,0.00224050576798618,0.00104493740946054,-0.00369214010424912,-0.00198280368931592,0.00352214556187391,-0.000149202547618188,-0.00503272889181972,0.0245736464858055,-0.0130210323259234
"12",-0.00226068869233131,-0.00155785155948251,0.00335966749116778,0.00119543320033699,0.00144071050453931,-0.00294411135837436,0.00483417464420199,-0.000623713596723974,0.00837654434144497,0.00895308516919613
"13",5.5597167374799e-05,-8.64084358909167e-05,-0.00360574573278427,0.00335574964992702,-0.00799678731709719,-0.0114744948223233,0.000541410292498767,0.000945900974329561,6.49480807624059e-06,-0.0015958301955834
"14",-0.00165518070571125,0.000961670652031898,0.00215010368265212,0.00257350667379797,0.0120417252182961,0.00543390167877078,-0.0073281298391521,0.00537439016625285,0.00258448044769466,0.00452999910339713
"15",0.000249168544542044,-0.0028670490719378,-0.00287046632729471,-0.00510559789836407,0.016379090026021,0.00999585725367069,-0.000430728163337335,-0.00857393257319927,9.42396582104266e-05,0.00432680221274495
"16",-0.00305859884247184,-0.00193790905177593,-0.00301719782873988,-0.00845980271697044,-0.00177426380105317,-0.00387502368539572,-0.00663772458210588,0.00203757896088064,-0.000925595406442881,-0.0127534065395594
"17",0.0100410552695394,0.00398927880451083,0.00171716418117285,0.00254675536416471,-0.00178564083762467,0.0100541105493903,-0.00566853815689683,-0.00117876962758601,-0.00978916976600885,-0.00802992656826973
"18",-0.00254645803943276,-0.00597440591081977,-0.00592102017253637,-0.010589593090117,0.00066189089557156,-0.00520548271015286,0.00535020371899009,0.000113546804641373,0.00699903490021825,-0.00683085341006517
"19",-0.00166644959244877,0.000826898845843971,0.000773498089984059,-0.00208734720945358,-0.00425721751525998,0.00974088069051504,0.00137495086528361,0.00943215191364288,0.00467013707384467,0.0022899613250047
"20",0.00105439766775817,-0.00550618302077055,0.00157576752826571,0.00753014534711838,0.0124762216582894,0.00217878329567611,-0.0114562399685383,0.00758623937144876,-0.000278799037914723,0.00543083995580673
"21",0.00491659436374903,-0.00530983414500952,0.0014976414386183,-0.000571432465221733,0.00863938219845295,0.0123914256691933,-0.00502989906817675,0.00315460027195513,0.00544348591938615,0.00502484198659658
