"","INTC","CVX","MCD","CSCO","WMT","HD","NKE","VZ","BA","GS"
"1",0.0150049673393369,-0.00630251038819551,0.00715233245864511,-0.000933009549044073,-0.000353349518263713,0.0220743585377932,-0.0103352777659893,-0.000937725126277655,-0.0154942059889436,-0.00619179103523493
"2",-0.0034397947601974,0.000152280699694529,0.00151346903294325,-0.00350256031379104,-0.000563560577575117,0.0114321522414684,-0.00177122151944786,0.00120661698747426,-0.0190526451915503,0.000106708968814928
"3",-0.00547270895913243,-0.00233473372645676,0.00427241437137127,-0.000801020651124418,0.000981662655249238,0.00397247681394219,0.00386065524071455,-0.00497764814645052,0.00715665752068162,0.00444275327026844
"4",-0.00790544878691435,0.00277069117873907,-0.00225045066326857,0.00189422711264342,0.000882548338267952,0.00169182603713125,-0.0164532344788313,0.0077844993211329,0.00176389503758401,0.000965732906479388
"5",0.00198781560175121,-0.00523225357756019,0.00516063207760453,3.84190243494231e-05,-0.00239477748982608,0.00618277257308364,-0.0138896498829126,-0.00237763184122741,0.0158609487116337,0.00699817063286901
"6",0.000992817687802017,0.00385202211327851,0.000462430238258094,0.00412591081112623,0.000255843217018992,0.00416181702166796,0.00819629523903131,-0.00158724759239703,0.0255573466420174,0.00545839453116059
"7",0.00508893746882677,-0.00539983436465263,0.00419820426031947,-0.00577144883573055,0.000697138020768762,0.00486095994710922,0.00094603979960084,-0.0084782438352704,0.0078088091686368,-0.000230907389777713
"8",0.00382745102979243,-0.00624006148427725,-0.000320921972161159,-0.00600986368954182,-0.00084668816998601,-0.00243019568733871,-0.0138356881216168,-0.00324512831866741,-0.00170583743602037,0.00121030013542622
"9",-0.000598992337472737,-0.00144782441202551,0.000942253391258419,0.000476264191092923,-0.00263819098472595,-0.00332913710735738,0.00195163977332413,-0.00623307516798377,-0.00715578766539693,-0.000260203203652054
"10",-0.00382265262305737,-0.00130211585201323,0.00249646487645805,-0.000582263281103224,0.00248899916186929,-0.00206279056146741,-0.00307637825608253,-0.00598040362820029,-0.00425705639645457,0.00334819289855659
"11",0.000650511705316603,7.26353173376992e-05,0.000437926821177825,0.00857170578092337,-0.00384366628713906,-0.00148117658682168,-0.000146535428939387,-0.0102925961837173,-0.00639611482620239,0.00413091480731964
"12",0.00322329998016357,0.00604679295793176,0.00371659616939723,0.00125275424215943,0.0044342284090817,0.00338838784955442,0.00242569041438401,0.00722582219168544,0.00558990146964788,-0.0094447573646903
"13",0.00352327572181821,0.00182953791227192,0.00115462299436331,-0.0025777209084481,0.00237686815671623,0.00238146143965423,-0.00842105224728584,-0.00421499134972692,-0.00429722620174289,0.00806233379989862
"14",0.000519863970112056,-0.00115420517977327,0.00287019670940936,0.000839716347400099,0.000379752076696604,0.000910124043002725,-0.00173372763674706,-0.00459986552596092,-0.00157418998423964,-0.00858680531382561
"15",0.00498729571700096,-0.00350061501376331,0.00090335839195177,0.00333094433881342,-0.00264318124391139,-0.000182662231964059,0.00828375574201345,0.0054278327152133,0.00180078879930079,0.00361552624963224
"16",-0.00308647868223488,-0.00102000671904534,0.00195750058628619,-0.00352040864527225,0.00253519369289279,0.00163961842190474,0.000168380778632127,-0.00260263262316585,0.00987761467695236,0.00149125081952661
"17",-0.00162520306184888,-0.000399929587729275,0.00484103336930275,-0.00827929191291332,-0.00630951626226306,-0.00137456646189094,-0.0052359071560204,-0.00113921973388642,0.00880211405456066,-0.000712308683432639
"18",0.0017488602316007,-0.00249155052006245,-0.00081551301991567,-0.00110653520096093,0.00436929706484079,0.000825494935270399,-0.00160100078210235,-0.00248709903098643,-0.00455885520204902,0.0129092922434211
"19",0.00418695714324713,0.00379504123702645,0.00307204481214285,0.00183080905117095,0.00125363760162145,-0.0043046222999692,0.00019927705579903,7.82257120590657e-05,0.00307438825257123,-0.00466071674600244
"20",-0.00102911202702671,-0.00282016047276556,0.0020458223298192,0.00525380996987224,0.0019678701646626,-0.00101152912247926,-0.0150690264999866,-0.00304054538719356,-0.00413005240261555,0.00130610272753984
"21",-0.00129311706405133,-0.000483704206999391,0.00392508832737803,0.00185952999163419,-0.00167388340923935,-0.00831175409257412,-0.00626711873337626,-0.0064650853164494,0.00767170265316963,0.00685189850628376
