"","BA","WMT","HD","VZ","PG","CSCO","PFE","UNH","IBM","MRK"
"1",-0.00295385136269033,0.00692385341972113,0.00794942677021027,0.00660021929070354,0.00105547229759395,-0.070618525147438,-0.00014712888514623,0.00472812261432409,0.00242188712581992,-0.00487390626221895
"2",0.00105624482966959,-0.00959055032581091,0.0114597175270319,0.00576604250818491,-0.000742585049010813,0.00435893191024661,0.00177733565215021,0.000221820155275054,-0.00254700845107436,0.00107875769026577
"3",-0.00493535306304693,-1.80528804776259e-05,-0.00305501418188214,0.0188671816140413,0.00130003597587347,0.0119559029117227,-0.00211274996399879,0.000466770812636241,-0.000221615438931622,-0.00242337770760059
"4",0.00158137874677777,-0.0081004835665226,0.00227758148685098,0.0266864746809006,-0.00170387490652502,-0.0011939259711653,-0.00118572544306517,0.00451713614165783,0.000162063093739562,0.00514308223500848
"5",-0.00458681071177125,0.0130179561674595,0.00353763811290264,0.0243272371590137,0.000908189918845892,0.00366718019358814,-0.00351684261113405,0.00262583023868501,-0.000174283166415989,0.00140511500649154
"6",1.81932464329293e-05,-0.00214396184310317,0.000227741009439342,0.0164292268455029,0.00179353728890419,-0.00492759421467781,-0.00468575302511454,0.00343759311363101,0.00323282508179545,-0.00247178901918232
"7",0.000217096094274893,-0.00149952876381576,-0.00546242203563452,0.0182706248015165,-5.22442824149039e-05,-0.00302220322191715,-0.0021957119461149,-0.00422094855457544,-0.00261956918984652,0.0019271558849141
"8",0.00992835126817226,-0.0124013293534517,0.00548311090096831,0.0270951949059963,-0.00105450372211635,0.00594448437914252,-0.000551916542463005,-0.00139096425846219,-0.00259817088954151,-0.0027061146683991
"9",0.00647538155317307,0.00676802266389132,0.00890206079930067,0.0249178875237703,-0.000769478094298393,0.00980145763605833,-0.00409382861107588,-0.00304193492047489,-0.00162657361943275,0.000301180174574256
"10",-0.00799253210425377,-0.00280762277543545,0.00392705062404275,0.0274864751845598,0.00242581334896386,0.00173223565798253,-0.00226122979074717,0.000573486788198352,-0.00513805728405714,-0.00333591108210385
"11",0.000584063411224633,0.00286350236274302,0.00500008091330528,0.0302212368696928,0.00117327529005706,-0.00167588784825057,-0.00194297020789236,0.000364110601367429,-0.0011171493679285,-0.00171183538623154
"12",0.00114477856550366,-0.00282648857682943,-0.00166344328317791,0.0270444229245186,-0.000263972266111523,-0.000367755041224882,-0.00129062938503921,-0.000492501130793244,0.000640200276393443,0.000482051225844771
"13",0.0063320891931653,0.00537147838622332,0.00504449708387256,0.0275760125368834,-0.000198160822037607,-0.000749148312024772,0.00140617729630321,0.00357168656773865,-0.00279781385324895,-0.00386497285217047
"14",0.00660143326967955,0.00132498214952648,0.00370536325499415,0.0278414785861969,0.0014922016998753,0.00751551333814859,-0.00434390362352133,0.00345783703960478,-0.00137480080593377,0.000361770362360403
"15",0.00274351355619729,0.00233454070985317,0.00267762830480933,0.0278414785861969,0.00192272663116455,-0.00242354860529304,-0.00519967032596469,-0.00294864596799016,-0.00271043507382274,0.00383212394081056
"16",-0.003650858765468,0.000172952524735592,-0.00821899529546499,0.0286232735961676,0.00180929247289896,-0.00362790352664888,0.000729027553461492,0.001226463355124,-0.00311861932277679,-0.00692937523126602
"17",0.0019720692653209,-0.000737449969165027,0.0028662218246609,0.0286232735961676,0.00352380471304059,0.00118787994142622,-0.00204940116964281,-0.00483760051429272,0.0123057505115867,0.00296097924001515
"18",-0.00215670373290777,-0.00459356419742107,0.00156010361388326,0.0280053671449423,0.00400723190978169,-0.00810550432652235,-0.000633099640253931,-0.00209445506334305,-0.00807911995798349,-0.00626907683908939
"19",0.00428108219057322,0.000257485779002309,-0.00282539729960263,0.0280053671449423,0.0034924519713968,0.00559986103326082,-0.00170918484218419,-0.00304483738727868,-0.00642685405910015,-0.00529036717489362
"20",-0.00117804517503828,0.00099938188213855,-0.00338623719289899,0.0280053671449423,0.00354134710505605,-0.00264569884166121,-0.00540798669680953,-0.000969996151980013,0.000312201969791204,-0.00502008013427258
"21",0.00157770758960396,-0.00135226221755147,0.00114077457692474,0.0280053671449423,0.000276557460892946,0.00159896956756711,-0.00114134361501783,0.00120154209434986,-0.00454913917928934,-0.00654720515012741
