"","IBM","PG","MRK","CVX","BA","DIS","GS","HD","T","KO"
"1",-0.00407861918210983,0.0101849501952529,0.00635397946462035,-0.00229146750643849,-0.00433106580749154,3.9447084418498e-05,-0.00148060498759151,0.00140202627517283,0.0120731759816408,0.00388205284252763
"2",0.00837762653827667,-0.00496553489938378,-0.00979947950690985,-0.00461499858647585,-0.0101792886853218,0.00764263607561588,-0.00165011244826019,-0.000136711460072547,0.00395076209679246,-0.00158811174333096
"3",0.0012740227393806,0.0106791667640209,-0.00470122136175632,-0.011096672154963,-3.39566286129411e-05,0.00296546053141356,-0.00735383946448565,-0.00439640646800399,0.000672023452352732,0.00564051838591695
"4",-0.00954363588243723,0.00646566925570369,0.00739219086244702,-0.00279449787922204,0.00128033652435988,-0.00429766718298197,-0.00778566487133503,0.00226093735545874,-0.00323816784657538,0.00225124764256179
"5",-0.00519608519971371,0.000825224095024168,0.00433256896212697,-0.00364845083095133,0.00753983715549111,0.00246401107870042,0.0016404939815402,-0.00478035351261497,0.00131204340141267,-0.000514155079144984
"6",-0.00266350386664271,-0.00450623640790582,0.000601609703153372,0.000684274535160512,0.0089607797563076,0.00962891150265932,0.00340888486243784,-0.00195837742649019,-0.00386667670682073,0.00206949468702078
"7",0.0128018576651812,0.000439991126768291,0.00338611146435142,-0.00207805470563471,0.00350563158281147,0.00237407232634723,0.00112220400478691,-0.00200851960107684,-0.00353756616823375,-0.000392222573282197
"8",-0.00537454802542925,0.00680775288492441,0.00683423411101103,-0.00491500180214643,-0.00212323176674545,8.90413211891428e-05,0.00149293977301568,0.00246266950853169,-0.00184177828487009,-0.00552373332902789
"9",0.00569737469777465,0.00669819349423051,0.0005841517704539,-0.00522355921566486,-0.0026639096904546,0.00881398841738701,-0.00270611140877008,-0.000482214527437463,-0.000271713186521083,0.0049504661001265
"10",-0.00341347511857748,0.000993974157609046,-0.000941407808568329,0.00317674898542464,0.00708620296791196,-0.0080057680606842,0.00294469855725765,0.00133748142980039,-0.00590832531452179,-0.00221202592365444
"11",-0.00633169896900654,-0.00200969423167408,0.00216450029984117,-0.000573547731619328,0.0032984942663461,0.00551558332517743,-0.00111885264050215,-0.00239319796673954,-0.00465735048055649,-0.00191880168858916
"12",-0.0113116567954421,0.00853955466300249,0.00135317642707378,-0.000824972812552005,0.0036684419028461,0.00325740431435406,-0.000744404911529273,-0.00073907058686018,0.00034573589800857,0.00263367523439229
"13",-0.00208845641463995,0.00217700679786503,-0.000861983629874885,0.00210342626087368,0.000523426046129316,0.00742590054869652,-0.00354666472412646,-0.00216135336086154,-0.00735679501667619,-0.00346510740928352
"14",-0.00438433140516281,-0.00426252465695143,0.000423119548941031,-0.00368879176676273,0.00342364702373743,0.00171269266866148,0.000581797154154629,-0.00181869359221309,-0.00997777841985226,-0.000909488997422159
"15",0.00118968007154763,0.00125030765775591,2.02682476810878e-05,-0.00317921512760222,0.00398989208042622,0.00492849759757519,0.00584523007273674,-0.00385592482052743,0.000823428621515632,0.00153532228432596
"16",0.00225647678598762,0.000410918466513976,-0.00191644858568907,-0.000537534069735557,0.00192601105663925,0.00878417212516069,-0.00196796841919422,0.00152253522537649,-0.00623409589752555,-0.00451159616932273
"17",-0.00298407790251076,0.00213849800638855,0.000808066979516298,-0.000829044263809919,0.00179732718970627,-0.00274584582075477,0.000524878792930394,-2.7649562980514e-05,-0.00748040061444044,0.00353166903369129
"18",-0.00849091447889805,0.000757693836931139,-0.00305239949375391,-0.000284837558865547,0.00292197638191283,0.00875892490148544,-0.00511929672211409,-0.000630332448054105,0.00113162002526224,1.12158331830869e-05
"19",-0.00582641875371337,-0.00310025527141988,-0.00134735775645822,0.00521423621103168,0.003975426312536,0.00952469557523727,0.000596958969254047,-0.00531936017796397,-0.00521116424351931,0.000657123571727425
"20",-0.000123507808893919,0.00371855800040066,-0.00109011516906321,-0.00550696346908808,0.00563343893736601,0.00134788453578949,-0.000521580746863037,-0.00370793603360653,-0.0120636997744441,0.00253264373168349
"21",-0.00116293237078935,0.00111990107689053,-0.00271307653747499,0.00400104047730565,0.00527103384956717,0.00346395280212164,0.0013571169693023,-0.00706839980557561,0.00439407397061586,0.000333488511387259
