"","JPM","PG","IBM","AIG","CAT","DIS","BA","MRK","AXP","T"
"1",-0.00691683730110526,-0.00327931507490575,0.00379223516210914,0.00681743258610368,0.000249084871029481,0.0124704726040363,-0.0146371042355895,-0.00747232884168625,0.00425235321745276,0.000288258219370618
"2",-0.00526746548712254,-0.00477444101125002,0.00180196564178914,0.000505029573105276,0.0181006789207458,0.00272318185307086,-0.0070579987950623,-0.00377486296929419,0.0149913849309087,0.0112340832129121
"3",0.00503616780042648,0.00223746034316719,0.00158736691810191,0.00497079268097878,0.0088046146556735,-0.000219254681724124,0.00645473087206483,0.000446096761152148,0.000253434205660596,0.0107669783756137
"4",-0.00457178801298141,0.00651538372039795,0.00235384539701045,-0.00234812451526523,-0.00402064947411418,0.00627334788441658,0.00373478466644883,0.0133318137377501,-0.00581292016431689,0.00977832730859518
"5",0.00156772742047906,0.00290271802805364,0.00170433591119945,-0.00101017532870173,0.00387793802656233,-0.00353950285352767,-0.00538815138861537,0.00759535282850266,-0.000758337730076164,0.00900105945765972
"6",0.010009971447289,0.0022632647305727,0.00222428236156702,-0.000571901502553374,-0.00433483254164457,0.00279485294595361,-0.000703772762790322,-0.00831121858209372,0.0050393408164382,0.0154830608516932
"7",0.00109372462611645,0.00129111506976187,0.000767885474488139,-0.00163207552395761,-0.000250096782110631,-0.00872363429516554,-0.00469632213935256,-0.00214099301956594,-0.00380839919671416,0.0115230018272996
"8",0.00609152484685183,-0.0027002701535821,0.00134435936342925,0.00211924989707768,0.00447164196521044,-0.000987544888630509,0.00466394936665893,0.00372546771541238,0.00155763677321374,-0.000152928667375818
"9",-0.00130489619914442,0.00327057251706719,0.0068887360394001,0.00242093182168901,-0.00239522126503289,-0.00635743141174316,-0.00433740112930536,-0.00784116238355637,-0.00397147284820676,-0.00905067473649979
"10",-0.00396559480577707,0.00400910619646311,0.00223079393617809,-0.00247820490039885,-0.00259228958748281,-0.00097979698330164,0.00157259253319353,0.00283020827919245,-0.00488412054255605,-5.57600433239713e-05
"11",-0.00243513728491962,-0.000612175033893436,0.00453931372612715,0.000456160749308765,-0.0140284365043044,0.00172911712434143,-0.00385596230626106,0.00552223064005375,0.00318965734913945,0.0043628579005599
"12",0.0151299284771085,0.00374959292821586,0.00304059451445937,-0.000554439960978925,0.00215521128848195,-0.00199179607443511,0.00595740182325244,0.000337390025379136,-0.00127164577133954,0.0021195076406002
"13",0.00239102961495519,-0.00027339396183379,0.00634120125323534,-0.000120981479994953,-0.00905018858611584,0.000373865943402052,0.0012655999744311,-0.000930760346818715,0.00208793999627233,0.0053821662440896
"14",2.65352009591879e-05,0.000423371675424278,0.00165119813755155,-0.00119914952665567,-0.0049541499465704,0.0021150759421289,0.000211731166928075,0.0085363183170557,-0.000124009806313552,0.0070618218742311
"15",0.00183681247290224,-0.000417839764850214,0.00633557932451367,0.000996564980596304,0.00678818859159946,0.00375042366795242,-0.00140299380291253,-0.00209684227593243,-0.000121580436825752,0.00846545118838549
"16",-0.000248606113018468,0.000546722614672035,-0.00147350679617375,0.00456851534545422,0.000937703880481422,-0.0019923709332943,-1.89361217053374e-05,-0.0030308491550386,0.00237485487014055,-0.00858699437230825
"17",-0.00380631303414702,-0.00212316773831844,0.00134353514295071,0.000239424000028521,0.00459694769233465,-0.0045667770318687,0.00587584963068366,0.0005236875731498,-0.00154941237997264,-0.00376984174363315
"18",0.00423153955489397,0.0011552416253835,0.00104378466494381,4.76524037367199e-05,0.000695086258929223,0.000499664922244847,-7.64857104513794e-05,0.00508169643580914,0.00150716782081872,-0.00271427864208817
"19",0.00515287835150957,0.000706637918483466,0.00347442971542478,-0.00140444235876203,-0.00228049303404987,-0.00427222158759832,0.00154612248297781,-0.00127465883269906,0.00244030356407166,-0.00319819641299546
"20",0.00143511104397476,-0.00141380168497562,0.00192353094462305,0.00107657432090491,-0.00258854846470058,-0.00204669125378132,-0.00138361717108637,-0.000781612645369023,0.00103482382837683,-0.00463659688830376
"21",0.00310449209064245,0.00231584557332098,0.00553917651996017,0.00258829770609736,-0.00365665322169662,0.000852526165544987,0.00575526617467403,0.00162476534023881,0.000555839273147285,0.00299269845709205
