"","JNJ","IBM","HPQ","PFE","KO","AXP","MCD","HD","DIS","CAT"
"1",0.00802012626081705,-0.00931522436439991,-0.0226258207112551,0.0108910389244556,-0.00297021330334246,0.0328027494251728,0.00282889022491872,0.0056669358164072,0.00526111340150237,-0.0133612649515271
"2",-0.00254757236689329,-0.000983299454674125,-0.00610493728891015,-0.0190625358372927,-0.0052821678109467,-0.0137762846425176,0.0141914654523134,0.0112220514565706,0.00284339138306677,-0.0192055311053991
"3",0.00963817536830902,-0.00371247506700456,0.0091229360550642,0.0265992563217878,0.000515833613462746,0.0247458685189486,-0.0124029014259577,-0.001167087466456,-0.023197690024972,0.01591563411057
"4",-0.0159815344959497,0.00909398589283228,-0.0122441472485662,-0.0295211300253868,0.00913812033832073,0.0163351818919182,-0.0174711532890797,0.0116166835650802,-0.00274213938973844,-0.0165421832352877
"5",0.00446543423458934,0.013411776162684,0.00261825090274215,-0.0203121695667505,-0.00116627337411046,0.0352340266108513,0.0132811302319169,0.0173056423664093,0.0153282377868891,0.0118805281817913
"6",0.00151939026545733,-0.00105366681236774,0.0101773198693991,-0.0264644790440798,-0.00773580558598042,0.0465935654938221,-0.00626159645617008,0.01165905687958,0.00475632632151246,-0.010712506249547
"7",-0.000912622141186148,0.0037742757704109,-0.00486413249745965,-0.00472422828897834,-0.0100561305880547,-0.034079521894455,-0.0137252509593964,-0.00413767527788877,-0.00555683625862002,0.0129577880725265
"8",0.00368972960859537,0.00241862167604268,0.0122812315821648,-0.00926302559673786,0.00760781718418002,-0.00634254515171051,0.00333188637159765,-0.00152268947567791,-0.00605536997318268,-0.030949654057622
"9",0.000607190595474094,0.00159972417168319,-0.00233832024969161,-0.00150726002175361,-0.000436994916526601,-0.00738093256950378,0.00637572025880218,0.0165308974683285,0.0239947456866503,0.0411109738051891
"10",0.000658630859106779,-0.00575595302507281,-0.00688395276665688,0.00468537723645568,-0.00586201855912805,-0.0346961505711079,0.001122867455706,0.000168869635672309,-0.016662809997797,-0.00408518454059958
"11",0.00106173334643245,6.21059007244185e-05,0.000782671093475074,0.00667361868545413,-0.00518673751503229,-0.00947477202862501,-0.00480210687965155,0.00328050996176898,-0.00483054015785456,-0.0366999246180058
"12",-0.00209059054031968,-0.0056486651301384,-0.00648498348891735,-0.00502596097066998,-0.0107823507860303,0.00924155209213495,-0.00382243702188134,0.0116311246529222,0.0027671919669956,-0.00606725551187992
"13",0.00344419875182211,-0.0103604234755039,-0.00161549064796418,-0.00157398253213614,0.00354125676676631,-0.0170204862952232,-0.00383087177760899,0.00314572011120617,-0.00897197984158993,-0.0162490792572498
"14",-0.00355982128530741,-0.00153546454384923,0.00176362344063818,0.00213372497819364,-0.0100868949666619,-0.00488711334764957,-0.000488109362777323,0.000365956337191164,0.00614119786769152,-0.00871512293815613
"15",0.00945072993636131,-0.00200387858785689,0.0072698243893683,-0.00402810424566269,-0.00882784649729729,0.0316666848957539,-0.000977550516836345,0.0122807985171676,-0.0013129455037415,0.0154294092208147
"16",0.000916106975637376,0.0118807666003704,-0.00538848107680678,-0.00749339442700148,-0.00393418734893203,-0.0272922646254301,-0.00722545571625233,0.00645900750532746,0.00716283544898033,-0.0157520081847906
"17",-0.00289664184674621,-0.0012723954860121,-0.0034193629398942,0.000532807724084705,-0.00788323301821947,-0.0273234844207764,-0.000430081185186282,0.000800408946815878,-0.00498670898377895,-0.00424651056528091
"18",-0.00110210257116705,0.00948703847825527,0.0132421432062984,-0.0026022526435554,-0.000827830226626247,0.00622981041669846,-0.00414661876857281,-0.00708734523504972,0.0137522304430604,0.00118500029202551
"19",-0.00429195305332541,0.0128527926281095,0.000289630785118788,-0.0102061228826642,0.00103749358095229,0.00391801213845611,-0.00218582060188055,0.00432464620098472,0.00385796255432069,-0.0121743464842439
"20",0.00585537357255816,-0.0051916716620326,0.00651160627603531,-0.000761790026444942,-0.0109164630994201,0.0180834736675024,0.00766315497457981,0.00438468251377344,-0.00589586282148957,-0.00494778528809547
"21",0.000101313715276774,-0.0133479731157422,0.00397422816604376,0.00376025075092912,-0.00933249294757843,0.0210509076714516,-0.00422791950404644,-0.000790124235209078,-0.00396413775160909,-0.00706954160705209
