"","PG","CAT","WMT","CVX","T","MCD","KO","HD","MRK","DIS"
"1",0.00691971555352211,-0.00774766923859715,0.00147285335697234,0.000564239453524351,0.00176339561585337,0.0050311922095716,0.0023123137652874,0.0116207934916019,0.00231776433065534,0.00182060652878135
"2",0.00900120474398136,-0.0203984901309013,0.000819048436824232,0.00831624120473862,0.00341488514095545,-0.000478839938296005,-0.00140032020863146,-0.00225088046863675,0.00067466584732756,-0.00239059585146606
"3",-0.00795306079089642,-0.0198755469173193,-0.0194889064878225,-0.00133022363297641,-0.00422768713906407,0.00149584969040006,0.000897738733328879,0.00704568671062589,0.0118557456880808,0.00325308903120458
"4",-0.0072875302284956,-0.00637040426954627,-0.00126023392658681,-0.00368081126362085,-0.00118050770834088,0.00192186853382736,0.00377293187193573,0.00465799635276198,0.00401410413905978,0.0109250713139772
"5",-0.00448912288993597,0.000220990405068733,-0.00704751163721085,0.00816157553344965,-0.00458662258461118,-0.000644037616439164,-0.000118116258818191,0.00489416904747486,1.05563422039268e-05,-0.00287841539829969
"6",0.00237569119781256,0.00667517771944404,-0.00330947688780725,0.0026152478531003,-0.0022965120151639,-0.00567288463935256,-0.00628907000645995,-0.0072486256249249,0.00227261218242347,-0.00308422092348337
"7",0.00121096475049853,0.0113647179678082,0.00491822464391589,0.00248701451346278,-0.00844768155366182,-0.00502916518598795,0.00171343283727765,0.00256685586646199,0.00304179941304028,-0.00637375470250845
"8",0.00468256045132875,0.00663186283782125,-0.00190104683861136,0.00215985905379057,-0.00282843853347003,-0.000786501390393823,-0.00411476893350482,0.00325337680988014,0.00221616588532925,-0.00562396086752415
"9",0.00305414828471839,0.00589079223573208,0.0017022795509547,0.0046686097048223,0.0020335407461971,0.00517992675304413,-0.00119603553321213,0.0145066203549504,-0.00169370393268764,0.00207102880813181
"10",0.00417608302086592,-0.00217361166141927,0.00224213348701596,0.00406933575868607,0.00787374749779701,0.00299033848568797,0.0013076487230137,-0.000541133340448141,-0.00155348051339388,0.00494694989174604
"11",0.00436430983245373,-0.010481876321137,-0.0018390939803794,-0.00539750512689352,0.00249624974094331,-0.000181223920662887,0.00469936337321997,-0.00147940334863961,-0.00553553644567728,0.00123059982433915
"12",-0.000115664588520303,-0.00742095615714788,-0.00180454179644585,0.000564200221560895,0.00263828411698341,0.0101049384102225,-0.00195911782793701,-0.00220249709673226,-0.00170629576314241,0.00647058431059122
"13",-0.00109764304943383,-0.00744073279201984,-0.0024284771643579,0.00381227000616491,-0.00399629026651382,-0.00712050311267376,0.00449848361313343,0.00398155953735113,0.000603139633312821,-0.00549911754205823
"14",-0.00306252529844642,-0.0040353056974709,0.00405979715287685,-0.00388306216336787,-0.00427714269608259,-0.00323271448723972,0.000923177984077483,-8.75854821060784e-05,0.00735067017376423,-0.00036720564821735
"15",-0.00112807552795857,0.000392095244023949,0.00262460787780583,0.000917576369829476,-0.00749078439548612,-0.00149377877824008,-0.00241344422101974,-0.00361760705709457,0.00426657730713487,0.0034035958815366
"16",0.00202762568369508,-0.00749199697747827,-0.00287437927909195,-0.000638301891740412,-0.000978083582594991,-0.00266455602832139,0.000699205906130373,0.00462302751839161,-0.000433440349297598,-0.00547148147597909
"17",0.00235007330775261,-0.00739030400291085,0.00213137618266046,0.000449799699708819,-0.0079858461394906,0.00417014677077532,0.000577123602852225,0.00495534716174006,-0.000251196761382744,-0.00141385826282203
"18",0.00239176675677299,0.00298306928016245,-0.00048630015226081,-0.00314330169931054,-0.00359055260196328,0.00321940006688237,-0.00273930397816002,-0.0025866637006402,1.05505603187339e-06,0.00513757625594735
"19",0.00545496353879571,-0.00516837649047375,0.00131514656823128,-0.00352622056379914,0.00567034166306257,0.000118901749374345,-0.00564081454649568,-0.000745985133107752,-0.00097544479649514,0.00273416959680617
"20",0.00743624148890376,-0.000164531185873784,-0.0033965241163969,0.000586774374824017,0.00848336424678564,-0.00215572048909962,-7.48470847611316e-05,0.00263035949319601,0.00143658148590475,0.00416872231289744
"21",-0.00198904424905777,0.00216229516081512,-0.0026575606316328,-0.00279199797660112,0.00295945070683956,0.0012445233296603,0.00240941322408617,-0.00106659566517919,-0.00127924641128629,0.00700285844504833
