"","CVX","JNJ","HPQ","WMT","PG","KO","MCD","DIS","MRK","T"
"1",0.0016663713613525,0.00664285570383072,-0.0146024962887168,-0.00467616599053144,-0.00483572110533714,-0.000882647989783436,0.00397478463128209,-0.00532901613041759,-0.000287931849015877,0.00951981823891401
"2",-0.000760296767111868,0.00118516257498413,0.00143929431214929,0.00231053330935538,-0.00331857963465154,-0.00455252220854163,3.83130682166666e-05,-0.00220717280171812,0.00404688529670238,-0.00381409958936274
"3",0.00508082285523415,-0.00326345046050847,0.00042830387246795,-0.00663715787231922,-0.00219926633872092,-8.11220525065437e-05,0.00678539415821433,-0.00424074614420533,-0.00129853736143559,-0.00774789461866021
"4",-0.00779043370857835,0.00166720303241163,-0.00796189624816179,-0.000141606898978353,-0.00485560251399875,-0.00413722731173038,0.00147269282024354,-0.00166680454276502,-0.00493468111380935,0.00709950644522905
"5",-0.00420058285817504,0.00178627949208021,-0.00397148355841637,-0.00384260900318623,0.00109899940434843,-0.000771599996369332,-0.00271381158381701,-0.00476160319522023,-0.00156313413754106,-0.00523146893829107
"6",-0.0039690425619483,0.00383310322649777,0.00312615651637316,0.00622573029249907,0.0083760991692543,-0.00839413516223431,0.0102730188518763,-0.00746478978544474,0.00753404712304473,-0.00351381255313754
"7",0.00258264783769846,0.00390079221688211,0.00724837044253945,0.00104130851104856,-1.89038328244351e-05,-0.000149747764226049,0.0017803821247071,0.000971081550233066,-0.00126391788944602,0.00221228157170117
"8",-0.0126240132376552,-0.000426321581471711,0.0146726183593273,-0.00166539568454027,0.00884690135717392,-0.000706585182342678,-0.00217112922109663,0.00275669572874904,-0.000254180369665846,0.008030547760427
"9",-0.00384272029623389,0.00585521385073662,0.0121675496920943,0.00218069856055081,0.00444164825603366,-0.000143432960612699,0.00467659346759319,0.00505900150164962,0.00380218145437539,-0.00774954026564956
"10",0.00234058755449951,0.00201436830684543,-0.00658130273222923,-0.000976041192188859,0.00420709606260061,-0.00463453261181712,-0.000246057868935168,-0.0011782314395532,-0.0018531484529376,0.00356627604924142
"11",0.00215901294723153,0.00379305379465222,-0.00408580107614398,-0.000378864060621709,-0.00219335593283176,0.00285680894739926,0.00260978401638567,-0.00529908621683717,-0.00228305510245264,-0.00655900407582521
"12",-0.00978206191211939,0.00663511548191309,0.00525665422901511,-0.00199178047478199,-0.00240040849894285,-0.00145056948531419,0.0016673500649631,-0.0012752601178363,0.000643301580566913,-0.00364376814104617
"13",-0.00785303022712469,0.00198119087144732,-0.00564504507929087,0.00383741012774408,-0.00690049957484007,0.000250089302426204,-0.00481810420751572,0.00141509796958417,0.0092452522367239,-0.00020265206694603
"14",-0.0156044904142618,0.00187412800733,-0.00650717318058014,-0.00443653948605061,-0.00119158125016838,-0.00356507953256369,0.00133221060968935,0.00319676008075476,-0.00716055743396282,0.00175200041849166
"15",-0.00546537851914763,0.00287083256989717,-0.00712916580960155,-0.000264574307948351,-0.00192496168892831,0.00103955180384219,-0.00337109272368252,-0.00539489509537816,-0.00365454237908125,-0.000869799579959363
"16",-0.000213395949685946,0.00462257210165262,-0.00852885656058788,-0.00020515157666523,0.00234102853573859,0.00313562480732799,-0.000906713190488517,0.000124041092931293,0.00868407171219587,-0.00288123264908791
"17",0.00572586758062243,0.00348483817651868,-0.0120926452800632,0.000290348601993173,0.00547873368486762,0.00320043019019067,0.00204774597659707,-0.00365545367822051,-0.000389410299248993,-0.00356413703411818
"18",-0.0125549985095859,0.00388693367131054,-0.0131463510915637,-0.00361328292638063,0.00382761773653328,-0.00312678702175617,0.00488812522962689,0.00291547970846295,0.00234838877804577,-0.00110203761141747
"19",-0.00404549390077591,0.00279043288901448,-0.00551302265375853,-0.00382168777287006,0.0013535184552893,-0.00305880745872855,0.00333021814003587,-0.00237155077047646,0.00103109190240502,0.00333189661614597
"20",-5.34265345777385e-05,0.00515318987891078,-0.00686872936785221,0.00233496073633432,0.00415907520800829,-0.00438143825158477,0.00325060333125293,-0.00222882581874728,0.0116524575278163,0.00131485564634204
"21",0.0025249735917896,0.00246255286037922,0.00716454535722733,0.000253951584454626,0.00244133220985532,0.00353518407791853,0.000482321804156527,-0.00409330101683736,-0.00160214805509895,0.00318520399741828
