"","JNJ","CAT","CVX","PG","WMT","KO","AA","MCD","DIS","MRK"
"1",-0.00117084349039942,0.0088438605889678,0.00538402935490012,-0.00208816188387573,-0.0021655154414475,0.00962327886372805,-0.00842722225934267,0.00139592762570828,0.00197169813327491,0.000904558866750449
"2",0.00424697203561664,0.0250563658773899,-0.00773299019783735,-0.00359500059857965,-4.62207572127227e-06,0.0078803850337863,-0.0138262463733554,-0.00269665499217808,0.00786557514220476,0.0117279877886176
"3",-0.00377145339734852,-0.0194819625467062,-0.00620545446872711,0.000211791499168612,0.00777186313644052,0.00133307324722409,0.00842665508389473,-0.00280291284434497,0.00358688039705157,-0.00438565295189619
"4",-0.00181250576861203,0.0171390417963266,0.000418616604292765,0.00132256536744535,-0.000427895080065355,0.000494131410960108,-0.000373048096662387,-0.0064327702857554,0.00101681367959827,-0.000552279409021139
"5",0.000323150656186044,-0.00691066635772586,-0.00356835289858282,-0.00406804168596864,0.00280622532591224,-0.000692137109581381,0.00677167903631926,0.00719860149547458,0.00310303410515189,0.0112234512344003
"6",0.000335191958583891,-0.00117147376295179,-0.00203410536050797,-0.00375301064923406,-0.000505099887959659,-0.00424051098525524,-0.00399711634963751,-0.00517080165445805,0.00376442819833755,-0.00796784926205873
"7",-0.000970313907600939,-0.0174604821950197,-0.004059755243361,-0.00242104032076895,0.000141562122735195,-0.00618955260142684,0.00781514775007963,0.00348487170413136,-0.00580085953697562,-0.0022688324097544
"8",0.00234198616817594,0.00162489851936698,0.00719924410805106,-0.00395959569141269,-0.00360909732989967,-0.000376046897144988,0.0178617686033249,-0.00805993471294641,0.00328102731145918,0.00346299260854721
"9",-0.00213261391036212,0.00840324722230434,-0.00808445364236832,-0.0038298259023577,-0.00536884414032102,-0.000700679840520024,0.00200989609584212,-0.000570821517612785,-0.000252543424721807,0.00639173248782754
"10",0.000114998008939438,-0.00444873003289104,0.0103685995563865,-0.000496577995363623,0.0032798326574266,0.00385019439272583,-0.000105678329418879,-0.00769705977290869,-0.00856434181332588,-0.0021505921613425
"11",-0.0010997480712831,-0.00808968301862478,0.00175179110374302,-0.00567906768992543,-0.00294215534813702,0.00394711270928383,0.00628686882555485,0.00965863186866045,0.00077319418778643,0.00346783478744328
"12",-0.00113800005055964,0.00533210951834917,0.00611823610961437,-0.00415159575641155,-0.00103126105386764,-0.00727793062105775,-0.00112838135100901,-0.00709513947367668,-0.0112217329442501,-0.000698705203831196
"13",0.0029714722186327,0.00211628992110491,0.00391491642221808,-0.00387839274480939,0.000569357711356133,-0.00496232556179166,-0.0072755110450089,0.000545123126357794,-0.00555639062076807,0.00336556904949248
"14",-0.00238658580929041,0.00227367784827948,-0.00121563684660941,-0.00170518120285124,0.000942839425988495,-0.00192037434317172,-0.0123302340507507,-0.00405232841148973,-0.000156944632180966,0.00633480446413159
"15",-0.00188551843166351,-0.00908814556896687,0.00439170561730862,-0.00374111300334334,0.000841860950458795,0.00228993268683553,-0.00111631397157907,-0.00389267667196691,0.000230734687647782,-0.00155594444368035
"16",0.00627432251349092,-0.00253751873970032,-0.00560201890766621,-0.00163942517247051,0.0058019938878715,0.00320399319753051,0.00168070697691292,-0.0040374705567956,0.000539316039066762,0.00173573626670986
"17",0.0011539557017386,0.00417494308203459,-0.0104595292359591,-0.00414110394194722,-0.00294765084981918,0.00435171602293849,-0.0125323878601193,0.00239069946110249,-0.00770395901054144,0.00398675072938204
"18",-0.00465670041739941,4.23611963924486e-05,-0.00407800916582346,-0.00611719721928239,-0.00387821020558476,-0.00171923206653446,-0.0082712322473526,0.00190465117339045,0.00180002115666866,0.00551443686708808
"19",0.00174923613667488,0.002642733277753,-0.0052715390920639,-0.00414752261713147,0.00148195377551019,-0.00504046026617289,-0.00144061492756009,-0.000405153463361785,0.00465149572119117,-0.00343322451226413
"20",-0.00292767328210175,0.00360020506195724,0.00401342380791903,-0.00495309242978692,-0.00136816431768239,0.000899957434739918,0.0109113752841949,-0.000783370051067322,-0.00417670561000705,0.0002716034068726
"21",0.00299988989718258,-0.00670191738754511,-0.012830313295126,0.00326129142194986,0.00382500374689698,0.000487358629470691,-0.004789715167135,-0.00211902614682913,0.00155125185847282,0.00450069131329656
