"","CVX","HPQ","PFE","PG","JNJ","AA","HD","BA","MRK","AXP"
"1",-0.012819042429328,-0.011889741756022,0.000132407774799503,-0.00338923698291183,-0.00443047331646085,-0.0129168042913079,0.00757372751832008,0.00117097876500338,0.00158690358512104,0.00980147998780012
"2",-0.0200030673295259,-0.0135179487988353,-0.00950791966170073,0.00109403976239264,0.00492781214416027,-0.0120525564998388,-0.00256847217679024,0.0112148337066174,0.00623672781512141,-0.00118527782615274
"3",-0.00643096258863807,-0.00173687969800085,0.0017679954180494,0.00112374476157129,0.0089263916015625,-0.000866642512846738,-0.00591663364320993,0.028791157528758,-0.00509076286107302,-0.0261508710682392
"4",-0.00763040315359831,0.0232031065970659,-0.000803662405814976,-0.00596229266375303,-0.00363007956184447,-0.00393413798883557,0.00624668970704079,0.00446477485820651,-0.00102741864975542,0.0045196539722383
"5",-0.0170382000505924,0.0235866867005825,-0.00284582655876875,0.00320365792140365,0.00394260603934526,0.00642055692151189,-0.00561536243185401,-0.000284829817246646,0.00966575182974339,0.00259005930274725
"6",-0.00539416493847966,-0.0044969767332077,-0.000689356762450188,0.00700655719265342,-0.000896072247996926,-0.00126692489720881,-0.00712111499160528,-0.000961915066000074,0.00456383638083935,-0.019494665786624
"7",-0.0113623468205333,-0.00102556042838842,-0.00263946736231446,-0.000217943306779489,0.000674274808261544,-0.0111925359815359,-0.0144135393202305,-0.0141248377040029,0.00506083806976676,0.00661135977134109
"8",-0.00734043819829822,-0.0150910532101989,-0.00986590143293142,-0.00191578164231032,0.0100920889526606,-0.00401938473805785,0.00280165579169989,-0.0102176060900092,0.00315011129714549,-0.0123693291097879
"9",-0.0024393848143518,-0.000820860790554434,-0.00437556393444538,-8.16821338958107e-05,0.00303189782425761,-0.000327918940456584,-0.0108044454827905,0.00955093465745449,0.00572573626413941,0.00990133453160524
"10",0.0031668315641582,0.0142998434603214,-0.00077981868525967,-0.000947657274082303,-0.000803421891760081,0.0023473291657865,-0.00705133052542806,0.00282458355650306,-0.00504302512854338,-5.35673279955518e-05
"11",-0.019513625651598,0.0013357576681301,-0.00849021971225739,0.00214024912565947,0.00075151736382395,0.00566689856350422,-0.00390795012935996,0.00229759304784238,-0.000178210641024634,0.00127626664470881
"12",-0.00269508548080921,-0.00998635310679674,-0.00581345241516829,-0.00518155097961426,0.00103553815279156,-3.38817917509004e-05,-0.0131929935887456,-0.0142189105972648,0.00820621754974127,-0.0161052737385035
"13",-0.0052044615149498,-0.00532732624560595,-0.00367050082422793,-0.00133319152519107,0.00380423292517662,0.00104891718365252,0.00516617763787508,-0.0128893088549376,-0.00219865282997489,0.00293951272033155
"14",-0.0164469704031944,0.00143576576374471,-0.00664767809212208,0.00130974862258881,0.000992610002867877,0.00983522832393646,-0.00583048351109028,-0.00310013862326741,0.00779340416193008,0.00165644602384418
"15",-0.00784729607403278,0.00754526676610112,0.000382304802769795,-0.00414484227076173,0.00244326214306056,0.00733499228954315,-0.00216063298285007,0.0123419584706426,0.00360756879672408,-0.00304531422443688
"16",-0.00531236873939633,-0.00149684201460332,-0.00388947268947959,0.000855403952300549,-0.00189668720122427,0.0102902268990874,-0.00203952961601317,0.00485377525910735,-0.000232056627282873,-0.00848955940455198
"17",-0.0153424013406038,-0.00194928853306919,-0.00423825904726982,0.000171373612829484,-0.00391275947913527,0.00828677508980036,-0.00412622932344675,-0.000593059463426471,0.000236452237004414,0.00890243984758854
"18",-0.00940796919167042,0.00918546970933676,-0.00829612277448177,-0.00366353546269238,0.00215272628702223,0.00287983031012118,0.00318780378438532,-0.0140265878289938,0.00172128132544458,-0.00022709283803124
"19",0.00370660866610706,-0.00900817755609751,-0.00484514748677611,0.000714571157004684,0.00046066555660218,0.0206755045801401,-0.00565094640478492,-0.0139432540163398,-0.00204204069450498,-0.00222856877371669
"20",-0.00648358464241028,0.00562523445114493,-0.000187721641850658,-0.00366227049380541,-0.00241402233950794,0.0130617953836918,-0.00410947296768427,0.000297154794679955,-0.0011878632940352,-0.00502221006900072
"21",-0.00328163942322135,-0.00267712771892548,-0.00273973168805242,-0.000218452274566516,0.00217002723366022,0.0145931430160999,0.00212961342185736,0.00533263944089413,0.00554771488532424,0.000744702061638236
