"","PG","MRK","WMT","CVX","CAT","T","KO","DIS","HD","VZ"
"1",0.00030442705610767,0.000694901391398162,-0.00155836844351143,-0.0108815114945173,-0.001356614055112,0.00432497123256326,0.00598606467247009,0.00154333212412894,0.00371234118938446,0.00234723370522261
"2",-0.00828958209604025,-0.00297688250429928,0.00147259642835706,0.00101998762693256,-0.00394956488162279,-0.00170382193755358,0.00120130064897239,0.00163849629461765,0.00184055895078927,0.00715707894414663
"3",0.0094231478869915,-0.00757595151662827,-0.00208172854036093,0.00781967397779226,0.00028573942836374,0.000660959456581622,0.00515560712665319,0.00526415975764394,0.00134188868105412,0.00647560134530067
"4",0.00163037015590817,-0.00558120012283325,0.000133523455588147,0.000657970434986055,-0.0192333944141865,0.00899527035653591,-0.0066391103900969,-0.0141446711495519,0.0092990193516016,-0.00458016712218523
"5",-0.000665827421471477,-0.00400276854634285,-0.000543838832527399,0.00433970103040338,0.00610640132799745,0.0056454767473042,0.00329577061347663,-0.00281522329896688,0.00597580894827843,0.00954171735793352
"6",0.00885971821844578,-0.00705696875229478,-0.00244430778548121,-0.00166930933482945,-0.00299606774933636,-0.00126888940576464,-0.00226752087473869,0.00224673422053456,-0.00360826775431633,-0.00482836831361055
"7",0.00766684021800756,0.00691872788593173,0.00512633193284273,-0.00337156350724399,0.00267910002730787,0.00433480180799961,-0.00145066855475307,-0.00151483307126909,0.00231679296121001,0.0103115644305944
"8",-0.00807609874755144,0.00891436822712421,-0.00261462014168501,-0.00292457547038794,-0.00399031117558479,-0.00331575190648437,0.000981070101261139,-0.00987143721431494,-0.00327243399806321,0.00730966497212648
"9",0.00130326941143721,0.00648550176993012,0.000907995563466102,-0.000819366017822176,0.00370026333257556,-0.000507709686644375,-0.00288171856664121,0.00179441552609205,0.00392573000863194,0.00136317720171064
"10",0.0033167318906635,0.00379060464911163,-0.00152212707325816,0.000377395102987066,0.0091092586517334,0.00151956803165376,-0.00286607095040381,0.00848099961876869,-0.000101231293228921,0.000541004992555827
"11",0.00146622653119266,0.00671030394732952,0.00195819023065269,0.000963136029895395,-0.000437687209341675,0.00504155177623034,-0.00189239264000207,0.00667715119197965,-0.00253359228372574,0.00214452249929309
"12",-0.00467621395364404,-0.00349555187858641,0.0052272342145443,-0.00539540918543935,-0.00648761074990034,0.00590383959934115,-0.00376195646822453,0.00264083337970078,-0.00113575998693705,0.00913225300610065
"13",0.00229714205488563,-0.00375877576880157,-0.00395566318184137,0.000581990811042488,-0.000415278249420226,-0.000902569852769375,-0.00408202596008778,-0.000161426025442779,0.00776436924934387,-0.000643509381916374
"14",0.00151779188308865,0.00137314386665821,0.00379816349595785,0.00179550272878259,-0.0069404561072588,4.9924692575587e-05,-0.00256704329513013,-0.00276975776068866,-0.00734576303511858,-0.00198624795302749
"15",0.00286358897574246,0.00183939072303474,0.000443758442997932,0.00296566658653319,-0.00663029588758945,0.000661150319501758,-0.0053104292601347,-0.00785646494477987,0.00640664808452129,0.00145284098107368
"16",0.000851175864227116,0.0041685220785439,0.0067598563618958,0.00131374842021614,0.00181707844603807,0.00379859213717282,0.000340818136464804,-0.000101059209555387,-0.00225191540084779,-0.0045411316677928
"17",0.00421628262847662,0.00788990780711174,0.0061453003436327,0.00089407415362075,-0.000147129525430501,0.004665014334023,-0.00349967600777745,0.00350827071815729,0.00310175283811986,-0.000117552357551176
"18",0.000539148575626314,0.000827253214083612,-0.00458349986001849,0.00248173647560179,0.0004981555393897,0.00538626033812761,0.00153234042227268,0.00619974732398987,-0.00211674533784389,0.0042046457529068
"19",0.000416030117776245,0.00386541057378054,0.00250585051253438,0.00239656982012093,-0.00893175136297941,0.00633786851540208,0.00828693248331547,0.003979975823313,0.00605106260627508,0.00192280183546245
"20",0.00218318938277662,0.0031652816105634,0.00373190641403198,-0.000172888583620079,0.00465823942795396,0.00345815345644951,-0.00383240473456681,0.00443569337949157,-0.00181599904317409,0.00247448426671326
"21",-0.00181870383676142,-7.34139975975268e-05,-0.000636576791293919,0.0020679032895714,0.00151181465480477,-0.00305089494213462,-0.00197615195065737,-0.00112178828567266,0.0113373901695013,0.000527533236891031
