"","JNJ","PG","CVX","DIS","BA","MRK","KO","T","HD","GS"
"1",-0.00968731101602316,-0.00532713020220399,0.00375783024355769,-0.0034302759449929,0.00284477532841265,-0.00420691259205341,-0.00103573256637901,-0.00207364978268743,-0.00343714561313391,0.00401818938553333
"2",0.00193949067033827,-0.00421039387583733,-0.00842585321515799,0.00334700010716915,0.00017398819909431,-0.007471545599401,0.0101129347458482,0.00397756323218346,-0.00210335594601929,-0.00121374637819827
"3",-0.00267980340868235,-0.0010105314431712,-0.00178578705526888,-0.000602092128247023,-0.00506985001266003,-0.00637178774923086,0.000836376158986241,0.00445813359692693,-0.000832701858598739,0.00328741082921624
"4",-0.000701540498994291,0.00379735976457596,-0.00312341982498765,-0.000748197024222463,0.00087592308409512,0.0019058472244069,0.00298707140609622,0.0045075686648488,0.0109125804156065,-0.00585702434182167
"5",-0.00215915986336768,-0.000343300809618086,0.00636780029162765,0.000565144000574946,-0.00395486829802394,0.00694810319691896,0.00044389272807166,-0.0045917727984488,-0.000950382614973933,-0.0021537197753787
"6",0.000647202716208994,-0.000884142587892711,-0.00167237198911607,0.00360519718378782,0.00229851598851383,-0.00961028877645731,-0.00393338361755013,0.00133120513055474,-0.00612353719770908,-0.00566137628629804
"7",0.00210957298986614,-0.00366613874211907,0.000194910069694743,0.00628057308495045,-0.00267143570818007,0.0138850519433618,0.00691122421994805,0.00404678657650948,-0.000522874353919178,-0.00262104999274015
"8",-0.0022736880928278,-0.00185856549069285,-0.0143626555800438,-0.00391496904194355,-0.00345095270313323,-0.000829467142466456,0.00401988392695785,-0.000412553956266493,0.002407988300547,-0.00143881281837821
"9",0.00270520010963082,0.000368730368791148,-0.0040938425809145,0.00667467853054404,-0.0056752753444016,0.00683112489059567,0.0036905009765178,-0.00133594253566116,0.0101757096126676,0.00341510865837336
"10",0.00183657719753683,-0.00051099801203236,0.00164654292166233,-0.004385428968817,-0.00849086511880159,-0.00227598240599036,0.000952910631895065,-0.0039350320585072,-0.00410888576880097,0.00450129015371203
"11",-0.000892859941814095,-0.00122432294301689,-0.00104202248621732,0.00551352510228753,-0.00229679164476693,0.0010853415587917,0.00191757886204869,-0.000356115633621812,-0.00617815414443612,0.000881617947015911
"12",-0.00281765148974955,0.0016624165000394,0.00328644528053701,-0.00639164354652166,-0.00212967721745372,-0.000510851095896214,0.00117429939564317,0.000170642146258615,-0.00550398649647832,-0.00302127026952803
"13",-0.00239103683270514,0.00104501401074231,0.00195544678717852,-0.00126579031348228,-0.00500203389674425,0.00368408253416419,-0.00460199406370521,-0.00313125154934824,0.00134912063367665,-0.00451410515233874
"14",-0.0032324802596122,-0.000771023042034358,0.00164649845100939,-0.00175608438439667,-0.00245230877771974,-0.00251369923353195,0.00192110461648554,-0.00340336165390909,0.00193123449571431,-0.0112659130245447
"15",0.000171443054568954,-0.0033409574534744,0.00109117163810879,0.00495060253888369,0.00209656194783747,-0.00165818887762725,0.0006354566430673,0.000879517814610153,-0.00300810532644391,-0.0060855676420033
"16",-0.00227599032223225,0.00103191158268601,0.00413215951994061,-0.00722210016101599,0.00213529937900603,-0.0018215833697468,-0.0015168571844697,0.000280606967862695,-0.00622212467715144,0.00110696558840573
"17",-0.00455688079819083,0.000504420255310833,0.00200755544938147,-0.00240202806890011,-0.00696617644280195,0.00671915663406253,0.000195029540918767,0.00233938614837825,-0.00442399643361568,0.00815539248287678
"18",0.00640343083068728,0.000507688266225159,0.00127823685761541,-0.000607176858466119,-0.00144857889972627,0.000356808741344139,-0.00189052009955049,-0.00162104575429112,0.00114703516010195,0.00137632607948035
"19",-0.00283107813447714,0.000945322914049029,0.00368264317512512,0.00226917560212314,-0.00444399053230882,0.00134162732865661,-0.000897421035915613,0.00114516040775925,0.000770571816246957,0.0097731901332736
"20",-0.00590092875063419,0.000459631410194561,-0.00618151342496276,-0.0087896753102541,-0.00677440874278545,0.0012549941893667,-0.000424452067818493,-0.000208272787858732,-0.0050933756865561,0.00501669151708484
"21",-0.00213530356995761,-0.000443512195488438,-0.000160554496687837,-0.0027852519415319,-0.00814423616975546,0.00301164085976779,0.00144856853876263,0.0019569736905396,-0.00748096732422709,-0.00654994510114193
