"","CSCO","V","PG","VZ","IBM","MCD","BA","WMT","MRK","KO"
"1",-0.00114012754056603,0.00689206318929791,0.00186304829549044,0.0260955262929201,0.00638121040537953,0.00157630094327033,0.0047172112390399,0.00671635288745165,0.0145205650478601,0.018148111179471
"2",0.0217932630330324,0.0165090188384056,0.0118277948349714,0.0166027434170246,0.00635521300137043,0.0276986677199602,0.0154257491230965,-0.01526680868119,0.0256438069045544,0.00993217062205076
"3",0.00387823861092329,0.0341446846723557,0.0041122124530375,0.00509138638153672,0.00193306710571051,0.00169800617732108,0.0194894578307867,-0.00937921367585659,0.0199589971452951,0.00899706035852432
"4",0.0221015438437462,0.000812759739346802,0.00526565359905362,0.0103386463597417,-0.0131265576928854,0.00453632511198521,0.00415274547412992,0.00422694953158498,0.0192638598382473,0.00502247968688607
"5",-0.00442774035036564,-0.0048773130401969,0.00685205450281501,-0.00428524566814303,-0.0125922756269574,0.00826137233525515,0.000990111846476793,-0.0131668718531728,0.000355927651980892,-0.00407792115584016
"6",0.00269940146245062,0.000623863015789539,0.00674308184534311,-0.00076608860399574,0.0039728288538754,-0.00462654884904623,0.000594693701714277,-0.00895419530570507,-0.00401604734361172,-0.00840381253510714
"7",-0.00565848546102643,-0.00325884134508669,0.0029819190967828,-0.00452653737738729,0.0016548017738387,0.00611674878746271,0.0111499913036823,0.0108807543292642,0.0105541106313467,0.00583877181634307
"8",-0.00871682073920965,0.00746412249282002,0.00467668380588293,0.00253704725764692,0.0056252065114677,0.00103038735687733,0.0020783725194633,0.000322082021739334,0.00809818133711815,-0.00163381034508348
"9",0.00471517583355308,-0.013498704880476,-0.000173173713847063,-0.00879012327641249,0.00639670435339212,0.00209783832542598,-0.00220478815026581,-0.00899440422654152,0.00641426211223006,0.0022361627779901
"10",-0.00124261563178152,0.0107043813914061,-0.0021962053142488,-0.00868799351155758,-0.00310019310563803,-0.00268225534819067,-0.0063023311085999,-0.000144590274430811,0.00506910774856806,0.00705956993624568
"11",0.00038454937748611,-0.00107772741466761,-0.000148979437653907,0.000370274210581556,-0.00305375386960804,3.39272955898196e-05,-0.00128148996736854,-0.00216357875615358,0.000795282481703907,0.00787274539470673
"12",0.00188068696297705,0.00115271238610148,-0.00212078262120485,0.00516350008547306,-0.000205460426514037,0.000916622579097748,0.00174403400160372,-0.00499659217894077,-0.000308162067085505,0.00371689558960497
"13",0.00412862887606025,-0.00524153467267752,0.00206901063211262,-0.00573915662243962,-0.00893818028271198,0.00483419606462121,-0.00601297710090876,0.00215253653004766,0.00458364700898528,1.19681499199942e-05
"14",0.000119364834972657,0.00754056172445416,-0.0052897366695106,0.00394051289185882,-0.0027048010379076,-0.0039570857770741,-0.00408730190247297,0.0038638231344521,-0.0102005060762167,0.000663557089865208
"15",0.00294316885992885,-0.00746676931157708,0.000715341768227518,-0.00189425982534885,-0.00016910485283006,-0.00153730507008731,-0.00222664582543075,-0.00862453691661358,-0.00103052577469498,-0.00284648919478059
"16",0.00419691111892462,-0.00109444616828114,-0.00369759346358478,-0.0028606413397938,-0.00142265041358769,0.00285606365650892,0.00475851027294993,-0.00885367766022682,0.00290276668965816,-0.000139102194225416
"17",-0.00316099217161536,-0.00352397584356368,0.00231187767349184,-0.000410199019825086,-0.00328108249232173,0.00149142660666257,-0.000144090037792921,0.00415223697200418,-0.00145505182445049,-0.0108175566419959
"18",-0.00409892061725259,-0.0015270784497261,-0.00214424356818199,-0.000555120990611613,0.001764802262187,0.00944982841610909,0.00132673000916839,0.00712812272831798,0.000520777248311788,-0.00596971530467272
"19",0.00544430315494537,-0.00545814353972673,-0.00442230189219117,-0.000188009056728333,0.00383811770007014,-0.000457355345133692,0.00709449546411633,-0.00285110273398459,0.0027995880227536,-0.00333993113599718
"20",-0.00359406345523894,0.00164846726693213,-0.00958559382706881,0.00290951482020319,0.000709197658579797,0.00459861662238836,0.000970120541751385,-0.000317625643219799,-0.0041995900683105,-0.00376329501159489
"21",0.00246396847069263,0.00538212386891246,-0.00223355367779732,0.00300134555436671,0.00356468022800982,-0.00100961595308036,0.00223187450319529,0.00145194330252707,-0.00307948258705437,-0.00153787259478122
