"","JNJ","CVX","PG","HPQ","MCD","AXP","KO","CAT","MRK","AA"
"1",-0.00360428192652762,0.00937615241855383,0.00962769985198975,0.0124967461451888,0.00362661737017334,0.0093130199238658,-0.00387301878072321,0.00276077352464199,0.00434944685548544,-0.0122735863551497
"2",0.00236629229038954,0.00531085999682546,0.00163312791846693,0.00628984998911619,-0.00561596872285008,0.000748523219954222,-0.00411309394985437,-0.0119866644963622,8.38669511722401e-05,0.000220899004489183
"3",6.79862353081262e-07,0.00163070030976087,-0.00186190777458251,-0.00188031955622137,0.00747961876913905,-0.0212945062667131,0.000185689335921779,0.00590303866192698,-0.0126825934275985,0.0204348992556334
"4",-0.00249367277137935,-0.00972793530672789,-0.000127972249174491,-0.006910331081599,0.00715374574065208,-0.00678387470543385,0.00623230636119843,0.00326635921373963,0.00845695938915014,0.0213274955749512
"5",0.000420878495788202,-0.0145159866660833,0.00378248654305935,0.0163437463343143,0.00512128928676248,0.00955751445144415,-0.00408050464466214,0.0117044365033507,0.0119202956557274,-0.0123453084379435
"6",0.00506871519610286,-0.00112133845686913,-0.000947716180235147,-0.00401005754247308,-0.00937935523688793,0.0234822053462267,0.00180432177148759,0.00204660906456411,0.00667003029957414,-0.0206805989146233
"7",0.00463415868580341,0.00573471188545227,0.000324776687193662,0.00413199793547392,-0.00251522683538496,0.00396392680704594,-0.000800892245024443,0.00582492025569081,0.00548165664076805,-0.0280377808958292
"8",0.00150204997044057,0.00193961849436164,0.0108183724805713,-0.0131487781181931,0.000932506460230798,-0.00908740609884262,0.000838495034258813,0.00641097966581583,0.00743561005219817,0.0224653836339712
"9",0.000382924423320219,0.00145645358134061,0.0222882889211178,0.00445766607299447,0.00636463984847069,0.0110504617914557,-0.0084550604224205,-0.0112568680197001,0.00706933625042439,-0.000100435128842946
"10",0.00202905246987939,-0.000613232259638608,-0.00599332759156823,0.00363524933345616,0.00770961353555322,0.0168107356876135,0.00289072887971997,-0.00028964615194127,0.0142565965652466,0.00078332656994462
"11",-0.000816038402263075,0.000250582728767768,0.00664489017799497,0.00402262760326266,0.00635422579944134,0.00565269170328975,0.00126887171063572,-0.0139290699735284,0.00532462680712342,-0.0209688153117895
"12",0.00196908018551767,0.00733696296811104,-0.006584657356143,0.00131461943965405,-0.00695966370403767,0.0127017851918936,0.00231354078277946,0.0064212242141366,0.00320001994259655,-0.0116294547915459
"13",0.00350575102493167,0.00384655338712037,-0.0030535024125129,0.00728348828852177,0.000630405324045569,0.00880625564604998,-0.00251948717050254,0.00704614911228418,0.00935567449778318,-0.0199755039066076
"14",0.00698437495157123,0.00375553173944354,0.00275644846260548,0.013241502456367,-0.00500880554318428,0.00853612646460533,-0.000403123383875936,0.00780764687806368,0.0042951563373208,0.00515955965965986
"15",-0.000255823484621942,0.00149825203698128,-0.0048983134329319,-0.0013278138358146,0.00667641218751669,0.0152768678963184,0.00211082492023706,0.0148690743371844,0.00367997074499726,0.0172808859497309
"16",-0.0021669645793736,-0.00494250096380711,0.00893680099397898,0.000834105827379972,0.00525657786056399,0.000317275203997269,0.00280055962502956,-0.00897687952965498,0.00570440664887428,-0.00364898354746401
"17",0.000333330885041505,-0.00191412551794201,-0.00136196846142411,0.000569243624340743,0.00602064980193973,-0.00170866795815527,-0.00725723803043365,0.0143521586433053,-0.00647291773930192,-0.0254916101694107
"18",-0.00459606945514679,-0.000995503505691886,0.00751182436943054,0.00156448467168957,-0.00904424767941236,0.00116395053919405,-0.00140263768844306,-0.00425838958472013,-0.000404593127314001,-0.0266520529985428
"19",-0.00507509103044868,-0.00389272696338594,-0.00206118146888912,0.00709925312548876,-0.00185947201680392,0.0121174529194832,-0.00249490747228265,0.00934274587780237,0.00362214026972651,-0.0124175334349275
"20",0.000658543023746461,0.00231440388597548,0.0028277134988457,0.00768956681713462,-0.00346462614834309,0.0120739936828613,0.00331717170774937,0.00816595181822777,-8.52562807267532e-05,0.0283326972275972
"21",0.000257584208156914,-0.000188150253961794,-0.00394295528531075,-0.00711107673123479,0.00563217187300324,0.00968514382839203,0.000890681985765696,0.00697450805455446,-0.00342213991098106,-0.00261220894753933
