"","JNJ","IBM","PFE","HPQ","MCD","KO","AXP","CAT","HD","AA"
"1",0.000878379098139703,0.00365434726700187,-0.00549532799050212,0.0015554215060547,-0.00266750110313296,0.00302183418534696,0.0107508031651378,-0.0160486456006765,0.00124488386791199,0.0149821667000651
"2",-0.00981724727898836,0.00699843699112535,0.00850086938589811,0.00172045745421201,0.000805579591542482,0.0242737401276827,0.0337306000292301,0.00136244704481214,-0.00941147282719612,0.0272874906659126
"3",0.00119064631871879,0.00513370288535953,-0.00371608673594892,0.00374551909044385,0.00420030625537038,0.00864403508603573,0.0128559805452824,-0.0226166788488626,0.00886760931462049,0.0239384453743696
"4",0.000728658225852996,0.00908295903354883,-0.00120587297715247,0.00049179425695911,0.00147105637006462,0.00217385427094996,0.0196944419294596,-0.0224690847098827,0.00611038599163294,-0.0229816753417253
"5",0.00301272328943014,0.00124961952678859,0.00669603841379285,-0.00130098173394799,-0.00534201646223664,0.000948527187574655,0.0188417341560125,-0.0128949554637074,0.00244901818223298,0.00914005376398563
"6",0.00186338718049228,0.0046438449062407,0.00995831005275249,0.000421424687374383,0.00487845716997981,-0.00194366101641208,-0.00333813368342817,-0.00256070191971958,0.0141329998150468,0.00996200647205114
"7",-0.00889301113784313,0.00124729052186012,-0.0162654966115952,0.00564982322975993,0.00206996477209032,-0.00132689147721976,0.00561152305454016,-0.000544464855920523,0.00727166188880801,0.0302143283188343
"8",0.00330871320329607,-0.00145981064997613,-0.00589496921747923,-0.00213160365819931,-0.00450763432309031,0.00435692397877574,0.0023312047123909,0.00437538744881749,0.00502578495070338,0.0148813659325242
"9",0.000940662284847349,-0.00262071448378265,0.0112444218248129,0.00987969525158405,0.00176948611624539,0.00171650957781821,0.026094812899828,-0.0295070502907038,0.000229977566050366,0.00650586094707251
"10",-0.00581256812438369,-0.00241625146009028,0.00468704663217068,0.00770023791119456,0.00483393110334873,0.0113443350419402,0.0152313662692904,0.00297015672549605,0.00717419711872935,-0.0116336112841964
"11",0.00182513077743351,-0.00621831603348255,0.00107178569305688,0.00449361931532621,-0.00362957897596061,0.00921762268990278,0.00713504152372479,-0.038702804595232,0.0128190601244569,0.0147686209529638
"12",-0.0121970418840647,-0.00159649865236133,0.00157753343228251,-0.00498829921707511,-0.00142013351432979,0.00155579787679017,-0.00196952745318413,-0.0139328837394714,0.00613135891035199,0.00102093489840627
"13",0.00284488848410547,-0.00741122290492058,0.0015745599521324,0.00441337889060378,-0.000477740308269858,0.00368987279944122,-0.0210090260952711,-0.0140552073717117,-0.00511132180690765,0.00782386865466833
"14",-0.00181879824958742,-0.00255492608994246,-0.00292224204167724,0.00839839596301317,-0.00647538620978594,0.00946026761084795,0.00907909125089645,-0.0023780323099345,0.0144081311300397,0.0170108284801245
"15",0.0011233048280701,-0.000389966589864343,0.00875242054462433,0.00522495480254292,0.000680704193655401,0.00221479381434619,0.0138930678367615,-0.00580328702926636,0.00633542751893401,0.0236918237060308
"16",-0.00402053026482463,0.00129077001474798,0.0014649034710601,-0.00171367370057851,0.0068591944873333,-0.00120027549564838,0.0172409676015377,-0.00338540994562209,0.013216164894402,-0.0241180658340454
"17",0.00377101195044816,-0.00159932812675834,0.00368722970597446,0.00315561052411795,0.00473903212696314,-0.00364594138227403,-0.0106987785547972,-0.0110201444476843,-1.96732853510184e-05,-0.0130808791145682
"18",-0.00151719246059656,-0.00283111934550107,-0.00195193977560848,0.00147172971628606,-0.00146412721369416,-0.00324087589979172,-0.00948971696197987,0.0105005856603384,0.00503875501453876,0.0195998381823301
"19",0.00293451128527522,0.00148976407945156,0.0111220730468631,0.00459287175908685,0.0050947698764503,0.00671441573649645,0.000994916190393269,0.0175754092633724,0.0105183627456427,0.0148235568776727
"20",-0.000228907374548726,0.00263795908540487,0.000410471751820296,0.00661727506667376,-0.00912673771381378,0.0021299603395164,0.0179189313203096,0.0194970071315765,0.00623773830011487,0.0112868333235383
"21",-0.00320394732989371,0.000152363209053874,0.015311187133193,0.0021321342792362,-0.00187851244118065,0.00467438902705908,0.0196895115077496,0.035176120698452,-0.00458840886130929,0.0116932773962617
