"","CVX","JNJ","HPQ","WMT","PG","KO","MCD","DIS","MRK","AA"
"1",-0.00156168185640126,-0.0025953920558095,0.00515724578872323,0.00521312188357115,-0.00362740084528923,0.00108959036879241,-0.00882041733711958,-0.0070130480453372,0.00361007521860301,-0.00562707660719752
"2",-0.00589044997468591,0.00236626854166389,0.00564918434247375,-0.00475193979218602,-0.00232614600099623,-9.96778981061652e-05,0.00815253891050816,-0.00272826384752989,0.00312413484789431,-0.0247470028698444
"3",-0.0123095149174333,0.00156134599819779,-0.00139679224230349,-0.00163871084805578,-0.00517080863937736,-0.00867917016148567,0.000128984247567132,-0.00355429924093187,0.00513142114505172,0.00812976714223623
"4",-0.0138001721352339,-0.00814718287438154,-0.00673751812428236,0.0025004472117871,-0.000393889873521402,-0.00187229132279754,0.000414912210544571,-0.00145865487866104,0.00383207411505282,0.0158439986407757
"5",-0.00753278005868196,-0.00178908370435238,-0.000955263036303222,0.000201812159502879,-0.0019089566776529,-0.00127771182451397,-0.0010813771514222,-0.013074061833322,-0.000487031298689544,0.001029759994708
"6",-0.00340306712314487,-0.00274691544473171,0.00237265019677579,-0.00151475553866476,-0.000442302116425708,-5.08107186760753e-05,-0.000711160420905799,-0.00197867723181844,-0.00625953171402216,-0.00186065188609064
"7",-0.00415298528969288,0.00185425905510783,-0.00672811316326261,-0.00383160100318491,-0.00134108844213188,-1.28898509501596e-05,0.00126839929725975,0.00230034394189715,-0.0057811732403934,0.0125582879409194
"8",0.00404342031106353,0.00123072438873351,-0.00441949022933841,0.00147108803503215,0.00644942559301853,-0.000546423310879618,-0.00267860852181911,0.000737206428311765,-0.00572738004848361,-0.0095386179164052
"9",-0.00932654924690723,-0.00366209098137915,-0.000418530980823562,0.00112293718848377,0.00280588073655963,-0.000988041050732136,0.00767597230151296,0.00768812699243426,-0.00156679865904152,-0.0115572800859809
"10",-0.0113015221431851,-0.00349460914731026,0.00276291673071682,0.00247550802305341,-0.00360667263157666,0.00501383747905493,0.00237161526456475,-0.00195896090008318,0.00384632358327508,-0.00620625447481871
"11",-0.0013034816365689,-0.00291131110861897,0.00159153947606683,0.00301040359772742,0.000410707463743165,0.00324729736894369,-0.00604087021201849,0.000811098027043045,0.00658022984862328,0.00431758677586913
"12",0.00485837971791625,-0.00249135796912014,-0.00172616518102586,-0.000962102261837572,-0.00629285117611289,0.00119958538562059,0.000272803095867857,0.00215626368299127,-0.00372822070494294,-0.00282494397833943
"13",-0.00584260653704405,-0.00041167763993144,0.00251857819966972,0.00273953564465046,-0.00340243196114898,0.00237606628797948,-0.000456094654509798,0.00197141128592193,0.00689752446487546,-0.0198323465883732
"14",-0.0126573611050844,0.000300902378512546,0.00869283080101013,-0.00397896114736795,-0.00432797381654382,0.00093334389384836,-0.00278218928724527,0.00474718119949102,0.000815956736914814,-0.0177801791578531
"15",0.000370727619156241,-0.00678312731906772,0.0131493294611573,-0.00097428384469822,-0.00784737803041935,-0.000628510490059853,0.00188903894741088,0.00388796371407807,0.00220366613939404,-0.00287426169961691
"16",0.00144854804966599,-0.00365944276563823,0.0109926257282495,-0.00408577080816031,-0.00382621167227626,0.00373842660337687,0.00235328916460276,-0.0032422449439764,0.000247426185524091,0.00134454050567001
"17",0.00734910601750016,-0.00474116578698158,-0.00210577971301973,-0.00656735943630338,0.00106064812280238,0.00489005213603377,0.00328624760732055,-0.00412787031382322,0.00661873817443848,-0.0174592453986406
"18",0.00230321008712053,-0.000145282770972699,-0.00419952813535929,0.00529802776873112,-0.00441935891285539,0.00296130077913404,-0.00309176906011999,-0.00134008983150125,0.00570990843698382,0.00851722620427608
"19",-0.00562280137091875,-0.00323023274540901,-0.000556398066692054,-0.00311160297133029,-0.00537264859303832,-0.000686576124280691,-0.000556860002689064,-0.00390407885424793,-0.00249245041050017,0.00986802577972412
"20",-0.00165222759824246,-0.0043156910687685,-0.00665113236755133,0.00108868966344744,0.00481008505448699,0.000197872534045018,0.000270128308329731,0.00304323504678905,0.00154926104005426,-0.00514291040599346
"21",0.003683109767735,-0.0089125968515873,-0.00746524846181273,0.00369990849867463,-0.00089555059093982,-0.00357451918534935,0.000778288522269577,-0.00716225663200021,0.00216885353438556,-0.0101992432028055
