"","PFE","HD","PG","MRK","XOM","CVX","VZ","WMT","MCD","KO"
"1",7.47427839087322e-05,0.00821424927562475,-0.00529319467023015,0.00248806551098824,-0.00293915392830968,-0.00380254443734884,-0.000475517910672352,0.00501663237810135,0.00390965584665537,-0.000747882819268852
"2",0.00152821093797684,0.00366149144247174,-0.00714545883238316,-0.00259092915803194,-0.00808444339782,-0.00194576743524522,-0.00348277785815299,-0.00194060208741575,-0.0014322412898764,-2.84339557765634e-06
"3",-0.00756642082706094,0.013636901974678,0.0040114033035934,-0.00390265439637005,-0.00226575671695173,-0.0040603899396956,0.000265340553596616,0.000573697732761502,-0.0022413176484406,0.00857327599078417
"4",-0.00260978075675666,-0.00180372165050358,0.00497454404830933,-0.000708111736457795,0.00352592649869621,-0.00398207921534777,0.00296296109445393,0.0067266128025949,-0.0051993764936924,0.000369828601833433
"5",-0.00664499262347817,-0.0099044069647789,0.000604764907620847,0.00495893973857164,0.00386335793882608,-0.00313776126131415,0.000908386835362762,-0.00153275614138693,-0.00692312233150005,0.00499135814607143
"6",0.00465594418346882,0.000720621610525995,0.000122065815958194,0.00225493311882019,-0.00882498826831579,-0.00536254281178117,-0.00572875002399087,-0.00374967674724758,-0.00980649702250957,-0.00153142178896815
"7",-0.00227307877503335,-0.00491141900420189,-0.00233164499513805,0.000527654949110001,-0.012621758505702,-0.0055518108420074,0.00322383898310363,0.00565711222589016,0.00963058788329363,0.00178198434878141
"8",0.00117584830150008,-0.000203627248993143,0.000519865716341883,0.00353106157854199,-0.00073312793392688,0.00711658410727978,-1.61294192366768e-05,-0.00249790772795677,0.00293574435636401,0.00274532870389521
"9",-0.0148271871730685,-0.00330485100857913,0.000861823093146086,-0.00217409431934357,-0.00751089910045266,-0.00711007788777351,0.00600728206336498,-0.0056176190264523,-0.00184294988866895,-0.00276203523389995
"10",-0.000794191961176693,0.00286948424763978,0.00365747511386871,-0.00235589849762619,-0.000421121018007398,-0.00943632703274488,0.000369633722584695,-0.00467390520498157,-0.000547192757949233,0.00308620417490602
"11",0.000659184122923762,0.00405690260231495,0.00118991069030017,0.00229658070020378,-0.00445062387734652,-0.000193832544027828,0.000842584762722254,-0.00132476142607629,0.00399439781904221,-0.00378992431797087
"12",-0.0115744406357408,0.00494964187964797,0.005356190726161,-0.00505092134699225,-0.00394096737727523,-0.0043793716467917,0.00132699229288846,-0.000725911871995777,-0.00232552387751639,-0.000438154704170302
"13",-0.00543145602568984,0.00605290336534381,-0.000947946158703417,-0.00303944991901517,0.00324813276529312,-0.0077840113081038,-0.00622144341468811,-0.00522941397503018,-0.00316757266409695,0.00490931421518326
"14",-0.00828633829951286,0.00402982020750642,0.00482731917873025,-0.00113454065285623,-0.00779071683064103,-0.00144262216053903,0.00744856288656592,-0.00129122170619667,-0.000587507849559188,0.00288144801743329
"15",-0.00355999660678208,0.00311836740002036,0.000788428413216025,-0.00627419026568532,0.00155205046758056,-0.00265514408238232,0.00563489273190498,0.00639428803697228,-0.00116044364403933,0.00297452579252422
"16",-0.00189659406896681,-0.00437736604362726,0.000565531430765986,-0.00842910818755627,0.00810275878757238,0.00267696171067655,0.000849021365866065,0.00454115634784102,0.00783743243664503,-0.000787631666753441
"17",0.00482727726921439,-0.0102901691570878,0.000456253270385787,-0.00570778921246529,-0.00760843604803085,0.00692281359806657,-0.00686147529631853,-0.00538628455251455,-0.00152150099165738,-3.17374724545516e-05
"18",-0.0035968404263258,-0.00520360143855214,-0.0013413866981864,-0.00501736113801599,-0.00783332623541355,-0.000613194075413048,0.00619648722931743,0.00366212683729827,0.00282477657310665,0.0036843498237431
"19",-0.00711224973201752,-0.00368913821876049,0.00396113935858011,-0.00818120501935482,0.0036409362219274,-0.00434907153248787,0.00280451495200396,0.00393630983307958,0.00180109159555286,0.00229328195564449
"20",-0.00535639841109514,0.00421868963167071,-0.00148167787119746,-0.00571210216730833,0.000884650624357164,-0.00688645802438259,0.00172820710577071,0.00229625310748816,-0.00596176320686936,-0.00395629880949855
"21",-0.00846197549253702,-0.00666437624022365,0.00167541555128992,-0.00909348577260971,-0.00148644705768675,-0.00340608227998018,0.00509816315025091,0.00456744339317083,0.00408161384984851,-0.00273899314925075
