"","PG","HD","AIG","IBM","DIS","CAT","BA","MRK","AXP","KO"
"1",0.00208190269768238,-0.00407478073611856,0.00595405092462897,0.0159676875919104,0.0104833506047726,0.000158690454554744,0.0003413709346205,0.00363756250590086,0.00518700759857893,0.00184815458487719
"2",-0.000167677048011683,0.00368905835784972,0.00140172522515059,-0.00433094426989555,0.000615352066233754,0.011134079657495,0.00616295728832483,0.0144346188753843,0.00461689801886678,-0.000686531770043075
"3",-0.000266469287453219,0.000390301487641409,0.00399531796574593,-0.00274209398776293,0.0108791152015328,-0.00114819663576782,0.00474016834050417,0.00311626237817109,-0.000214041006984189,-0.00144390435889363
"4",0.000520550413057208,0.00349398120306432,0.00622930424287915,0.0126368533819914,0.00244267005473375,0.00190192367881536,-0.00172355573158711,0.000824484624899924,-0.00177929759956896,-0.00201469426974654
"5",0.00103688600938767,-0.00678847497329116,0.000859530118759722,-0.00177119858562946,0.00128427287563682,0.00643024174496531,-0.00817838218063116,0.00175005896016955,0.00165991741232574,-0.00142518267966807
"6",0.00497953221201897,0.00492561655119061,0.00244232011027634,-0.00365568324923515,-0.00770689034834504,-0.00525059178471565,0.00461049284785986,-0.00146290869452059,-0.00979584362357855,-0.00188955129124224
"7",0.000628717592917383,0.00254193949513137,0.000882574648130685,0.000404130376409739,-0.00182716525159776,0.00210916087962687,0.00841554440557957,0.0030115784611553,-0.00155171996448189,0.000667619635351002
"8",-0.000284002482658252,0.00342728686518967,0.00408706115558743,-0.000958424527198076,-0.000695984927006066,-0.00755094084888697,-0.00188844779040664,0.00185196846723557,0.00483432877808809,0.00224420637823641
"9",0.000525119598023593,0.0102498037740588,1.5702305972809e-05,0.0046753566712141,-0.000585149100515991,0.00398035813122988,-0.000757864909246564,0.000708933745045215,0.00108721479773521,0.000656445510685444
"10",-0.00185435416642576,0.00611056899651885,0.000374529714463279,-0.00156728713773191,-0.00676560634747148,0.0081378985196352,0.00514634093269706,-0.000923574203625321,-0.00321183167397976,-0.00240479502826929
"11",0.0001671689824434,0.00445708259940147,-0.00222383788786829,0.00775045901536942,0.00127784872893244,0.00716717820614576,0.00318305403925478,-0.00182261876761913,-0.00684210378676653,-0.000790260848589242
"12",0.000938550336286426,0.00397547706961632,-0.00024086853954941,0.00285841734148562,-0.00239531160332263,0.00909162126481533,-0.0033171596005559,-0.00144421518780291,0.00620902143418789,0.00026478961808607
"13",0.00314033217728138,-0.000287965231109411,-1.62682299560402e-05,0.000414753070799634,-0.00227386131882668,-0.000629743910394609,-0.00152621057350188,0.000780517933890224,0.00312277255579829,-0.00158026337157935
"14",0.00146871816832572,-0.00382595346309245,-0.000191907805856317,0.0013808315852657,-0.00172399764414877,0.00414233934134245,0.00396559573709965,-0.00290442700497806,-0.00457272492349148,-0.00452552456408739
"15",-0.0010511513100937,0.000789126032032073,0.000859697523992509,0.00117584737017751,-0.00159690144937485,-0.0175562649965286,0.00682378327473998,0.00443350523710251,0.00326522719115019,-0.00250412570312619
"16",0.001735202036798,0.00383085431531072,0.00915142055600882,0.00389947555959225,-0.00016587034042459,-0.00174701446667314,-0.00190101691987365,0.00161873525939882,3.32907870870258e-06,-0.00023573222279083
"17",0.000638792291283607,5.2191385293554e-06,0.00300966412760317,0.00291910767555237,-0.00367365847341716,0.00841603893786669,0.00609887018799782,0.00354456761851907,-0.000224728602916002,-0.00182037544436753
"18",0.00180788699071854,0.00286351633258164,0.000819284934550524,0.00266285287216306,-0.00268777320161462,-0.00222504744306207,0.00324430060572922,0.0044350172393024,0.000591097341384739,-0.00201204954646528
"19",0.00119042303413153,-0.00129394058603793,0.000611661758739501,0.00625969469547272,-0.00297392951324582,0.00948298070579767,0.00438475934788585,-0.00217313086614013,0.00154904613737017,0.000448684848379344
"20",0.00403515854850411,-0.000994037138298154,0.00129022507462651,-0.000102314224932343,-0.00117005303036422,-0.00935566518455744,0.002756267786026,0.00111993122845888,-0.00481883948668838,-0.000455034081824124
"21",0.00103901315014809,0.00181506050284952,0.0012113603297621,0.00216307467781007,0.00496844807639718,-0.00704071903601289,0.00222317781299353,0.00256122718565166,-0.00355014274828136,-0.000856955128256232
