"","PG","PFE","BA","HD","WMT","CSCO","VZ","UNH","CVX","MRK"
"1",0.000833412341307849,-0.00418743444606662,0.0445012375712395,-0.00682273739948869,-0.00517750764265656,-0.00361494836397469,0.0113123385235667,0.00621261261403561,0.00148664100561291,-0.000498045817948878
"2",-0.0166117679327726,0.00711138173937798,0.00211776583455503,-0.00376715883612633,0.00388911436311901,0.00464907009154558,0.016898151487112,0.0067273797467351,0.0009207563707605,-0.00666425283998251
"3",-0.00200402154587209,-0.00134197366423905,0.0105845890939236,-0.000563003704883158,0.00331769464537501,0.000816883810330182,0.000311894662445411,-0.00245557562448084,-0.000937842996791005,-0.00165635452140123
"4",0.00348030799068511,-0.000593783392105252,0.00716721452772617,0.00161699252203107,-0.00637499755248427,0.00622723950073123,0.00175426772329956,0.00788825564086437,-0.00167483696714044,-0.00443493062630296
"5",0.002281887922436,0.00166246690787375,-0.00312023749575019,0.00323296873830259,-0.00615562964230776,0.00066146842436865,-0.00600816868245602,-0.00348060112446547,0.000897287100087851,-0.00013954023597762
"6",0.00519717624410987,0.00168048858176917,-0.00608009472489357,-0.00151257100515068,0.00272446335293353,0.00489039998501539,0.00292746140621603,-0.00503582553938031,-0.0035255029797554,0.0045390366576612
"7",0.00124116917140782,-0.00204205373302102,-0.00509181898087263,0.00398385105654597,0.000301430642139167,-0.00238511618226767,-0.00504009146243334,-0.00528551451861858,0.000489213562104851,-0.0025535246822983
"8",0.00517690787091851,-0.00125884113367647,-0.00512344390153885,0.00593936396762729,0.00192419847007841,0.00746016344055533,-0.00242275302298367,-0.00294257397763431,-0.000596134515944868,0.000822842353954911
"9",0.000117125659016892,-0.00273681292310357,0.0106072798371315,0.00124671729281545,-0.00701114907860756,0.0011020025704056,0.00131520419381559,0.00719895260408521,-0.00290990923531353,-0.00590402027592063
"10",-0.00290138786658645,-0.00169196492061019,-0.00787035655230284,-0.00022207670554053,-0.00882820039987564,-0.00196631602011621,-0.00138944142963737,0.0022932686842978,-0.00505807483568788,-0.00323150120675564
"11",-0.00162390188779682,-0.00086963881039992,-0.0091431699693203,0.0010303957387805,-0.00393305532634258,0.00165109860245138,0.00442933430895209,-0.00153743242844939,-0.00197536288760602,-0.00242694793269038
"12",-0.000463693751953542,-0.00339588383212686,0.00569171365350485,-0.000620468345005065,0.0045251464471221,-0.00454082060605288,0.00278283143416047,0.000599506020080298,-0.000940771249588579,0.00157808989752084
"13",-0.000745773606467992,-0.00235480954870582,0.00855545606464148,-0.00304769771173596,-0.000608681759331375,-2.53839025390334e-05,0.00234198616817594,-0.00308824656531215,-0.00525273568928242,-0.0024329184088856
"14",-9.87956082099117e-05,-0.000456398876849562,0.0142771145328879,0.00118829542770982,-0.00363188283517957,0.000282494816929102,-0.00702090747654438,0.00454709073528647,-0.0014886271674186,-0.00632189633324742
"15",-0.000898798345588148,-0.00308016734197736,0.0030041728168726,-3.90788736694958e-05,-0.0103506986051798,0.00153706688433886,-0.0038851264398545,0.00157391303218901,-0.00359286414459348,-0.0011766649549827
"16",-0.00264869118109345,-0.00195286271627992,0.00264767836779356,-0.00433350540697575,-0.00185666442848742,0.00043296191142872,-0.000959871453233063,-0.00415212428197265,-0.00381008232943714,-0.00233655609190464
"17",0.00240396941080689,-0.00282039796002209,0.00482115382328629,0.00353199150413275,0.00258785020560026,0.000749071943573654,-0.00365711795166135,0.00542076164856553,0.000603089167270809,-0.00592194823548198
"18",-0.000363066152203828,-0.00208340375684202,0.0102905901148915,0.0030931793153286,-0.000357778335455805,0.00135908217635006,-0.00943576730787754,-0.00890336465090513,-0.00392998429015279,-0.000293637451250106
"19",-0.00058624695520848,-0.00188622088171542,0.00516927521675825,0.00152874703053385,-0.00600996380671859,-0.00397883355617523,-0.00314025697298348,0.00191693706437945,-0.00263131689280272,-0.0039749750867486
"20",0.000455646804766729,-0.00292799132876098,0.0113052651286125,0.000405493599828333,-0.00772509444504976,0.00216377340257168,-0.00241696531884372,0.0010350055526942,-0.00241306587122381,-0.00285970349796116
"21",0.00122904183808714,-0.00359353795647621,-0.00149787438567728,-0.0052332398481667,0.00552398664876819,-0.00196972372941673,0.00294877262786031,-0.0019249253673479,-0.000992484972812235,-0.00178380543366075
