"","CSCO","XOM","PG","PFE","WMT","MRK","VZ","CVX","MCD","KO"
"1",0.012382903136313,0.00686898594722152,-0.00128341082017869,-0.00789053365588188,-0.0118719059973955,-0.00285025034099817,0.00601664697751403,0.00822077132761478,0.00754676386713982,-0.00756275001913309
"2",0.00272495951503515,-0.00422144634649158,0.00322292605414987,0.00599882612004876,0.00290824752300978,0.00685581332072616,-0.00883795320987701,0.00244663725607097,0.00409738253802061,-0.00354397459886968
"3",-0.00638254079967737,-0.00894323829561472,0.00558396056294441,0.00417317356914282,-0.00195671431720257,-0.0120700383558869,-0.00483115529641509,-0.0671444535255432,-0.0133535386994481,-0.00407999334856868
"4",-0.00367752905003726,0.000217393680941314,0.00545140448957682,0.0133358975872397,-0.00416215742006898,0.00145189452450722,0.0037833834066987,0.0287141818553209,0.000978058204054832,0.0056794467382133
"5",0.00643494073301554,-0.0356182716786861,0.00676880916580558,-0.0109229553490877,0.00199668295681477,-0.00919167883694172,-0.0108503680676222,-0.00894631445407867,-0.0123114641755819,-0.00355522008612752
"6",0.00644129887223244,-0.0118549959734082,0.00453911162912846,0.0164409950375557,-0.00159181351773441,-0.0317752286791801,0.00284406309947371,-0.0344816148281097,-0.00697355438023806,0.0109900366514921
"7",-0.00147828063927591,0.0154317375272512,-0.0121484957635403,-0.000446545163867995,0.00104036089032888,-0.00531306955963373,-0.00628593703731894,-0.00438660429790616,-0.00980952754616737,-0.00316646764986217
"8",-0.00398019049316645,-0.00694733485579491,-0.01112693361938,0.000544814800377935,0.00142281665466726,-0.0129954554140568,0.00670928275212646,0.0223325565457344,0.00351916090585291,-0.00136226217728108
"9",-0.0144562674686313,-0.00449915323406458,-0.00745892152190208,0.00515911635011435,-0.00558422179892659,0.00772377988323569,-0.00552460644394159,0.00678482837975025,-0.00772682437673211,0.00720898061990738
"10",0.00148476683534682,-0.00409323815256357,-0.00361877726390958,-0.00427875947207212,-0.00168846955057234,0.00760982604697347,-0.00127970508765429,-0.0717287138104439,0.00583067582920194,0.000579685729462653
"11",0.00510160205885768,0.00565877184271812,0.00348990876227617,0.00218743784353137,-0.00149286002852023,-0.003334681969136,0.00219851732254028,0.0397840850055218,-0.00724301533773541,0.00788373127579689
"12",-0.0210086721926928,-0.0204937066882849,0.000672874157316983,0.00330436904914677,0.00982322078198195,-0.00459799077361822,-0.00196844409219921,0.00596196204423904,0.000879506289493293,-0.0030362734105438
"13",-0.00909161102026701,-0.0111973630264401,-7.57518719183281e-05,0.00544337974861264,0.00295794266276062,-0.0103137828409672,-0.0014012762112543,-0.0358602590858936,0.0067180129699409,0.00359505461528897
"14",0.00853261724114418,-8.34500096971169e-05,0.0028350236825645,0.00269935512915254,-0.00266493740491569,0.00614182651042938,0.00141760136466473,0.00279182870872319,-0.000444387580500916,-0.00266361562535167
"15",-0.00131838722154498,0.00214326265268028,-0.0012865976896137,-0.00988431833684444,-0.00695311324670911,0.00338403438217938,0.00191780878230929,0.00843143835663795,0.00317757320590317,0.0023466853890568
"16",0.0046761711128056,-0.00214920751750469,0.00542411208152771,0.00176033203024417,-0.00459246709942818,-0.0164934787899256,0.00570398895069957,-0.00171373644843698,-0.00122098345309496,0.00482221413403749
"17",0.00473474850878119,0.00592405116185546,0.00209557358175516,-0.0066804513335228,-0.00418288679793477,1.37542911033961e-05,0.00303828925825655,-0.0701432600617409,-0.00299252802506089,-0.00201641232706606
"18",0.00877920258790255,-0.00473141204565763,0.0063312198035419,0.00116590410470963,0.00062264408916235,0.00398955028504133,-0.000749470258597285,0.0247551444917917,-0.000131790846353397,0.0045150900259614
"19",-0.00176165928132832,-0.00200694985687733,-0.00174361048266292,0.0081692673265934,-0.00056986475829035,0.0101080443710089,0.00387252145446837,-0.00169011345133185,-0.000766398035921156,-0.0030182811897248
"20",0.0132509237155318,-0.000134875837829895,0.00155634223483503,0.00120241660624743,-0.000238509033806622,0.00250973785296082,-0.00142427545506507,-0.0355125106871128,-7.89586556493305e-05,0.00145687919575721
"21",-0.0149684064090252,0.0071523180231452,-0.00449121277779341,0.00193684501573443,0.000357894372427836,-0.00510315783321857,-0.00295261200517416,0.00404593674466014,0.00319250742904842,0.000385053892387077
