"","PFE","CVX","PG","WMT","KO","MCD","HPQ","MRK","DIS","T"
"1",0.00177834625355899,-0.0118998186662793,-0.00568136945366859,-0.000412977795349434,0.00164650520309806,0.000160737748956308,-0.00257995445281267,0.00396533031016588,0.00482272822409868,0.00284431292675436
"2",-0.0136318122968078,-0.022349389269948,0.00474222889170051,-0.00336999096907675,0.00550090940669179,-0.0007473697187379,-0.00303996936418116,0.00430070795118809,0.00636092061176896,-0.00360533129423857
"3",0.0101444525644183,0.00586705980822444,-0.00217850669287145,0.00692995125427842,-0.002968993736431,0.00915478449314833,0.0139617314562201,0.00386168947443366,0.00105782703030854,-0.00169045000802726
"4",-0.00795711483806372,-0.00479827774688601,-0.00607167650014162,-0.00424896785989404,-0.00233500939793885,-0.0061998413875699,-0.0125341061502695,0.00964578799903393,0.0050065666437149,-0.00490771606564522
"5",-0.00167269399389625,0.0147284418344498,-0.00148145575076342,0.00151641143020242,0.00537512311711907,-0.00132212450262159,-0.00115058256778866,0.00973325315862894,-0.0128489015623927,-0.00480260839685798
"6",-0.00154239940457046,-0.0143087515607476,-0.00127810845151544,-0.0024273544549942,0.0030825980938971,-0.00125819514505565,-0.0142009817063808,0.00276710069738328,-0.000177138470462523,0.000305136170936748
"7",-0.010647552087903,0.0204131491482258,-0.00616303458809853,0.00956093147397041,0.00170088594313711,-0.000223186871153302,-0.0114200599491596,0.0113380458205938,0.00226238463073969,-0.00358152785338461
"8",-0.0069081773981452,-0.00425824755802751,-0.00559423537924886,-0.00695550162345171,0.000405616010539234,-0.0194597002118826,-0.0190278869122267,0.00314128142781556,0.00344187137670815,0.000740935502108186
"9",0.00634221732616425,-0.00189726636745036,0.00563453137874603,0.000613903102930635,0.00144449016079307,-0.000385311053832993,0.0133774746209383,0.00843383744359016,0.00719148758798838,0.00485007371753454
"10",-0.00317030353471637,0.00534854643046856,-0.00365223921835423,-0.00501164514571428,-0.00156913721002638,0.0051122922450304,-0.00698446482419968,0.0152353756129742,0.000576391466893256,0.00233847717754543
"11",0.00948188453912735,-0.00512660248205066,-0.00230977823957801,0.0102699836716056,0.00402618991211057,0.00175024312920868,-0.000399823271436617,0.00507272826507688,0.00698974914848804,0.00763685768470168
"12",-0.00558480713516474,-0.0102514391764998,0.00109954446088523,-0.00433468772098422,0.00204265560023487,-0.0022558739874512,-0.00353282666765153,0.00381564232520759,0.00108984706457704,0.00124106067232788
"13",0.000242678172071464,-0.000284805457340553,0.000882553576957434,0.0152570912614465,0.000930127571336925,-0.00415670080110431,0.000278564519248903,0.00793087389320135,0.0108724804595113,0.000836165156215429
"14",-0.00476048048585653,0.00372982677072287,0.000857912877108902,0.00144699751399457,0.000555709237232804,-0.00705625722184777,0.0197334252297878,0.00490232976153493,-0.00525653455406427,-0.00097871501930058
"15",-0.000104456914414186,0.0075069535523653,-0.000741599535103887,-0.0010925242677331,-0.000659952755086124,-0.00158251111861318,0.00448532029986382,0.0117723690345883,-0.00519832735881209,-0.00054665218340233
"16",0.00087729818187654,-0.00579068856313825,0.00224204338155687,-0.00266067939810455,0.00525097874924541,0.00548940617591143,0.00701304106041789,0.00703928666189313,0.00748302321881056,-0.00466951867565513
"17",0.00591916963458061,0.00709288474172354,-0.00502119865268469,-0.000305948517052457,0.00664417212828994,0.0020668359939009,0.0020052210893482,0.00257309642620385,-0.00193738436792046,0.0036862064152956
"18",-0.00635125301778316,0.00109710136894137,-0.000682867772411555,0.00395571952685714,0.00353881157934666,-0.00544977840036154,0.00134974997490644,0.00685142073780298,0.0180997140705585,0.00253945169970393
"19",0.00618431251496077,0.000705705024302006,0.000731981010176241,0.000288114853901789,0.00566158164292574,0.00477561354637146,-0.002628582296893,0.00710340356454253,0.00611503142863512,-0.000371817353880033
"20",-0.000531032215803862,0.000562240777071565,0.00053607695735991,0.00216645328328013,0.000425481528509408,-0.00307999853976071,0.000514732440933585,0.00218474096618593,-0.000543642672710121,0.00621538050472736
"21",0.00070227007381618,0.00324701797217131,-7.17091606929898e-05,0.00165675638709217,0.00145915197208524,0.000297457969281822,0.00560066569596529,0.00933555047959089,0.00238202256150544,0.0031251385807991
