"","PG","CAT","CVX","WMT","KO","MCD","MRK","T","HD","DIS"
"1",0.00112872559111565,-0.0104686059057713,0.0111442701891065,0.00308363931253552,0.0036744165699929,0.00102440651971847,-0.00409728707745671,0.000440334726590663,0.0178882051259279,-0.00487248413264751
"2",0.00195001345127821,-0.0123330699279904,0.00645286217331886,0.00756498659029603,-0.000780988717451692,0.00130528386216611,-0.00138263730332255,-0.000566539878491312,0.00125819293316454,0.00970349926501513
"3",0.00761619862169027,-0.00454197637736797,0.00336446682922542,-0.0010914842132479,0.000434696645243093,0.00979230459779501,-0.00265122833661735,0.00268618459813297,0.0042703989893198,-0.00140149204526097
"4",-0.00776120694354177,-0.0121099762618542,-0.00092775555094704,0.00718112243339419,0.00677521293982863,-0.00152064592111856,-0.00174778595101088,-0.0054058819077909,0.00493048736825585,-0.00603697029873729
"5",0.00111683539580554,-0.0158712342381477,-0.014047528617084,-0.00545720336958766,-0.0052657276391983,-0.000392708840081468,0.00117549521382898,0.000904915505088866,0.00462089898064733,0.00801505241543055
"6",0.00293052056804299,-0.0118107162415981,-0.00474882079288363,0.00235925917513669,-0.00157369708176702,-0.00359721085987985,-0.00969395134598017,-0.00276392721571028,0.00547206029295921,-0.00511244824156165
"7",7.49188184272498e-05,-0.00715315388515592,0.00134764064569026,-0.00192371429875493,-0.00240762438625097,-0.00366068724542856,-0.000818975910078734,-0.00559450825676322,0.0114295799285173,0.00314762443304062
"8",0.00639816094189882,-0.0180012881755829,0.00149003532715142,0.00212982785888016,-0.00323233939707279,-0.00662836292758584,-0.00531096197664738,0.00357023905962706,-0.00677964556962252,-0.00249571283347905
"9",-0.000286957510979846,-0.0169962625950575,0.000328173598973081,-0.00386940082535148,-0.00498376507312059,-0.00595419201999903,-0.00143937079701573,0.000529785989783704,0.000660067598801106,0.0033485924359411
"10",0.00247351452708244,-0.0138494363054633,-0.00285003427416086,0.0103252157568932,-0.00273788953199983,0.00381236826069653,-0.000540398468729109,-0.000156940062879585,0.00570052675902843,-0.0105127021670341
"11",-0.00196640053763986,-0.00964603200554848,-0.000168610495165922,-0.00123727053869516,-0.00087028177222237,-0.00119091954547912,0.00719617214053869,0.00228142063133419,0.00472523970529437,0.00453198608011007
"12",0.00245432299561799,-0.0183394346386194,0.00137281510978937,0.00914684403687716,-0.0123815825209022,-0.00245086988434196,0.00160108844283968,0.00389404408633709,0.00780556909739971,-0.00102494657039642
"13",0.000318504549795762,-0.0201396457850933,0.00341444415971637,-0.00676829228177667,-0.000340608326951042,-4.26038459409028e-05,-0.00270862528122962,0.00382026797160506,0.00323630636557937,-0.000724590034224093
"14",0.00203545624390244,-0.0164969675242901,0.0024650099221617,-0.00321589550003409,-0.00189856148790568,0.00196970044635236,0.00599299184978008,0.0077997138723731,0.00146337132900953,0.00497552054002881
"15",0.00141923653427511,-0.0149534149095416,-0.00377340684644878,0.00395294418558478,0.00144495139829814,0.00111533142626286,0.00154634809587151,0.00349580380134284,0.00689173676073551,0.00555198639631271
"16",-0.0041324570775032,-0.00287478021346033,-0.00543680088594556,-0.00199873861856759,0.00693030329421163,0.00293092709034681,0.00237022363580763,-0.00185393320862204,-0.00314666307531297,0.00183333607856184
"17",0.0108741633594036,-0.013855054974556,0.000745648634620011,0.00125352595932782,-0.00440874695777893,0.00179973046761006,0.00379433855414391,-0.00255649513565004,-0.0025440736208111,0.00338546116836369
"18",-0.000370386202121153,-0.00680038705468178,-0.000995730515569448,-0.00131598336156458,0.000750119448639452,-0.00306280516088009,0.00737716816365719,-0.00529645290225744,-0.00649369042366743,-0.00262846169061959
"19",-0.00168005155865103,-0.0052665714174509,0.00326526560820639,8.19088381831534e-05,-0.00503736967220902,-0.000454351538792253,0.00893994886428118,-0.00179639353882521,0.00507353758439422,-0.00698587112128735
"20",-0.00455256970599294,-0.0102932816371322,7.48144084354863e-05,0.00421342346817255,-0.00234109675511718,-0.00324300746433437,-0.00173942348919809,0.000818539701867849,0.00954770110547543,-0.00575882522389293
"21",-0.00164512638002634,-0.00785201787948608,0.00234889169223607,-0.00576320569962263,-0.0183302983641624,0.000324930442729965,0.00166578404605389,-0.000784375588409603,0.0142563981935382,-0.00233001285232604
