"","IBM","CVX","PG","DIS","BA","KO","MRK","HD","T","GS"
"1",0.00329367024824023,-0.0098037226125598,-0.00206115958280861,0.00345651875250041,-0.00712979584932327,-0.0113510759547353,0.00628140615299344,0.00524592166766524,-0.00133683392778039,-0.00307534146122634
"2",0.00725917983800173,0.00153177219908684,0.00264363409951329,0.000690302636940032,0.00209491257555783,0.00379419093951583,0.0187017396092415,9.37520380830392e-05,0.00760140456259251,0.0110802417621017
"3",0.00740569550544024,0.00660793110728264,0.0108931949362159,-0.0031051270198077,0.00295996270142496,0.00458088610321283,-0.00040246534626931,0.0018151585245505,0.00385595997795463,0.00564801273867488
"4",-0.00120380858425051,0.00157998409122229,0.00163195340428501,0.00267536449246109,0.00156191014684737,-0.00773558765649796,-0.00435101101174951,0.00519285770133138,0.00920754671096802,0.00413866946473718
"5",0.00345619511790574,0.000581438012886792,-0.000553069461602718,0.000252707483014092,-0.0042540798895061,-0.00178317294921726,-0.0085997898131609,0.000310561736114323,0.00251637538895011,-0.0018148731905967
"6",-0.00305190635845065,0.00849484093487263,-0.00132437830325216,-0.0032702349126339,-0.000274937629001215,-0.00354613387025893,0.00489420909434557,-0.00250228238292038,0.00534735200926661,-3.55071897502057e-05
"7",-0.00704333418980241,0.00337525014765561,0.00444040773436427,-0.00374194653704762,0.00611167540773749,0.000526260759215802,-0.00559387216344476,-0.00814082473516464,0.00309378188103437,0.00037778151454404
"8",0.00365469558164477,-0.00136931065935642,0.00179515883792192,-0.001905428012833,-0.00268665561452508,0.00189090892672539,0.000208699450013228,-0.00130058045033365,0.00108187342993915,-0.00109912187326699
"9",-0.00419433787465096,0.00738795939832926,0.00479609472677112,-0.00645432900637388,-0.000508807133883238,0.00336367939598858,0.00313578150235116,-0.00102725578472018,-0.00439406977966428,-0.00061258627101779
"10",-0.0015880559803918,0.00197052047587931,-0.00220061698928475,0.000448552455054596,0.00448981486260891,0.00337390042841434,0.00218382175080478,-0.00421975133940578,-0.00680625066161156,-0.00435531418770552
"11",0.00400142045691609,0.00168763042893261,0.00120426411740482,-0.00128995033446699,0.00617033988237381,0.00544176436960697,-0.00174846104346216,0.000177608919329941,-0.000916527467779815,-0.00129501614719629
"12",0.00412720022723079,0.00010170436144108,-0.000885030603967607,-0.000327521614963189,-0.00842628441751003,-0.00136946944985539,-0.000938170298468322,-0.00685049965977669,0.00361090572550893,0.00541463121771812
"13",-0.000728082959540188,0.00311928056180477,0.000119789117889013,-0.00131362956017256,0.000639457372017205,-0.00198440905660391,0.00409040413796902,-0.0155342919752002,-0.00720899552106857,-0.00053578830556944
"14",0.00456568319350481,-0.00423104828223586,0.0032393669243902,0.000569816562347114,-0.00231116404756904,0.0018281921511516,0.00143171497620642,-0.00110952509567142,0.000971821835264564,0.00168502400629222
"15",0.00605782074853778,-0.00506126414984465,-0.00123518239706755,-0.00596283422783017,-0.00124718993902206,0.00566247664391994,-0.00101802381686866,0.00155551824718714,7.69381585996598e-06,-0.000591974123381078
"16",0.000385034625651315,-0.00125263642985374,-0.00133658421691507,0.0028658420778811,-0.00339672737754881,0.0059035955928266,-0.000817535095848143,0.00405085785314441,0.0028572641313076,0.00886236689984798
"17",-0.00111696089152247,0.000848859723191708,-0.000398763717385009,-0.00317931943573058,9.77061208686791e-05,0.00386436725966632,-0.00528781767934561,0.00410437071695924,-0.00253549963235855,0.00500726792961359
"18",-0.00117098621558398,0.000672774156555533,-0.000266259303316474,0.00484642758965492,0.00987306889146566,-0.00242474675178528,-0.00152232218533754,-0.00232607498764992,-0.00220243749208748,0.000306858099065721
"19",0.000295529840514064,0.000251758610829711,-0.00235946639440954,-0.00358314788900316,0.00410813139751554,0.000325113214785233,-0.000443705997895449,0.000473385967779905,-0.000736353336833417,0.00361473788507283
"20",-0.00446957349777222,-0.00237230304628611,-0.00142080243676901,0.00399850774556398,0.00254007801413536,-0.00286485371179879,-0.00171289104036987,-0.000209182180697098,0.00144611811265349,0.001076745451428
"21",0.000853487232234329,-0.000967771222349256,0.00160357158165425,-0.00351315806619823,-0.00221441965550184,0.00357522862032056,-0.00350192748010159,0.000292052689474076,-3.63893996109255e-05,0.00643747625872493
