"","PG","WMT","CAT","CVX","T","KO","MCD","MRK","HD","DIS"
"1",-0.00800603069365025,-0.0127930892631412,0.00758698070421815,-0.0028169360011816,-0.00200857152231038,0.0134732332080603,-0.00134332722518593,0.000220894900849089,0.00034776859683916,-0.00562659185379744
"2",0.0014794897288084,0.00274430774152279,-0.011431640945375,-0.000826787203550339,-0.0011255694553256,-0.000512312166392803,0.00101474300026894,0.00029081865795888,0.0133770266547799,-0.00623394548892975
"3",-0.00191898981574923,0.00289490725845098,-0.00966067425906658,-0.000366072752512991,-0.00185547478031367,0.012948147021234,-0.00274732708930969,0.00235489755868912,-0.0220078341662884,-0.00362276937812567
"4",-0.00858799833804369,-0.00295416382141411,-0.00251630670391023,-0.00116385670844465,-0.00274767656810582,0.00338543206453323,-0.00198979792185128,0.00449894787743688,0.0193540025502443,-0.00149928114842623
"5",0.0036780396476388,-4.84303109260509e-06,-0.00025082819047384,-0.00573104666545987,0.00209497567266226,0.00445162272080779,-0.00633265031501651,0.00522381579503417,-0.0189999621361494,-0.00345401861704886
"6",-0.00368788582272828,-0.00574139365926385,-0.00829586293548346,0.00830007344484329,0.000100546953035519,0.0114499097689986,-0.0012781546683982,0.00185194995719939,0.00621354952454567,-0.00115484336856753
"7",-0.00320985657162964,-0.00304702040739357,-0.00736845377832651,0.00373502820730209,-0.00319536193273962,0.000662069942336529,0.000522960908710957,-0.00484422966837883,0.00360844167880714,-0.000792076112702489
"8",-0.00270982552319765,0.00101115275174379,-0.00862242560833693,0.00414552772417665,0.000110904642497189,-0.00123145955149084,0.00043589310371317,0.00492776837199926,0.00230577331967652,0.00342275458388031
"9",0.00173708982765675,-0.00014977395767346,-0.000647622568067163,-0.000747555401176214,-0.00249769096262753,-0.00273277168162167,-0.00207409239374101,0.000461159797850996,-0.00665824161842465,-0.00378268538042903
"10",-0.00229746545664966,-0.000350079295458272,-0.00432938849553466,-0.00558120058849454,-0.00188490224536508,-0.00657098321244121,-0.000286435388261452,-3.29483236782835e-06,0.00224124151282012,-0.00396582717075944
"11",0.00245918775908649,0.000313828437356278,-0.000688256986904889,0.000176576300873421,-0.00159692403394729,-0.00249251490458846,-0.00306567433290184,0.005351931322366,-0.00339403701946139,0.000150244319229387
"12",0.00087719241855666,-0.00389735563658178,-0.00694759609177709,-0.000702218792866915,-0.000741365307476372,0.000703761004842818,-0.00012051662633894,0.00216294475831091,0.00762765202671289,-0.000276105798548087
"13",-0.00374045898206532,0.00166638696100563,0.00836708210408688,-0.00196395115926862,0.00053520651999861,-0.00464081484824419,0.00283598550595343,0.00346692488528788,0.00610564975067973,0.00890118721872568
"14",-0.00698132673278451,-0.00810771528631449,-0.00796782039105892,-0.00118207954801619,0.00349438888952136,-0.00517032528296113,0.000683177087921649,0.00197818572632968,-0.0031199345830828,7.69578036852181e-05
"15",0.00169501011259854,4.0306131268153e-05,0.00309390434995294,-0.00507141789421439,0.00372592941857874,-0.000431523629231378,-0.00183413119520992,-0.000879932777024806,7.72709827288054e-05,-0.00235550454817712
"16",-0.00307524739764631,0.00653413543477654,-0.00118235894478858,0.00179125263821334,0.00112693523988128,-0.00165902683511376,0.00165163807105273,0.00496927555650473,-0.000400429009459913,-0.000880733947269619
"17",0.000580362509936094,-0.00525693781673908,-0.00198053242638707,-0.00013309640053194,0.00246764323674142,-0.00197952636517584,-0.000687360647134483,0.00287556927651167,0.00906410254538059,-0.000343259918736294
"18",-0.000561373133677989,0.0038453177548945,-0.0012260734802112,-0.00411387672647834,0.00427344953641295,0.0012398388935253,-0.00254666875116527,0.00361857423558831,0.00110176636371762,0.00301778758876026
"19",-0.00424164487048984,-0.00944121740758419,-0.00701277377083898,0.000175386798218824,0.00643320241943002,0.00148076470941305,0.00259595806710422,0.00537259271368384,0.00344637152738869,0.00141928589437157
"20",-0.00560010271146894,0.00514395581558347,-0.00448595127090812,-0.00262573128566146,0.0030501508153975,0.00111260020639747,-0.000383237900678068,-8.75470650498755e-05,0.00177074107341468,0.000810022931545973
"21",-0.00088627339573577,0.000859238673001528,0.00762736005708575,-0.000671642192173749,0.00604137638583779,-0.00349499238654971,-0.00133594742510468,0.00668037869036198,0.00302153849042952,-0.000169221704709344
