"","PFE","JNJ","HPQ","PG","CVX","HD","AA","BA","MRK","AXP"
"1",0.00325982389040291,-0.00847587827593088,-0.00351182860322297,-0.00168034096714109,-0.000270893622655421,-0.0209073573350906,-0.0353603698313236,-0.00124558445531875,0.00497181760147214,0.0196113828569651
"2",-0.00282627809792757,0.00502196326851845,-0.00538292713463306,-0.00476274313405156,-0.0198401268571615,-0.0139223728328943,-0.0229452848434448,0.00136452924925834,-0.00617307797074318,-0.0104361278936267
"3",0.0011873395415023,0.00329854153096676,0.00614182557910681,-0.00634248787537217,0.0122954398393631,0.00792283192276955,0.00659081386402249,-0.00869374349713326,0.00924287457019091,-0.00853487011045218
"4",-0.00265887845307589,0.00297776726074517,0.00933657120913267,0.00944540370255709,0.00852659903466702,0.0124563807621598,0.00251200352795422,0.000374963477952406,0.00673392880707979,0.0042670676484704
"5",0.00277697341516614,-0.00592002784833312,-0.00217423820868134,-0.00200782646425068,0.000674253155011684,0.011115406639874,0.0226946286857128,-0.00896533019840717,-0.00585017912089825,-0.000485714845126495
"6",-0.00144594383891672,0.00881304033100605,0.00326560530811548,-0.0021446046885103,0.0105342539027333,0.00203455262817442,-0.00321732019074261,-0.00390822067856789,0.0112573793157935,0.0213151536881924
"7",-0.000781706999987364,0.00311078783124685,-0.000130847605760209,-0.00413936004042625,-0.0149268060922623,0.000809833756648004,-0.0138706024736166,-0.000282753258943558,0.00139635568484664,-0.00639531807973981
"8",0.000845001835841686,-0.000226295800530352,-0.00448794430121779,-0.00401201611384749,0.0108557725325227,0.00897457450628281,0.00338461669161916,0.00249875895678997,-0.00356136728078127,-0.00430553779006004
"9",0.00918163266032934,0.00160090927965939,0.0143301328644156,0.00692740082740784,0.000522180635016412,-0.00120371335651726,0.00161153159569949,0.00221172394230962,-0.00902520585805178,-0.027229456230998
"10",0.000309292139718309,-0.00118808588013053,-0.00218517403118312,-0.00875716377049685,0.0061919717118144,0.00347360409796238,-0.00406818697229028,-0.0102336872369051,-0.00433194916695356,0.0139932688325644
"11",-0.000204891053726897,0.000132114902953617,0.00449951365590096,0.000525657378602773,-0.00322625110857189,-0.0143158631399274,-0.0118320733308792,0.00181844492908567,0.00820890907198191,0.000288462819298729
"12",0.00137590896338224,0.00471826922148466,-0.00529867922887206,0.00729123596101999,0.00104912486858666,-0.00747613608837128,5.70038973819464e-05,-0.00458458391949534,0.00183377787470818,-0.00819914136081934
"13",0.00490268738940358,-0.000306714966427535,0.00351358531042933,0.000330926675815135,0.00438859406858683,-0.0137786902487278,0.00718446262180805,0.00494548166170716,0.00465523824095726,-0.00225919671356678
"14",-0.00401232950389385,0.00359991565346718,0.00343687157146633,-9.42016686167335e-06,-0.0124607551842928,-0.00252864160574973,0.00364854163490236,0.000273132201982662,-0.000713915913365781,-0.00396313425153494
"15",-0.0043340683914721,0.000598872895352542,-0.00474351597949862,-0.00475833797827363,0.00379433669149876,-0.00472161825746298,0.0127370143309236,0.00163388065993786,-0.00682441936805844,0.00495547894388437
"16",-0.00281495787203312,-0.00226103444583714,0.00306664011441171,-0.0067285792902112,0.00365714496001601,0.00423228926956654,0.000530697114299983,-0.00214937189593911,-0.00374454050324857,-0.000770685262978077
"17",0.000651996349915862,-0.000523307826370001,0.002919876947999,-0.00488367676734924,0.0102206692099571,-8.99704537005164e-05,-0.00633592996746302,0.000980052165687084,0.00849188398569822,0.00315988250076771
"18",-0.00548432441428304,0.000897530000656843,-0.00650214496999979,-0.00254264986142516,0.00084415590390563,0.00148643739521503,0.00869037769734859,-0.000411302666179836,0.00294341123662889,-0.00211556907743216
"19",-0.00981231220066547,-0.00359290628693998,-0.00203842576593161,-0.00335286534391344,0.00314442999660969,0.00108621246181428,0.00803695525974035,0.00406216364353895,0.00240593077614903,-0.0116043044254184
"20",-0.0069320872426033,0.00056196964578703,-0.0015648138942197,-0.00766628794372082,-0.000225387848331593,0.0138563783839345,0.00485396943986416,0.00132952269632369,7.43857744964771e-05,0.00668076192960143
"21",-0.000324151711538434,-0.000915331300348043,-0.00674629071727395,-0.000195468528545462,-0.0145417889580131,0.00211156625300646,0.00172047130763531,0.00119276321493089,0.000577628146857023,-0.00494487164542079
