"","HD","XOM","PG","PFE","MRK","WMT","CVX","VZ","MCD","KO"
"1",0.00690031843259931,0.0593033283948898,0.0102259619161487,0.0118607981130481,0.00524062244221568,0.0352888181805611,-0.008521961979568,0.00299158459529281,0.00512412004172802,-0.0147192254662514
"2",0.0107153216376901,0.00370947737246752,0.00465479167178273,0.017821978777647,0.000901044171769172,-0.0292987283319235,-0.0501998886466026,-0.000585122732445598,0.00934011861681938,-0.0167201831936836
"3",-0.000397769152186811,0.0111932475119829,0.00230874679982662,0.00132910278625786,0.0216736271977425,0.0164922531694174,0.0144568337127566,-0.000349333102349192,-0.00290093757212162,-0.00836292561143637
"4",0.031128890812397,-0.00123106653336436,-0.00258272793143988,0.00268085650168359,0.00556368799880147,-0.023496525362134,0.00640167156234384,-0.00313141080550849,-0.00439375406131148,-0.00870098359882832
"5",0.00612312089651823,0.00839606393128633,0.000237468470004387,-0.000549784570466727,-0.017697598785162,0.0161687135696411,0.00164272647816688,-0.00212841993197799,-0.00114221824333072,0.00768574792891741
"6",0.00533349765464664,0.000982693629339337,-0.00129572243895382,0.00109852547757328,0.0125740310177207,-0.013590382412076,-0.00848190858960152,0.00206693820655346,0.000358245306415483,0.00677722878754139
"7",0.0118686724454165,-0.00450328178703785,0.00446602329611778,-0.00854400917887688,-0.00914043933153152,0.0314717255532742,0.000903302279766649,-0.0066184289753437,0.000708871753886342,-0.00872832257300615
"8",0.00593962986022234,0.00779254641383886,0.00317618111148477,-0.010376987978816,-0.00635391427204013,-0.00789301656186581,6.29715796094388e-05,0.0014384543756023,-0.00635590264573693,-0.0075661432929337
"9",-0.00386860640719533,0.0244682487100363,0.00606789905577898,-0.000952814181800932,-0.016893457621336,-0.0287357307970524,-0.0635321512818336,0.00240887841209769,0.00170889077708125,-0.00186109100468457
"10",-0.00536185409873724,-0.00839841645210981,-0.00493685528635979,0.00163923448417336,-0.0232510063797235,0.000347066321410239,0.00909152999520302,-0.00203605531714857,0.00305789662525058,-0.0043394579552114
"11",-2.46041963691823e-05,0.0323073640465736,0.00229961797595024,-0.00256386469118297,0.0084121311083436,-0.0293993130326271,0.00349575327709317,0.0013081869110465,0.00612640753388405,0.00152729440014809
"12",0.00580104906111956,-3.15975230478216e-05,0.00412893760949373,-0.00299156969413161,0.01098523568362,0.00110907480120659,-0.0262396484613419,6.43089297227561e-05,0.00466924998909235,0.000558277301024646
"13",-0.000120826298370957,-0.0072327465750277,-0.000322660227539018,-0.00623979931697249,0.00523042865097523,-0.0364117696881294,0.00364111247472465,0.000620233186054975,0.00213394919410348,0.0112079456448555
"14",-0.00120971177238971,-0.0052645243704319,-0.00235606287606061,-0.00499319983646274,-0.00728357816115022,0.00453314231708646,0.00175853131804615,-0.00190400413703173,0.00243354076519608,0.00474782660603523
"15",0.00234605465084314,-0.00432834587991238,-0.00630355253815651,0.00121641717851162,-0.000433782843174413,0.00230445247143507,0.00691271154209971,0.00214102468453348,-0.00323235499672592,-0.00130720040760934
"16",-0.00381068582646549,-0.00547112291678786,-0.00356988399289548,-0.00157371396198869,0.00301392935216427,-0.0103768538683653,-0.0478903353214264,0.00095407769549638,0.00518922321498394,9.28263834794052e-05
"17",0.00378077011555433,0.00452600978314877,0.00399072142317891,-0.00516761792823672,0.00374307250604033,-0.00849834363907576,0.00764948548749089,0.000827517185825855,0.00870899483561516,-0.00473573245108128
"18",0.00244466378353536,-0.000638693396467716,-0.000680396740790457,-0.00252492330037057,-0.00603239750489593,-0.0496824346482754,-0.00448611192405224,-0.00401168083772063,-0.00168788013979793,0.00235834205523133
"19",0.00237278454005718,-0.00118904223199934,0.00590220140293241,-0.0081148911267519,-0.025164857506752,0.00989646837115288,-0.0129072377458215,0.00233210087753832,0.00273304805159569,0.00258325692266226
"20",0.00542301405221224,0.00100347248371691,0.00375364487990737,-0.00420900154858828,-0.00311600975692272,-0.0377566665410995,0.00915482547134161,-0.000805247225798666,-0.00344619434326887,0.00812354125082493
"21",0.00425897585228086,0.00423558987677097,0.00936886854469776,-0.00346104963682592,0.00864853151142597,0.0261983051896095,0.00286982883699238,-0.00395451206713915,0.00616271235048771,-0.00063707324443385
