"","PFE","HD","XOM","PG","MRK","VZ","WMT","CVX","CAT","GS"
"1",-0.00879409164190292,-0.00655683688819408,0.00483719166368246,0.0110924765467644,-0.000143206678330898,-0.023184809833765,-0.0023476465139538,-0.000267753610387444,0.0119582759216428,-0.00425118440762162
"2",0.0216330140829086,-0.00120797683484852,-0.000922958017326891,-0.00634211394935846,-0.00465224962681532,-0.000592873024288565,0.009925227612257,0.00757878832519054,-0.00145725719630718,0.007580675650388
"3",0.00902208965271711,0.00314947566948831,-0.00160284212324768,-0.00110457884147763,0.00656371330842376,0.0139662278816104,0.00149607984349132,0.00617266353219748,-0.00194003956858069,0.0124220633879304
"4",-0.0103808091953397,0.00300307152792811,0.00299612805247307,0.00983843673020601,0.00334800546988845,0.00516014499589801,-0.00164526130538434,0.0023443668615073,-0.00597941409796476,0.000916616700123996
"5",0.00440526893362403,0.0054388870485127,0.00074468954699114,0.00910778436809778,0.00654496159404516,0.00161304802168161,0.00120236398652196,-0.00236831302754581,-0.00791243743151426,0.00240821554325521
"6",0.00516237737610936,0.00127931323368102,0.00583648169413209,-0.00224991189315915,0.00211569014936686,0.00423983205109835,-0.00119850039482117,-0.000272979348665103,0.000918089703191072,-0.00580492522567511
"7",-0.0049271690659225,-0.00449040997773409,0.000786485150456429,0.000672943191602826,-0.00833863578736782,-0.00218175328336656,-0.000527767930179834,-0.0056101675145328,-0.0173925831913948,0.00864404626190662
"8",0.0189633369445801,-0.00377776008099318,-0.00182546628639102,-0.00173379760235548,0.00307540828362107,0.00742354989051819,-0.00195744168013334,0.000668280350510031,0.00917528104037046,0.00380886974744499
"9",0.0175221003592014,0.00221266970038414,-0.000355736003257334,0.00584535533562303,-0.00318644032813609,0.00442785862833261,0.00225867074914277,-0.00383512862026691,-0.00238903122954071,-0.00446629105135798
"10",-0.00501567544415593,-0.00593287590891123,0.00414382060989738,0.00128353107720613,0.00482647074386477,8.99816222954541e-05,0.00055914995027706,-0.00579691911116242,-0.00983227882534266,-0.00370802753604949
"11",-0.000274511956376955,-0.00716212950646877,-0.00504300557076931,0.0112149007618427,0.00681257713586092,0.00315381423570216,0.00722467806190252,0.00038830071571283,-0.00251241121441126,-0.00259716506116092
"12",0.000672284862957895,0.000340864789905027,-0.00301854917779565,-0.00672476692125201,0.000174915374373086,-0.00289226043969393,0.00221251952461898,-0.00953128840774298,-0.00161386711988598,-1.33699404614163e-06
"13",-0.00992895103991032,-0.00359102315269411,0.00424630427733064,0.00229456159286201,-0.00112379249185324,-0.00128635542932898,0.000201527960598469,-0.00253415596671402,0.00104922975879163,-0.00110098696313798
"14",-0.00501350872218609,-0.00424424186348915,-0.00458850665017962,0.0020029207225889,-0.000131901339045726,-0.00140629813540727,0.000762311392463744,0.00427852850407362,0.00177525077015162,-0.0114083010703325
"15",-0.00276796845719218,0.000999631360173225,0.00248005311004817,0.000264066737145185,0.00276919757016003,0.00629650522023439,-0.00136515428312123,-0.00242192228324711,-0.00819282326847315,-0.00718625634908676
"16",-0.00543954083696008,0.00553891668096185,0.0027342801913619,0.00307411327958107,-0.000813221675343812,0.0056056478060782,0.00464330706745386,0.00514481030404568,0.0087417745962739,-0.00231581646949053
"17",-0.0131155475974083,-0.00111564842518419,-0.00194462935905904,-0.000573905592318624,-0.00269621494226158,-0.0132196340709925,0.00172759336419404,0.000271782017080113,0.00744145736098289,0.00648423470556736
"18",-0.00357569986954331,-0.00773871643468738,0.00489556137472391,0.00257213553413749,-0.00364463939331472,-0.0104216514155269,0.000547974195796996,0.0102474568411708,-0.00283878552727401,0.00228586513549089
"19",-0.00765514932572842,-0.00550616346299648,-0.0018705299589783,0.00202727317810059,0.00170745677314699,-0.00623665703460574,0.00141156476456672,0.00479620974510908,0.0112495124340057,-0.00659224484115839
"20",-0.00148781773168594,-0.00443890690803528,-0.00220249593257904,0.00267539522610605,0.000630041991826147,5.38728727406124e-06,-0.000908307090867311,0.00058484694454819,0.00199800007976592,0.0102506019175053
"21",0.00773117365315557,-0.00763280689716339,0.0051883845590055,-0.000808580429293215,0.00137541792355478,-0.00606883876025677,0.000134281857754104,0.00303554092533886,0.00209218403324485,0.000315716868499294
