"","CSCO","DIS","PG","IBM","VZ","BA","MCD","KO","MRK","HD"
"1",0.00198925146833062,0.00422124238684773,0.00803624838590622,0.00190614291932434,0.00065636244835332,0.00256531266495585,-0.00174438545946032,-0.00526512833312154,-0.00144908099900931,-0.00357546866871417
"2",-0.000633842602837831,0.00108386913780123,-0.00639962265267968,-0.011028709821403,-0.00146899255923927,-0.00559395365417004,-0.00275997375138104,0.00368395098485053,-0.00337905110791326,-0.000254791899351403
"3",0.00318427965976298,-0.00399552006274462,0.00534366769716144,0.00648502865806222,0.00536804366856813,-0.000712413049768656,0.00540028885006905,0.00315471971407533,0.00185855117160827,0.000433388573583215
"4",-0.00158325920347124,-0.00339896744117141,-0.00571516202762723,0.00218877498991787,0.00297451112419367,-0.00163467158563435,-0.00306933978572488,-0.00279473862610757,-0.00451409118250012,-0.00541097717359662
"5",-0.00212901085615158,0.000791341706644744,0.00630163215100765,-0.00414913287386298,0.0026743181515485,-0.0110341124236584,-0.00136320246383548,-0.0016803297912702,0.00125303375534713,-0.00168693566229194
"6",-0.00344356149435043,-0.000928922032471746,0.00174826756119728,0.00298285786993802,-0.00133850972633809,-0.00306751346215606,0.00234655546955764,-0.00251444731839001,-0.00736920814961195,-0.000325610599247739
"7",0.000967701256740838,-0.001977484440431,0.00836740899831057,0.00342848687432706,0.000253434380283579,-0.00463429652154446,-0.0014053201302886,-0.000776867964304984,1.20093036457547e-05,0.00316062034107745
"8",-0.000963264610618353,0.00312997330911458,-0.00147031189408153,4.15148206229787e-05,0.000727253558579832,-0.000867516500875354,-0.000345665728673339,-0.00448413891717792,-0.00106228783261031,0.00200658151879907
"9",0.00260668620467186,0.00118485128041357,0.00751376384869218,-0.00461334176361561,-0.00403873948380351,-0.00356201315298676,-0.000543136557098478,0.00180959783028811,0.0038752977270633,0.00178129994310439
"10",0.00371989654377103,-0.0056086671538651,0.00313676078803837,0.000276185804978013,-0.00176095159258693,-0.00643681827932596,-0.00213471474125981,0.000939541030675173,-0.000514293031301349,-0.00278152129612863
"11",0.000503756455145776,0.00211930088698864,0.0047773877158761,-4.63538490294013e-05,-0.00149722874630243,0.00436081364750862,0.00236970582045615,-0.00401406362652779,0.00194151420146227,-0.00281883217394352
"12",-0.00120900198817253,-0.00343130552209914,0.00286610308103263,0.00175968336407095,0.00203834497369826,0.00421242555603385,-0.00264920806512237,9.11291863303632e-05,0.00130804092623293,0.00239800335839391
"13",0.00250592082738876,-0.002929623471573,0.00159680179785937,0.0019899804610759,-0.00236932351253927,-0.00156131479889154,0.00120614119805396,-0.00185098021756858,-0.00515257334336638,-0.000582040753215551
"14",0.00597087014466524,0.00480824103578925,-0.000782389543019235,-0.00185867480468005,0.000769720820244402,-0.00362833519466221,-0.00181242171674967,-0.000187905563507229,0.00513584818691015,-0.00133068766444921
"15",0.00141834781970829,0.00272948457859457,0.00334972213022411,0.00108457310125232,-0.00429582549259067,-0.00550079997628927,0.00221597566269338,0.000772798317484558,-0.0033921271096915,-0.000192944760783575
"16",-0.00207602442242205,-0.0042241201736033,-0.00600557029247284,0.00329452520236373,0.00279660639353096,0.00203104130923748,-0.000532554986421019,0.00286902696825564,-0.00368690211325884,0.00388215342536569
"17",-0.00104908039793372,-0.000866286805830896,-0.000159834802616388,0.00126402906607836,0.000704007281456143,0.00429761735722423,-0.00058580277254805,0.000431037973612547,-0.00104163715150207,0.00244416203349829
"18",-0.00199761660769582,0.00032023384119384,-0.00161433825269341,-0.000500270049087703,0.00124762149062008,0.0016169361770153,0.00214140256866813,-0.000522178946994245,0.00232148543000221,0.00524409674108028
"19",-0.00137061311397702,-0.00454768957570195,-0.00100745214149356,0.000514029408805072,0.000902795058209449,0.000712543493136764,0.000202358249225654,-0.00272330967709422,-0.00372289912775159,0.00119013828225434
"20",0.00586311146616936,-0.000289957068162039,-0.00120108597911894,-0.00274525163695216,-0.000959480064921081,-0.00271810591220856,0.00159799098037183,0.00221442501060665,-0.00419102050364017,-0.00206883065402508
"21",0.00357943493872881,0.000377581367501989,0.00205065472982824,0.0018651318969205,0.000779398484155536,-0.00178125232923776,0.0013703970471397,0.00209679501131177,-0.000384151906473562,0.00498073967173696
