"","HPQ","JNJ","PG","CVX","AA","CAT","MRK","KO","AXP","MCD"
"1",0.0183860678225756,0.00988878216594458,6.45605614408851e-05,0.00848016142845154,-0.0111958580091596,0.0191161017864943,0.00835843663662672,0.0108991228044033,-0.00162981799803674,0.00496364617720246
"2",-0.00711236242204905,-0.00089753553038463,0.00620739720761776,-0.0203217193484306,-0.00399176497012377,0.0195987354964018,0.00799760688096285,0.00154233060311526,-0.0202407892793417,-0.00228588376194239
"3",0.00805194210261106,0.00930814631283283,-0.00474959192797542,0.00654373364523053,0.0115214362740517,0.00562972482293844,-0.0016643637791276,0.00497659901157022,0.0293296594172716,0.00222569890320301
"4",-0.00669571058824658,-0.00020261004101485,0.00710975052788854,-0.0262256562709808,-0.000783070223405957,-0.0108550116419792,-0.0158235989511013,-0.00109539332333952,-0.0112216491252184,0.00114605505950749
"5",0.00689621781930327,0.00251434161327779,0.00267414865083992,-0.00230449996888638,-0.00135502428747714,-0.00626208912581205,-0.00284605287015438,-0.00618704315274954,-0.0105817466974258,0.000722799566574395
"6",0.000270284392172471,-0.00576737010851502,-0.00264717033132911,0.014427219517529,0.00188236718531698,0.015518844127655,0.000116350580356084,-0.0173127893358469,-0.0258602984249592,0.001477972837165
"7",0.00187680928502232,0.00228260713629425,-0.000479941489174962,0.00870970077812672,0.0181716531515121,-0.0250702016055584,0.000656514195725322,-0.004185875877738,0.016680333763361,0.00168332038447261
"8",0.0021806200966239,0.000494855223223567,-0.00112739251926541,0.000223272349103354,-0.00837233848869801,1.81544946826762e-05,-0.018371693789959,-0.00180100242141634,-0.00182504463009536,0.00257738376967609
"9",-0.00589697854593396,0.00420350767672062,-0.00293434225022793,-0.00790960248559713,-0.0081072049215436,0.000867908238433301,0.00234458385966718,0.00358836119994521,0.000367716944310814,0.00171157927252352
"10",0.0125207016244531,-0.00095617159968242,0.00496672885492444,0.00595881603658199,-0.00831225980073214,-0.000949154491536319,-0.000566026021260768,0.00297059398144484,0.00526892393827438,-0.00275793857872486
"11",0.0111082447692752,0.00253132288344204,0.00157680420670658,0.00486662518233061,-0.00504527660086751,0.00369413942098618,0.00794053450226784,0.00528093008324504,0.0145086729899049,-0.000155769317643717
"12",-0.00246154610067606,0.00186538335401565,0.00592254707589746,-0.00624700216576457,-0.00603909464552999,0.00689411209896207,0.00730518857017159,0.00122495461255312,0.00428907666355371,0.000559089356102049
"13",-0.0033697544131428,0.000685329607222229,-0.00598591845482588,0.00687117222696543,0.00308511895127594,0.0131436241790652,0.00189199903979897,0.00250347261317074,0.00915628112852573,-0.00124465767294168
"14",-0.000900425715371966,0.000927909917663783,0.00220488314516842,0.0067277941852808,0.0151295512914658,-0.0115318987518549,-0.00122937571723014,-0.000717889168299735,-0.0051957187242806,0.000708393810782582
"15",-0.00339389592409134,5.68097220821073e-06,-0.00255662994459271,-0.0043541993945837,0.00817568507045507,-0.00747805740684271,-0.00364380655810237,-0.00712207285687327,0.00973835587501526,0.00555730983614922
"16",0.00315246684476733,0.00239599868655205,0.00280895386822522,0.00386289670132101,0.00505855167284608,0.00599088286980987,0.00749843614175916,-0.0069900332018733,-0.00276647857390344,0.0053443256765604
"17",-0.000633452262263745,-0.00396223366260529,0.000313495198497549,9.66544321272522e-05,0.00276106526143849,-0.0123426057398319,0.0044135139323771,-0.00190308468881994,0.0023030461743474,-0.0012489918153733
"18",-0.00232254061847925,4.71895982627757e-05,0.00407291017472744,0.00335572077892721,0.00741429533809423,-0.00512770237401128,0.000771937717217952,-0.00775493495166302,-0.0142475832253695,0.00300652673467994
"19",-0.000191847982932813,0.000269712414592505,-0.00137538288254291,-0.00133858236949891,0.00558739015832543,0.00500453542917967,-0.00450536981225014,0.0014344482915476,0.00876084808260202,0.00150845164898783
"20",0.000444819743279368,0.000596549187321216,0.00267735286615789,0.00543221551924944,0.00241608335636556,0.0164537578821182,0.0063731255941093,0.00555306021124125,0.0025763267185539,0.00614674715325236
"21",0.00130213401280344,0.00317974528297782,-0.0029252334497869,-0.00301666022278368,-0.00577387167140841,0.00210991990752518,0.00323723792098463,0.00517677562311292,0.00877142045646906,0.000781633832957596
