"","V","MCD","WMT","PG","CSCO","HD","GS","BA","VZ","NKE"
"1",-0.0116279274225235,0.00705623347312212,-0.00206275749951601,-0.00183258287142962,0.00955646671354771,-8.05528907221742e-05,0.00746467476710677,-0.00138971686828882,0.00224968348629773,0.00271960673853755
"2",0.00548025127500296,0.00332442601211369,-0.00617712270468473,0.00105976534541696,0.00554202869534492,-0.00366053078323603,-0.00206507928669453,-0.00359703321009874,-0.00138984678778797,-0.00429806159809232
"3",-0.00602331012487411,-0.000429007544880733,-0.00169568532146513,0.000321768980938941,-0.00400355458259583,-0.00807406194508076,-0.00308740953914821,0.00375261716544628,-0.00338815338909626,-0.000297946477076039
"4",0.00382868852466345,-0.000810012978035957,-0.00651749735698104,-0.000915449170861393,-0.00172106013633311,-0.00185478664934635,0.00684582814574242,0.00350835174322128,0.000108968743006699,-0.000385440594982356
"5",-0.010355019941926,0.00297066615894437,0.00531083717942238,-0.000947015592828393,0.000409967236919329,0.0068692066706717,-0.00480421725660563,0.00721392128616571,0.000153405548189767,-0.000338427984388545
"6",-0.000356341624865308,0.000240358858718537,0.00212180428206921,0.00201165885664523,-0.00276249251328409,5.64974470762536e-05,-0.00140488077886403,0.00234987935982645,-0.0100791156291962,1.49781881191302e-05
"7",-0.0028743757866323,0.00477142352610826,-0.00371020892634988,-0.00552637362852693,0.00917578302323818,-0.000699339841958135,-0.00723528023809195,-0.00926900748163462,-0.00609088223427534,0.00522095989435911
"8",-0.00473566679283977,0.000760840601287782,0.00207764212973416,0.00325489812530577,0.00223136879503727,0.0137542774900794,-0.00638227816671133,0.00384653615765274,-0.000839352956973016,-0.00233716936782002
"9",-0.0167510565370321,0.00338586908765137,0.00456923525780439,0.00347286579199135,-0.0033167670480907,0.00254328222945333,-0.000672588823363185,0.000420847121858969,-0.00839215703308582,-0.00367831392213702
"10",-0.00199374184012413,-0.0053149932064116,0.00324830762110651,-0.00183044467121363,-0.00192642805632204,0.000223184266360477,-0.000599883729591966,0.0112403919920325,0.00314205372706056,0.0064413333311677
"11",-0.0082668112590909,-0.00557809881865978,0.000873311073519289,-0.000221886599319987,-0.00504332175478339,0.00314818602055311,-0.00250527146272361,-0.000938656972721219,0.00011843467655126,-0.00348137714900076
"12",-0.000199994436115958,-0.0115822441875935,0.00369139504618943,0.000783853989560157,-0.0044198464602232,-0.000125329461297952,-0.00355864223092794,-0.000193196028703824,-0.00123994145542383,-0.00924421567469835
"13",-0.0112128928303719,0.0167521890252829,0.00341099919751287,0.000815589388366789,-0.0050857113674283,-0.010741257108748,0.000779826776124537,-0.000283930945442989,0.00477957399562001,0.00310436682775617
"14",-0.00362124713137746,0.000313722412101924,-0.00728517165407538,-0.00140931038185954,-0.00225726910866797,-0.000645545485895127,-0.00966332759708166,-0.00320231402292848,0.00510586705058813,0.0202030315995216
"15",-0.0157115329056978,0.000562711386010051,-0.00420878268778324,-0.00314494012854993,0.00177227531094104,-0.00370568828657269,-0.00252367299981415,0.00259779370389879,0.00447824085131288,-0.000487367215100676
"16",-0.0198358073830605,-0.00239928904920816,-0.00350491749122739,-0.00507706822827458,-0.00777526199817657,0.00394415110349655,-0.0172423683106899,-0.00212551793083549,-0.00279482663609087,0.000568362127523869
"17",0.011703665368259,-0.00640452932566404,-0.0036559347063303,0.00351417460478842,0.0045750243589282,0.00160737067926675,-0.0165070220828056,0.00157537963241339,-0.000142103061079979,-0.0041754194535315
"18",0.00921658426523209,-0.00168626557569951,9.68163076322526e-05,0.00883372314274311,-0.00255279522389174,0.00334861921146512,-0.0113732814788818,-0.00142048578709364,0.000695970607921481,-0.0146298576146364
"19",-8.58480270835571e-05,0.0107922283932567,-0.00352067174389958,-0.0020768390968442,0.0089826313778758,0.00274171959608793,-0.00303066847845912,8.21956709842198e-05,0.0110322311520576,-0.000423519755713642
"20",-0.0022242683917284,0.00288806529715657,-0.00189556006807834,-0.000385966122848913,-0.00568932248279452,0.0045450059697032,-0.00145396997686476,0.00278162444010377,0.00341835361905396,-0.000957481737714261
"21",-0.00641708308830857,0.00393569376319647,0.00330857909284532,-0.00620919838547707,-0.00332127860747278,-0.00147531158290803,-0.0118604507297277,0.00065132207237184,-0.00474081933498383,0.00212825345806777
