"","CAT","JNJ","CVX","WMT","PG","KO","MCD","DIS","AA","MRK"
"1",0.0028208966832608,-0.00457298057153821,0.00640763901174068,-0.00481588998809457,0.00641266349703074,0.00208736071363091,0.0146996723487973,-0.0022256902884692,-0.0127982962876558,-0.00155959906987846
"2",-0.00454155541956425,0.00369875133037567,-0.0273838564753532,0.00772388372570276,0.00569373508915305,-0.000832726247608662,-0.000985537772066891,-0.0217159558087587,-0.079469621181488,0.00472125457599759
"3",-0.0131903141736984,-0.000575600482989103,0.00909975823014975,0.0032831272110343,0.00348162488080561,0.0159030128270388,-0.00692161498591304,-0.00662607420235872,-0.00893962103873491,0.0124224498867989
"4",-0.0276819802820683,0.00021942681632936,-0.00236264173872769,0.00231373962014914,0.000471053383080289,-0.000846266746520996,-0.0174917243421078,0.00313616660423577,-0.0538353361189365,-0.00933985039591789
"5",-0.010185718536377,-0.00122837210074067,0.0064261700026691,0.00138338573742658,-0.00111542118247598,0.00186410406604409,-0.00990513525903225,0.00532217370346189,-0.0022149842698127,0.000941387319471687
"6",0.0244148224592209,0.00374095467850566,-0.0029861971270293,0.00341502181254327,-8.45849499455653e-05,-0.00503010768443346,0.0060062981210649,-0.00698168855160475,-0.022381991147995,0.0103174587711692
"7",-0.00583577388897538,-0.0081711383536458,0.00231759925372899,-0.00489756045863032,0.00216012797318399,0.000446858466602862,0.00169407262001187,-0.00219185161404312,0.00504426471889019,0.00400085281580687
"8",-0.0164842158555984,0.00205667410045862,-0.000118593488878105,-0.000878570601344109,-0.00067844451405108,0.00415410613641143,-0.0120480330660939,-0.00538143748417497,-0.0412368923425674,-0.0015966430073604
"9",0.00369893992319703,2.40835078102464e-07,-0.0014433873584494,0.000686057144775987,-0.00184688065201044,0.00464517949149013,0.00359624717384577,0.00799209251999855,0.00312847830355167,-0.00285633909516037
"10",-0.00348440022207797,-0.00407149968668818,-0.00205249898135662,-0.0105313649401069,0.00484470278024673,0.00609273929148912,-0.0140440482646227,0.00541944848373532,-0.0623771660029888,0.00802118424326181
"11",0.00535827595740557,0.000761667790357023,0.00519970385357738,-0.00183226633816957,0.000540309585630894,-0.000225855605094694,0.00274057243950665,-0.0026778606697917,-0.015935393050313,-0.00721499277278781
"12",0.00405184971168637,-0.00469377497211099,-0.00678239110857248,0.00123067491222173,-0.00365937314927578,-0.00573805067688227,0.00412702281028032,-0.0120292287319899,-0.0745479092001915,0.0010127245914191
"13",0.0145228514447808,0.00116802903357893,0.0100726541131735,0.00299208797514439,0.00127162190619856,-0.00474622193723917,0.00493536749854684,0.00264926417730749,-0.0191321913152933,0.00351579859852791
"14",-0.00326687702909112,-0.00155715912114829,-0.000961304293014109,0.00380856823176146,-0.00105939758941531,-0.000484490388771519,-0.00776910316199064,0.00624896632507443,-0.00419678026810288,0.00086046865908429
"15",-0.00692197121679783,0.00385944568552077,0.0103833507746458,0.00241638440638781,-0.00719577865675092,0.00281247450038791,0.00367521122097969,0.00270916940644383,-0.00157603365369141,0.0037223061081022
"16",-0.00256852363236248,-0.00234472751617432,0.00510834623128176,0.00127338629681617,-0.0020252107642591,0.0013057355536148,0.00209594354964793,0.0085959043353796,-0.0287651345133781,-0.00133884290698916
"17",0.00817895587533712,-0.00239648343995214,0.0055411602370441,-0.00323664001189172,-0.00418014079332352,0.00124594615772367,-0.000947411288507283,0.00642516650259495,0.00257019023410976,0.0031949074473232
"18",0.0051050060428679,0.000772984873037785,4.61966083094012e-05,-0.0085479374974966,-0.00250919675454497,-0.00436895340681076,-0.00139368919190019,0.0058929082006216,-0.0134280575439334,-0.00350670050829649
"19",0.00389814958907664,0.00222421274520457,0.00812649168074131,-0.00273576960898936,-0.0021775511559099,-0.00473906565457582,0.00273740780539811,0.00223958841525018,-0.000996229238808155,-0.00249402853660285
"20",0.00153648422565311,-2.78393490589224e-05,-0.00207854132167995,-0.00242840545251966,5.43253099749563e-06,-0.000356579053914174,0.0029151476919651,-0.00555073330178857,-0.0309686493128538,-0.00109830324072391
"21",0.00341345788910985,-0.00115915026981384,-0.00168874708469957,0.0019935118034482,-0.00805298425257206,8.54753816383891e-05,0.00333411246538162,-0.000128519750433043,-0.0150732565671206,0.00362742785364389
